ENSG00000160808	MYL3
ENSG00000134602	STK26
ENSG00000248901	AC008834.1
ENSG00000047634	SCML1
ENSG00000267470	ZNF571-AS1
ENSG00000178585	CTNNBIP1
ENSG00000248965	CTB-174D11.2
ENSG00000129625	REEP5
ENSG00000107341	UBE2R2
ENSG00000265574	WDR45BP1
ENSG00000118160	SLC8A2
ENSG00000109113	RAB34
ENSG00000133961	NUMB
ENSG00000230530	LIMD1-AS1
ENSG00000025423	HSD17B6
ENSG00000099995	SF3A1
ENSG00000101986	ABCD1
ENSG00000251775	ACA59
ENSG00000205593	DENND6B
ENSG00000134376	CRB1
ENSG00000153956	CACNA2D1
ENSG00000187987	ZSCAN23
ENSG00000082701	GSK3B
ENSG00000106266	SNX8
ENSG00000134146	DPH6
ENSG00000232160	RAP2C-AS1
ENSG00000115514	TXNDC9
ENSG00000117226	GBP3
ENSG00000203326	ZNF525
ENSG00000181201	HIST3H2BA
ENSG00000065970	FOXJ2
ENSG00000163611	SPICE1
ENSG00000249850	KRT18P31
ENSG00000158813	EDA
ENSG00000260807	RP11-161M6.2
ENSG00000112981	NME5
ENSG00000131771	PPP1R1B
ENSG00000156304	SCAF4
ENSG00000104140	RHOV
ENSG00000188859	FAM78B
ENSG00000122711	SPINK4
ENSG00000276542	RP11-115D19.2
ENSG00000283269	AC005307.3
ENSG00000156256	USP16
ENSG00000135913	USP37
ENSG00000279289	RP3-331H24.6
ENSG00000049656	CLPTM1L
ENSG00000118785	SPP1
ENSG00000254563	RP11-673F18.1
ENSG00000178217	SH2D4B
ENSG00000174840	PDE12
ENSG00000137497	NUMA1
ENSG00000110435	PDHX
ENSG00000168404	MLKL
ENSG00000238961	SNORA47
ENSG00000083812	ZNF324
ENSG00000070831	CDC42
ENSG00000163915	IGF2BP2-AS1
ENSG00000048991	R3HDM1
ENSG00000119446	RBM18
ENSG00000177707	NECTIN3
ENSG00000198673	FAM19A2
ENSG00000136152	COG3
ENSG00000012779	ALOX5
ENSG00000207561	MIR635
ENSG00000111846	GCNT2
ENSG00000198952	SMG5
ENSG00000166704	ZNF606
ENSG00000108506	INTS2
ENSG00000212232	SNORD17
ENSG00000178031	ADAMTSL1
ENSG00000279159	RP3-394A18.1
ENSG00000100196	KDELR3
ENSG00000048540	LMO3
ENSG00000270392	PFN1P2
ENSG00000254244	PAICSP4
ENSG00000204220	PFDN6
ENSG00000226133	RP4-683M8.2
ENSG00000231203	KRT8P10
ENSG00000197958	RPL12
ENSG00000160058	BSDC1
ENSG00000162385	MAGOH
ENSG00000224273	AC005077.7
ENSG00000006704	GTF2IRD1
ENSG00000170027	YWHAG
ENSG00000178234	GALNT11
ENSG00000257135	RP11-320M2.1
ENSG00000207524	RNU6-33P
ENSG00000151422	FER
ENSG00000230077	MTAPP2
ENSG00000074800	ENO1
ENSG00000235852	AC005540.3
ENSG00000225932	CTAGE4
ENSG00000012061	ERCC1
ENSG00000154928	EPHB1
ENSG00000136444	RSAD1
ENSG00000275183	LENG9
ENSG00000211450	C11orf31
ENSG00000110324	IL10RA
ENSG00000104131	EIF3J
ENSG00000138018	EPT1
ENSG00000279425	CTD-2017D11.2
ENSG00000138074	SLC5A6
ENSG00000162972	C2orf47
ENSG00000260059	RP11-231E19.1
ENSG00000228624	RP3-399L15.3
ENSG00000143147	GPR161
ENSG00000229222	KRT18P4
ENSG00000169562	GJB1
ENSG00000173898	SPTBN2
ENSG00000251602	RP11-521B24.3
ENSG00000115155	OTOF
ENSG00000145912	NHP2
ENSG00000183161	FANCF
ENSG00000205352	PRR13
ENSG00000099860	GADD45B
ENSG00000085433	WDR47
ENSG00000276517	AL133243.2
ENSG00000204967	PCDHA4
ENSG00000131462	TUBG1
ENSG00000120438	TCP1
ENSG00000115392	FANCL
ENSG00000111641	NOP2
ENSG00000156968	MPV17L
ENSG00000225057	AC096574.4
ENSG00000088543	C3orf18
ENSG00000175130	MARCKSL1
ENSG00000124688	MAD2L1BP
ENSG00000168936	TMEM129
ENSG00000236901	MIR600HG
ENSG00000145041	DCAF1
ENSG00000232450	RP4-730K3.3
ENSG00000176714	CCDC121
ENSG00000259659	RP11-151N17.1
ENSG00000184207	PGP
ENSG00000145736	GTF2H2
ENSG00000067221	STOML1
ENSG00000073849	ST6GAL1
ENSG00000198246	SLC29A3
ENSG00000171044	XKR6
ENSG00000154133	ROBO4
ENSG00000103479	RBL2
ENSG00000278828	HIST1H3H
ENSG00000103160	HSDL1
ENSG00000156171	DRAM2
ENSG00000004866	ST7
ENSG00000186642	PDE2A
ENSG00000213024	NUP62
ENSG00000237750	AC007740.1
ENSG00000130402	ACTN4
ENSG00000273136	NBPF26
ENSG00000102786	INTS6
ENSG00000136238	RAC1
ENSG00000128585	MKLN1
ENSG00000030110	BAK1
ENSG00000101188	NTSR1
ENSG00000137142	IGFBPL1
ENSG00000145623	OSMR
ENSG00000118260	CREB1
ENSG00000167325	RRM1
ENSG00000196660	SLC30A10
ENSG00000161036	LRWD1
ENSG00000114737	CISH
ENSG00000168924	LETM1
ENSG00000083312	TNPO1
ENSG00000186907	RTN4RL2
ENSG00000078804	TP53INP2
ENSG00000124593	PRICKLE4
ENSG00000024526	DEPDC1
ENSG00000167880	EVPL
ENSG00000185418	TARSL2
ENSG00000100060	MFNG
ENSG00000183018	SPNS2
ENSG00000230795	HLA-K
ENSG00000135447	PPP1R1A
ENSG00000236104	ZBTB22
ENSG00000259129	LINC00648
ENSG00000161277	THAP8
ENSG00000179950	PUF60
ENSG00000059122	FLYWCH1
ENSG00000107736	CDH23
ENSG00000158195	WASF2
ENSG00000146411	SLC2A12
ENSG00000262814	MRPL12
ENSG00000171603	CLSTN1
ENSG00000241622	RARRES2P1
ENSG00000122741	DCAF10
ENSG00000141026	MED9
ENSG00000107863	ARHGAP21
ENSG00000139832	RAB20
ENSG00000165775	FUNDC2
ENSG00000164880	INTS1
ENSG00000165140	FBP1
ENSG00000005893	LAMP2
ENSG00000258751	RP11-2G1.1
ENSG00000196470	SIAH1
ENSG00000116871	MAP7D1
ENSG00000034239	EFCAB1
ENSG00000186767	SPIN4
ENSG00000068912	ERLEC1
ENSG00000114354	TFG
ENSG00000278875	CTC-439O9.1
ENSG00000183092	BEGAIN
ENSG00000250802	ZBED3-AS1
ENSG00000269293	ZSCAN16-AS1
ENSG00000167780	SOAT2
ENSG00000171813	PWWP2B
ENSG00000283341	RP11-472I20.4
ENSG00000111424	VDR
ENSG00000082269	FAM135A
ENSG00000141294	LRRC46
ENSG00000182916	TCEAL7
ENSG00000115137	DNAJC27
ENSG00000135917	SLC19A3
ENSG00000170734	POLH
ENSG00000199032	MIR425
ENSG00000266469	CTB-131K11.1
ENSG00000272667	RP11-395A13.2
ENSG00000141753	IGFBP4
ENSG00000164695	CHMP4C
ENSG00000228677	TTC3-AS1
ENSG00000246705	H2AFJ
ENSG00000101972	STAG2
ENSG00000264395	MIR3193
ENSG00000242375	RP11-498P14.3
ENSG00000117245	KIF17
ENSG00000142449	FBN3
ENSG00000214077	GNAQP1
ENSG00000130748	TMEM160
ENSG00000145569	FAM105A
ENSG00000170234	PWWP2A
ENSG00000156313	RPGR
ENSG00000174851	YIF1A
ENSG00000109787	KLF3
ENSG00000186265	BTLA
ENSG00000112658	SRF
ENSG00000087495	PHACTR3
ENSG00000223768	LINC00205
ENSG00000169057	MECP2
ENSG00000137261	KIAA0319
ENSG00000253626	EIF5AL1
ENSG00000179058	C9orf50
ENSG00000115486	GGCX
ENSG00000182718	ANXA2
ENSG00000153879	CEBPG
ENSG00000175229	GAL3ST3
ENSG00000243646	IL10RB
ENSG00000110651	CD81
ENSG00000278619	MRM1
ENSG00000125485	DDX31
ENSG00000112062	MAPK14
ENSG00000049247	UTS2
ENSG00000157353	FUK
ENSG00000149292	TTC12
ENSG00000171159	C9orf16
ENSG00000145908	ZNF300
ENSG00000185798	WDR53
ENSG00000164983	TMEM65
ENSG00000197471	SPN
ENSG00000088727	KIF9
ENSG00000119711	ALDH6A1
ENSG00000269834	ZNF528-AS1
ENSG00000198478	SH3BGRL2
ENSG00000168014	C2CD3
ENSG00000117748	RPA2
ENSG00000149196	HIKESHI
ENSG00000149124	GLYAT
ENSG00000156639	ZFAND3
ENSG00000123552	USP45
ENSG00000064763	FAR2
ENSG00000049249	TNFRSF9
ENSG00000267034	RP11-384O8.1
ENSG00000033050	ABCF2
ENSG00000027075	PRKCH
ENSG00000189143	CLDN4
ENSG00000176049	JAKMIP2
ENSG00000116044	NFE2L2
ENSG00000260942	CAPN10-AS1
ENSG00000255277	ABCC6P2
ENSG00000137404	NRM
ENSG00000146830	GIGYF1
ENSG00000158079	PTPDC1
ENSG00000127616	SMARCA4
ENSG00000160075	SSU72
ENSG00000047578	KIAA0556
ENSG00000169221	TBC1D10B
ENSG00000127663	KDM4B
ENSG00000127445	PIN1
ENSG00000143845	ETNK2
ENSG00000160867	FGFR4
ENSG00000168288	MMADHC
ENSG00000124159	MATN4
ENSG00000247240	UBL7-AS1
ENSG00000186193	SAPCD2
ENSG00000245149	RNF139-AS1
ENSG00000283674	RP11-419I17.1
ENSG00000105127	AKAP8
ENSG00000205981	DNAJC19
ENSG00000233178	RP11-88I18.2
ENSG00000161243	FBXO27
ENSG00000131668	BARX1
ENSG00000140836	ZFHX3
ENSG00000135407	AVIL
ENSG00000204209	DAXX
ENSG00000028116	VRK2
ENSG00000134291	TMEM106C
ENSG00000065526	SPEN
ENSG00000140022	STON2
ENSG00000136718	IMP4
ENSG00000197182	MIRLET7BHG
ENSG00000179698	WDR97
ENSG00000267868	RP11-120K24.3
ENSG00000234383	CTBP2P8
ENSG00000225855	RUSC1-AS1
ENSG00000134470	IL15RA
ENSG00000166128	RAB8B
ENSG00000188582	PAQR9
ENSG00000138385	SSB
ENSG00000232626	RP11-175B9.2
ENSG00000117448	AKR1A1
ENSG00000197948	FCHSD1
ENSG00000066084	DIP2B
ENSG00000008056	SYN1
ENSG00000140829	DHX38
ENSG00000163508	EOMES
ENSG00000198081	ZBTB14
ENSG00000223855	HRAT92
ENSG00000272047	GTF2H5
ENSG00000149346	SLX4IP
ENSG00000272382	CTD-2035E11.4
ENSG00000164663	USP49
ENSG00000133131	MORC4
ENSG00000168291	PDHB
ENSG00000164885	CDK5
ENSG00000196656	AC004057.1
ENSG00000196361	ELAVL3
ENSG00000236536	AC003986.7
ENSG00000242622	RP11-18H7.1
ENSG00000198075	SULT1C4
ENSG00000196526	AFAP1
ENSG00000141349	G6PC3
ENSG00000234800	PCMTD1P3
ENSG00000138399	FASTKD1
ENSG00000121691	CAT
ENSG00000138050	THUMPD2
ENSG00000250722	SEPP1
ENSG00000181274	FRAT2
ENSG00000153233	PTPRR
ENSG00000162139	NEU3
ENSG00000142552	RCN3
ENSG00000268543	CTD-2619J13.16
ENSG00000243629	LINC00880
ENSG00000214160	ALG3
ENSG00000215045	GRID2IP
ENSG00000004700	RECQL
ENSG00000139697	SBNO1
ENSG00000205502	C2CD4B
ENSG00000100417	PMM1
ENSG00000145675	PIK3R1
ENSG00000270012	LL0XNC01-7P3.1
ENSG00000116574	RHOU
ENSG00000181264	TMEM136
ENSG00000280187	CTC-351M12.1
ENSG00000228222	AC074363.1
ENSG00000112655	PTK7
ENSG00000166796	LDHC
ENSG00000123009	NME2P1
ENSG00000270130	RP11-214K3.23
ENSG00000163466	ARPC2
ENSG00000174332	GLIS1
ENSG00000128581	IFT22
ENSG00000010319	SEMA3G
ENSG00000261377	PDCD6IPP2
ENSG00000249518	CTC-327F10.1
ENSG00000240583	AQP1
ENSG00000130584	ZBTB46
ENSG00000122432	SPATA1
ENSG00000179562	GCC1
ENSG00000244586	WNT5A-AS1
ENSG00000119669	IRF2BPL
ENSG00000232855	AF131217.1
ENSG00000113812	ACTR8
ENSG00000091732	ZC3HC1
ENSG00000138246	DNAJC13
ENSG00000158717	RNF166
ENSG00000106245	BUD31
ENSG00000091490	SEL1L3
ENSG00000146731	CCT6A
ENSG00000164104	HMGB2
ENSG00000231691	RP11-203F10.5
ENSG00000162910	MRPL55
ENSG00000014216	CAPN1
ENSG00000186862	PDZD7
ENSG00000117151	CTBS
ENSG00000266412	NCOA4
ENSG00000229019	RP11-88I18.3
ENSG00000006451	RALA
ENSG00000248333	CDK11B
ENSG00000105583	WDR83OS
ENSG00000261308	FIGNL2
ENSG00000019505	SYT13
ENSG00000267257	RP11-1151B14.4
ENSG00000257086	RP11-783K16.13
ENSG00000259666	LINGO1-AS1
ENSG00000175567	UCP2
ENSG00000207041	RNU6-3P
ENSG00000123200	ZC3H13
ENSG00000230042	AK3P3
ENSG00000168309	FAM107A
ENSG00000008735	MAPK8IP2
ENSG00000227906	SNAP25-AS1
ENSG00000138594	TMOD3
ENSG00000230552	AC092162.1
ENSG00000004846	ABCB5
ENSG00000105072	C19orf44
ENSG00000179292	TMEM151A
ENSG00000183963	SMTN
ENSG00000015479	MATR3
ENSG00000247809	NR2F2-AS1
ENSG00000280206	CTB-193M12.5
ENSG00000117650	NEK2
ENSG00000167703	SLC43A2
ENSG00000168228	ZCCHC4
ENSG00000280122	RP11-87G24.2
ENSG00000196504	PRPF40A
ENSG00000259362	RP11-307C19.1
ENSG00000165626	BEND7
ENSG00000108091	CCDC6
ENSG00000171148	TADA3
ENSG00000187607	ZNF286A
ENSG00000245156	RP11-867G23.3
ENSG00000145087	STXBP5L
ENSG00000279932	RP11-349F21.2
ENSG00000183844	FAM3B
ENSG00000247092	SNHG10
ENSG00000166164	BRD7
ENSG00000065883	CDK13
ENSG00000112592	TBP
ENSG00000231074	HCG18
ENSG00000179930	ZNF648
ENSG00000130810	PPAN
ENSG00000162129	CLPB
ENSG00000138780	GSTCD
ENSG00000101160	CTSZ
ENSG00000184992	BRI3BP
ENSG00000006042	TMEM98
ENSG00000102897	LYRM1
ENSG00000231703	RP4-669H2.1
ENSG00000154655	L3MBTL4
ENSG00000175354	PTPN2
ENSG00000138316	ADAMTS14
ENSG00000178229	ZNF543
ENSG00000155592	ZKSCAN2
ENSG00000203710	CR1
ENSG00000147133	TAF1
ENSG00000150893	FREM2
ENSG00000233436	BTBD18
ENSG00000256525	POLG2
ENSG00000188994	ZNF292
ENSG00000167632	TRAPPC9
ENSG00000143061	IGSF3
ENSG00000134779	TPGS2
ENSG00000215105	TTC3P1
ENSG00000169252	ADRB2
ENSG00000185527	PDE6G
ENSG00000275966	RP11-1055B8.9
ENSG00000135245	HILPDA
ENSG00000172531	PPP1CA
ENSG00000118246	FASTKD2
ENSG00000028277	POU2F2
ENSG00000184368	MAP7D2
ENSG00000137822	TUBGCP4
ENSG00000251027	CTC-254B4.1
ENSG00000182004	SNRPE
ENSG00000213212	NCLP1
ENSG00000128578	STRIP2
ENSG00000172915	NBEA
ENSG00000173451	THAP2
ENSG00000178460	MCMDC2
ENSG00000114200	BCHE
ENSG00000276368	HIST1H2AJ
ENSG00000225110	LL0XNC01-16G2.1
ENSG00000240775	RP11-170N16.2
ENSG00000171056	SOX7
ENSG00000187808	SOWAHD
ENSG00000156500	FAM122C
ENSG00000145740	SLC30A5
ENSG00000226085	UQCRFS1P1
ENSG00000117016	RIMS3
ENSG00000225889	AC074289.1
ENSG00000140598	EFL1
ENSG00000236255	AC009404.2
ENSG00000113396	SLC27A6
ENSG00000185201	IFITM2
ENSG00000179967	PPP1R14BP3
ENSG00000182768	NGRN
ENSG00000078725	BRINP1
ENSG00000196150	ZNF250
ENSG00000137968	SLC44A5
ENSG00000049130	KITLG
ENSG00000164124	TMEM144
ENSG00000130829	DUSP9
ENSG00000169288	MRPL1
ENSG00000212443	SNORA53
ENSG00000167920	TMEM99
ENSG00000135931	ARMC9
ENSG00000132405	TBC1D14
ENSG00000031698	SARS
ENSG00000280383	CTA-941F9.10
ENSG00000125633	CCDC93
ENSG00000256315	AP000462.1
ENSG00000101977	MCF2
ENSG00000173818	ENDOV
ENSG00000135778	NTPCR
ENSG00000108100	CCNY
ENSG00000157764	BRAF
ENSG00000185658	BRWD1
ENSG00000212864	RNF208
ENSG00000282917	RP11-121C2.3
ENSG00000254951	RP11-494M8.4
ENSG00000107959	PITRM1
ENSG00000134644	PUM1
ENSG00000101150	TPD52L2
ENSG00000112578	BYSL
ENSG00000203778	FAM229B
ENSG00000227470	AC073415.2
ENSG00000155304	HSPA13
ENSG00000185088	RPS27L
ENSG00000133401	PDZD2
ENSG00000083814	ZNF671
ENSG00000163684	RPP14
ENSG00000137364	TPMT
ENSG00000158008	EXTL1
ENSG00000025708	TYMP
ENSG00000128185	DGCR6L
ENSG00000239789	MRPS17
ENSG00000140497	SCAMP2
ENSG00000178802	MPI
ENSG00000149177	PTPRJ
ENSG00000095777	MYO3A
ENSG00000231933	CTA-125H2.2
ENSG00000143162	CREG1
ENSG00000177556	ATOX1
ENSG00000120868	APAF1
ENSG00000240207	RP11-379F4.4
ENSG00000249631	RP11-281P23.2
ENSG00000001617	SEMA3F
ENSG00000245317	CTC-241N9.1
ENSG00000104331	IMPAD1
ENSG00000213231	TCL1B
ENSG00000128285	MCHR1
ENSG00000213995	NAXD
ENSG00000133678	TMEM254
ENSG00000276075	CTD-2012K14.8
ENSG00000163251	FZD5
ENSG00000153048	CARHSP1
ENSG00000250240	CTD-2154I11.2
ENSG00000224586	GPX5
ENSG00000163644	PPM1K
ENSG00000130177	CDC16
ENSG00000110047	EHD1
ENSG00000117419	ERI3
ENSG00000242715	CCDC169
ENSG00000112651	MRPL2
ENSG00000100034	PPM1F
ENSG00000149743	TRPT1
ENSG00000196431	CRYBA4
ENSG00000162148	PPP1R32
ENSG00000023902	PLEKHO1
ENSG00000183935	HTR7P1
ENSG00000116786	PLEKHM2
ENSG00000188785	ZNF548
ENSG00000166689	PLEKHA7
ENSG00000180611	MB21D2
ENSG00000155115	GTF3C6
ENSG00000242104	RP11-340E6.1
ENSG00000131650	KREMEN2
ENSG00000107282	APBA1
ENSG00000144681	STAC
ENSG00000036054	TBC1D23
ENSG00000064652	SNX24
ENSG00000245532	NEAT1
ENSG00000010379	SLC6A13
ENSG00000134255	CEPT1
ENSG00000153310	FAM49B
ENSG00000267651	RP11-95O2.1
ENSG00000278893	RP11-229O3.1
ENSG00000229914	RP11-404O13.4
ENSG00000198231	DDX42
ENSG00000270019	RP11-141B14.1
ENSG00000164237	CMBL
ENSG00000135899	SP110
ENSG00000137076	TLN1
ENSG00000080819	CPOX
ENSG00000070476	ZXDC
ENSG00000178502	KLHL11
ENSG00000048544	MRPS10
ENSG00000149792	MRPL49
ENSG00000123095	BHLHE41
ENSG00000160746	ANO10
ENSG00000143376	SNX27
ENSG00000163171	CDC42EP3
ENSG00000175894	TSPEAR
ENSG00000183665	TRMT12
ENSG00000235949	AC061961.2
ENSG00000106336	FBXO24
ENSG00000272505	RP11-981G7.6
ENSG00000148655	C10orf11
ENSG00000251664	PCDHA12
ENSG00000138660	AP1AR
ENSG00000104808	DHDH
ENSG00000089847	ANKRD24
ENSG00000270433	RP11-124D2.7
ENSG00000156381	ANKRD9
ENSG00000267414	RP11-456K23.1
ENSG00000100351	GRAP2
ENSG00000157538	DSCR3
ENSG00000178665	ZNF713
ENSG00000062716	VMP1
ENSG00000104687	GSR
ENSG00000209482	SNORD83A
ENSG00000130856	ZNF236
ENSG00000136158	SPRY2
ENSG00000229962	AP000221.1
ENSG00000160471	COX6B2
ENSG00000224914	LINC00863
ENSG00000228886	RP11-290D2.3
ENSG00000273576	RP11-390P24.1
ENSG00000279668	CTC-304I17.6
ENSG00000104969	SGTA
ENSG00000275532	CTB-58E17.3
ENSG00000130723	PRRC2B
ENSG00000006194	ZNF263
ENSG00000178852	EFCAB13
ENSG00000065268	WDR18
ENSG00000182208	MOB2
ENSG00000110080	ST3GAL4
ENSG00000091428	RAPGEF4
ENSG00000161992	PRR35
ENSG00000078596	ITM2A
ENSG00000165238	WNK2
ENSG00000236094	LINC00545
ENSG00000214856	KRT16P1
ENSG00000261008	LINC01572
ENSG00000272602	ZNF595
ENSG00000102921	N4BP1
ENSG00000163362	C1orf106
ENSG00000251533	LINC00605
ENSG00000019995	ZRANB1
ENSG00000281490	CICP14
ENSG00000165030	NFIL3
ENSG00000235314	LINC00957
ENSG00000187778	MCRS1
ENSG00000135446	CDK4
ENSG00000071859	FAM50A
ENSG00000090372	STRN4
ENSG00000274370	AC144831.3
ENSG00000167754	KLK5
ENSG00000271860	RP11-436D23.1
ENSG00000134548	SPX
ENSG00000235215	RP11-145M4.2
ENSG00000175283	DOLK
ENSG00000258472	RP11-192H23.4
ENSG00000124733	MEA1
ENSG00000072958	AP1M1
ENSG00000125510	OPRL1
ENSG00000121680	PEX16
ENSG00000121957	GPSM2
ENSG00000132846	ZBED3
ENSG00000186814	ZSCAN30
ENSG00000140527	WDR93
ENSG00000111181	SLC6A12
ENSG00000231992	RP11-57H12.2
ENSG00000241343	RPL36A
ENSG00000057704	TMCC3
ENSG00000131351	HAUS8
ENSG00000156973	PDE6D
ENSG00000136010	ALDH1L2
ENSG00000120253	NUP43
ENSG00000088451	TGDS
ENSG00000250508	RP11-757G1.6
ENSG00000088205	DDX18
ENSG00000104998	IL27RA
ENSG00000170745	KCNS3
ENSG00000248746	ACTN3
ENSG00000157870	FAM213B
ENSG00000187257	RSBN1L
ENSG00000198358	RP11-544M22.1
ENSG00000104691	UBXN8
ENSG00000204524	ZNF805
ENSG00000270049	RP11-297D21.4
ENSG00000096092	TMEM14A
ENSG00000069329	VPS35
ENSG00000133703	KRAS
ENSG00000143368	SF3B4
ENSG00000170638	TRABD
ENSG00000165272	AQP3
ENSG00000213976	CTD-2561J22.2
ENSG00000110330	BIRC2
ENSG00000164089	ETNPPL
ENSG00000173868	PHOSPHO1
ENSG00000263146	RP11-849I19.1
ENSG00000198492	YTHDF2
ENSG00000135972	MRPS9
ENSG00000170473	PYM1
ENSG00000176946	THAP4
ENSG00000183576	SETD3
ENSG00000169118	CSNK1G1
ENSG00000103111	MON1B
ENSG00000162913	C1orf145
ENSG00000032219	ARID4A
ENSG00000069667	RORA
ENSG00000277972	CISD3
ENSG00000080224	EPHA6
ENSG00000137877	SPTBN5
ENSG00000237838	AC133680.1
ENSG00000167178	ISLR2
ENSG00000141378	PTRH2
ENSG00000107614	TRDMT1
ENSG00000103227	LMF1
ENSG00000135722	FBXL8
ENSG00000227279	AC015933.2
ENSG00000117069	ST6GALNAC5
ENSG00000223784	RP11-554I8.2
ENSG00000092208	GEMIN2
ENSG00000170445	HARS
ENSG00000241532	AGGF1P3
ENSG00000249274	PDLIM1P4
ENSG00000004142	POLDIP2
ENSG00000106688	SLC1A1
ENSG00000263648	RP11-471L13.3
ENSG00000260776	RP11-114H24.2
ENSG00000275111	ZNF2
ENSG00000167797	CDK2AP2
ENSG00000087088	BAX
ENSG00000142632	ARHGEF19
ENSG00000111344	RASAL1
ENSG00000215784	FAM72D
ENSG00000224940	PRRT4
ENSG00000270524	QTRT1P1
ENSG00000061936	SFSWAP
ENSG00000229097	CALM2P2
ENSG00000142546	NOSIP
ENSG00000078177	N4BP2
ENSG00000153029	MR1
ENSG00000174004	NRROS
ENSG00000229271	AC091493.2
ENSG00000259673	IQCH-AS1
ENSG00000161405	IKZF3
ENSG00000172935	MRGPRF
ENSG00000197153	HIST1H3J
ENSG00000165121	RP11-213G2.3
ENSG00000080371	RAB21
ENSG00000154447	SH3RF1
ENSG00000249112	RP11-43D2.2
ENSG00000154639	CXADR
ENSG00000260231	JHDM1D-AS1
ENSG00000135740	SLC9A5
ENSG00000186231	KLHL32
ENSG00000094916	CBX5
ENSG00000163686	ABHD6
ENSG00000248491	RP11-125O18.1
ENSG00000236810	TCEB3-AS1
ENSG00000236372	RP5-865N13.1
ENSG00000181192	DHTKD1
ENSG00000074706	IPCEF1
ENSG00000168685	IL7R
ENSG00000104312	RIPK2
ENSG00000144668	ITGA9
ENSG00000234614	AL450992.2
ENSG00000114698	PLSCR4
ENSG00000274993	RP11-395B7.2
ENSG00000256552	RP11-113C12.4
ENSG00000113971	NPHP3
ENSG00000273218	LLNLR-246C6.1
ENSG00000130382	MLLT1
ENSG00000078237	TIGAR
ENSG00000249267	LINC00939
ENSG00000159363	ATP13A2
ENSG00000126249	PDCD2L
ENSG00000182446	NPLOC4
ENSG00000141543	EIF4A3
ENSG00000112232	KHDRBS2
ENSG00000196923	PDLIM7
ENSG00000204390	HSPA1L
ENSG00000184986	TMEM121
ENSG00000256713	PGA5
ENSG00000118418	HMGN3
ENSG00000231781	AC079896.1
ENSG00000099715	PCDH11Y
ENSG00000205336	ADGRG1
ENSG00000222046	DCDC2B
ENSG00000189227	C15orf61
ENSG00000215068	AC025171.1
ENSG00000144867	SRPRB
ENSG00000241769	LINC00893
ENSG00000099817	POLR2E
ENSG00000103742	IGDCC4
ENSG00000118432	CNR1
ENSG00000182310	SPACA6
ENSG00000163617	CCDC191
ENSG00000131044	TTLL9
ENSG00000230333	AC004538.3
ENSG00000174444	RPL4
ENSG00000120837	NFYB
ENSG00000143157	POGK
ENSG00000251417	RP11-1348G14.4
ENSG00000151348	EXT2
ENSG00000112984	KIF20A
ENSG00000125351	UPF3B
ENSG00000169567	HINT1
ENSG00000101624	CEP76
ENSG00000167778	SPRYD3
ENSG00000092820	EZR
ENSG00000184867	ARMCX2
ENSG00000048828	FAM120A
ENSG00000224578	HNRNPA1P48
ENSG00000116678	LEPR
ENSG00000105726	ATP13A1
ENSG00000112033	PPARD
ENSG00000102239	BRS3
ENSG00000112394	SLC16A10
ENSG00000203685	STUM
ENSG00000184384	MAML2
ENSG00000160223	ICOSLG
ENSG00000135622	SEMA4F
ENSG00000171303	KCNK3
ENSG00000120333	MRPS14
ENSG00000148798	INA
ENSG00000168958	MFF
ENSG00000258056	RP11-644F5.11
ENSG00000061987	MON2
ENSG00000115520	COQ10B
ENSG00000084234	APLP2
ENSG00000267002	RP11-242D8.1
ENSG00000179031	LL0XNC01-131B10.2
ENSG00000101079	NDRG3
ENSG00000154832	CXXC1
ENSG00000188613	NANOS1
ENSG00000162461	SLC25A34
ENSG00000087263	OGFOD1
ENSG00000121903	ZSCAN20
ENSG00000233056	ERVH48-1
ENSG00000143155	TIPRL
ENSG00000156795	WDYHV1
ENSG00000075618	FSCN1
ENSG00000170889	RPS9
ENSG00000214176	PLEKHM1P1
ENSG00000231154	MORF4L2-AS1
ENSG00000269956	MKNK1-AS1
ENSG00000163053	SLC16A14
ENSG00000197085	NPSR1-AS1
ENSG00000214252	AZGP1P2
ENSG00000153147	SMARCA5
ENSG00000065243	PKN2
ENSG00000158691	ZSCAN12
ENSG00000168781	PPIP5K1
ENSG00000187653	TMSB4XP8
ENSG00000077232	DNAJC10
ENSG00000152661	GJA1
ENSG00000196268	ZNF493
ENSG00000177453	NIM1K
ENSG00000275910	RP11-680G24.6
ENSG00000069702	TGFBR3
ENSG00000257467	RP11-121G22.3
ENSG00000241316	SUCLG2-AS1
ENSG00000135638	EMX1
ENSG00000262801	U91319.1
ENSG00000237424	FOXD2-AS1
ENSG00000139718	SETD1B
ENSG00000248008	NRAV
ENSG00000105397	TYK2
ENSG00000102174	PHEX
ENSG00000237036	ZEB1-AS1
ENSG00000164050	PLXNB1
ENSG00000121851	POLR3GL
ENSG00000126903	SLC10A3
ENSG00000239779	WBP1
ENSG00000122674	CCZ1
ENSG00000134533	RERG
ENSG00000008323	PLEKHG6
ENSG00000134627	PIWIL4
ENSG00000101489	CELF4
ENSG00000165886	UBTD1
ENSG00000171161	ZNF672
ENSG00000114019	AMOTL2
ENSG00000196581	AJAP1
ENSG00000104142	VPS18
ENSG00000234062	RP11-308D16.2
ENSG00000008517	IL32
ENSG00000273489	RP11-180C16.1
ENSG00000176658	MYO1D
ENSG00000170312	CDK1
ENSG00000132434	LANCL2
ENSG00000153902	LGI4
