gene	zscore	p_value_neg
IRX6	-0.116458953	0.681247177
SPSB3	-0.116505916	0.719079609
NEURL3	-0.116575642	0.789096975
LYRM4	-0.116613234	0.82166113
NAALADL1	-0.11662719	0.621861552
HDHD2	-0.116633908	0.857315585
C12orf77	-0.116701994	0.663407104
C1orf177	-0.116718325	0.865225882
TNXB	-0.116734078	0.872883021
MORN5	-0.116762741	0.606749894
TREM2	-0.116788208	0.743765486
IL11RA	-0.116813821	0.804082604
FABP2	-0.116871186	0.590753741
CSPP1	-0.116876377	0.518213323
BECN2	-0.116981623	0.789801494
PLEKHG3	-0.116993982	0.319693633
PRSS8	-0.116999424	0.713501816
CENPI	-0.117025747	0.882009667
LSMEM1	-0.117036424	0.74732002
ZNF317	-0.117083122	0.663686066
CRY2	-0.117207594	0.818263076
PALLD	-0.117250449	0.67633208
DDTL	-0.117258552	0.714015192
KLF17	-0.117329529	0.727361687
ABCA12	-0.117460272	0.770652188
COPZ2	-0.11752597	0.836671112
VGF	-0.117527387	0.539761337
TEX22	-0.117539973	0.829557609
CLEC2A	-0.117572473	0.474334991
OR3A2	-0.117573712	0.843156868
KCNT1	-0.117611797	0.928314131
ENO3	-0.117695824	0.828787105
OXNAD1	-0.117704497	0.896714764
ABCD1	-0.117744035	0.926696775
SDCBP	-0.117797789	0.697425367
OR56B4	-0.117816513	0.797902421
REXO1	-0.117869083	0.768667182
IP6K3	-0.117905161	0.755225259
PLA2G4E	-0.117994127	0.547810925
NHLRC3	-0.118021463	0.807584538
PRKX	-0.118053721	0.885121655
LDLRAD4	-0.118135055	0.903271772
PI16	-0.118236924	0.816358937
CXADR	-0.118335988	0.774781999
MAP3K1	-0.118352362	0.697672548
C6orf25	-0.118382184	0.885648969
IGFN1	-0.118396208	0.871482126
FSTL3	-0.118465264	0.823990645
EML4	-0.118484086	0.736211037
CD69	-0.118504242	0.384619307
CHTF8	-0.118510381	0.569304044
CERCAM	-0.118558858	0.88461233
SAMD5	-0.118717476	0.729105178
ZNF391	-0.118730894	0.669305657
NUP62	-0.118761362	0.794117485
FAM151B	-0.118774117	0.736270152
ZNF705B	-0.118801502	0.92688867
HMGN4	-0.118810216	0.807247279
RUSC1	-0.118873417	0.675091976
SP100	-0.118880883	0.799568926
PPAPDC1B	-0.118932334	0.858000402
SRPK1	-0.118956744	0.910617455
FEV	-0.118956837	0.441056526
UMODL1	-0.119045563	0.957858842
ZNF395	-0.119117111	0.645410348
TMOD3	-0.119140773	0.938143882
NODAL	-0.119251954	0.607375562
IMMP2L	-0.119304307	0.818619605
CEP170	-0.119325308	0.337233438
MSRB1	-0.119325722	0.814880212
BTNL9	-0.119382059	0.715063433
PGBD1	-0.119413817	0.86212903
RBBP4	-0.11941411	0.876342656
TRABD2A	-0.119452008	0.870993032
PRAMEF8	-0.119557588	0.587405537
MYO1C	-0.119621644	0.818751148
VCX	-0.11969747	0.624802839
SALL1	-0.119746149	0.401504377
CYB5R1	-0.119776693	0.732295918
ENTPD5	-0.11982661	0.681688263
GBP2	-0.119849786	0.777330503
DEFB134	-0.119947353	0.849664156
NINJ1	-0.120071779	0.624155184
ELFN2	-0.120123133	0.564381842
HELZ	-0.120138715	0.45122142
NRBP2	-0.120176041	0.83695434
KLK8	-0.120206642	0.302589399
ZNF598	-0.120310908	0.927538117
ZFC3H1	-0.120342033	0.614028688
BRCA1	-0.120384136	0.402804167
FAM73B	-0.120407549	0.854053496
SLAMF1	-0.120447994	0.88251469
NBL1	-0.120473834	0.865696817
SPTAN1	-0.120487083	0.824643579
TRIM6	-0.120508048	0.848401398
CHST2	-0.120591593	0.861173606
IFNG	-0.120615007	0.910261466
NSUN5	-0.120651329	0.633016095
ZNF625	-0.120652816	0.668659658
CENPP	-0.120672679	0.848223096
SMYD5	-0.120694334	0.685530256
MORC2	-0.120695611	0.925838108
TMC7	-0.120771468	0.674373558
G3BP1	-0.120817228	0.368149057
C10orf128	-0.120834417	0.64736327
C6orf99	-0.120980429	0.474160569
GPR135	-0.120984259	0.443327102
MELK	-0.121005362	0.800697373
SCIN	-0.121022651	0.718643506
CGRRF1	-0.121053786	0.815134704
SLC22A15	-0.121058244	0.701968901
FZD7	-0.121224833	0.462997412
MSH4	-0.12127054	0.765601653
ST6GAL1	-0.121398709	0.860111875
C9orf172	-0.121533414	0.858111162
SCNN1B	-0.121615973	0.776502451
CHST4	-0.121666058	0.747693606
CFAP57	-0.121674812	0.60230059
DOK6	-0.121696082	0.903891016
FAM73A	-0.121810717	0.398416136
HMX2	-0.121910755	0.852124821
LRFN1	-0.12194239	0.740595364
SKAP2	-0.122017679	0.890959074
ODF1	-0.1220343	0.702751401
TPPP2	-0.122063986	0.765071764
GRK5	-0.122069582	0.877230171
BRCA2	-0.122097354	0.816468628
RTN4RL2	-0.122247471	0.635665146
BTD	-0.122277078	0.854495801
HSF5	-0.122353949	0.536322016
APOB	-0.122383252	0.820138961
FAM21C	-0.122412718	0.678438161
SOX21	-0.122608917	0.667806071
KCND2	-0.122618293	0.803011669
LCE1E	-0.122676507	0.879824247
ZNF641	-0.122696047	0.894667561
SUV39H2	-0.12272787	0.797885728
SAA2-SAA4	-0.122812647	0.88883653
RANBP1	-0.122925966	0.815241801
PRAMEF15	-0.122949658	0.967706197
C8orf37	-0.122949894	0.464718346
MRPL43	-0.122997815	0.654613928
OR2A1	-0.123020081	0.683066087
SDCCAG8	-0.123023397	0.766193284
WDYHV1	-0.123067802	0.59338822
SMARCA2	-0.123093729	0.703075481
IFT88	-0.123161981	0.84626381
HOXC10	-0.123213838	0.795643263
LETMD1	-0.123234808	0.733435202
EIF2AK2	-0.123447701	0.775421251
ABCB9	-0.123464141	0.852625881
RAB26	-0.123491168	0.451166492
SBK2	-0.123504013	0.829756535
MMP16	-0.123527996	0.491885052
ADAMTS10	-0.123542218	0.62567279
RCVRN	-0.123546263	0.672707486
RASSF9	-0.12355574	0.780464782
NPTX2	-0.123564688	0.93036107
MTHFD2L	-0.123602145	0.822061217
OR8B4	-0.123682087	0.618285412
CADM3	-0.123685072	0.908519408
TMEM74	-0.123750021	0.859551471
FRAT2	-0.123752546	0.666092528
P2RX3	-0.123786865	0.152202022
SH3GLB2	-0.123852982	0.669763414
CHRD	-0.123890542	0.740620483
FBXO41	-0.123895186	0.890086792
MVB12A	-0.123908422	0.835475436
TMEM184A	-0.123920885	0.872349809
MAP3K8	-0.124038229	0.734133286
ANO3	-0.124046892	0.26181945
TMEM170B	-0.124131294	0.908404682
FCRL3	-0.124143975	0.878542433
USP53	-0.124164736	0.781742449
DEGS1	-0.124183737	0.851516494
NEUROD4	-0.124250696	0.300217874
KRTAP25-1	-0.124368684	0.585493916
MYZAP	-0.124391547	0.888979897
ANKFN1	-0.124460803	0.928043473
KBTBD13	-0.12446631	0.801531917
TBC1D4	-0.124529525	0.844763152
ANXA13	-0.12454169	0.917737026
GCSAML	-0.124546761	0.912031306
RUFY4	-0.12457226	0.763747389
IGF2BP1	-0.12458924	0.926016516
GDF11	-0.124637182	0.637770806
COL2A1	-0.1246392	0.763712993
ADGRF3	-0.124686944	0.794655874
ERICH1	-0.124702442	0.891926307
FAM174B	-0.124714135	0.667860284
OR52N2	-0.124715725	0.67186755
RREB1	-0.124746828	0.492550279
DNAL1	-0.124773611	0.882859158
HCRTR1	-0.124837193	0.481992274
RUNX3	-0.124844161	0.75168517
DDX59	-0.124855561	0.749447681
OR2AE1	-0.124862601	0.96100667
TCP1	-0.124869706	0.889196133
AUNIP	-0.124893194	0.637985388
UGT3A2	-0.124900465	0.217594048
FARP2	-0.124933734	0.851470991
ZNF17	-0.124963806	0.773779424
TXLNA	-0.125040756	0.319983378
SORD	-0.125047981	0.820401251
ABCD3	-0.125058263	0.45654759
MEIKIN	-0.125118703	0.878754164
TAS2R50	-0.125129115	0.697837035
CTNNA1	-0.125167354	0.569104768
LIF	-0.125305778	0.827915621
CLEC6A	-0.12531317	0.71629683
ZNF705D	-0.125430071	0.960061666
MRS2	-0.125534458	0.759817219
GTF3C6	-0.125556104	0.745514287
USP50	-0.125577733	0.77802186
KIAA1109	-0.12559463	0.763506358
AQP8	-0.125614679	0.802145706
DDT	-0.125638157	0.789613195
STRBP	-0.12572198	0.80658927
PKD2L1	-0.125730934	0.710302516
LIMD2	-0.125732219	0.86117942
TRIM42	-0.125744096	0.683125227
TRIM54	-0.125759887	0.778729225
BBOX1	-0.125792349	0.715118906
CTTN	-0.125799962	0.916991613
CRACR2B	-0.125834376	0.729616777
KANK3	-0.125874531	0.779698501
ZFP91	-0.125935296	0.754279901
NDST2	-0.125974318	0.71289985
TEX13A	-0.125991647	0.928588091
VHL	-0.126218046	0.927424351
CSTF2T	-0.126336675	0.799020021
IDI2	-0.126338536	0.527356343
NPBWR2	-0.126362439	0.803419321
AP1M2	-0.126394457	0.660152083
BHLHE41	-0.1264693	0.907673191
CYP2F1	-0.126662474	0.864367161
RASSF3	-0.12680586	0.71319373
ZBTB32	-0.126881498	0.946916537
CYB5A	-0.126915689	0.859307628
TNNT1	-0.126939415	0.817975366
ZFR	-0.126985765	0.896054189
LYVE1	-0.127121705	0.799615034
MYO3B	-0.127123266	0.591029167
SNX6	-0.12718053	0.469184946
PKP3	-0.127187038	0.867208378
GBP5	-0.12719884	0.835053048
SLC19A1	-0.127201133	0.793098835
ZNF524	-0.127202117	0.579863379
C11orf71	-0.12736546	0.939200297
OR51A7	-0.127388576	0.771634792
LTF	-0.12740508	0.869558555
PCNXL3	-0.127452064	0.743351946
ZNF630	-0.127481036	0.913013596
SLITRK5	-0.127552658	0.79223696
SKIL	-0.127589035	0.781913738
EGR2	-0.127820401	0.756534757
KRT16	-0.127831226	0.824797161
SPAG11A	-0.127932508	0.923673565
SLC8A1	-0.127940639	0.873160622
CNBD1	-0.128082979	0.897462627
TRMT5	-0.128105276	0.526310682
JMJD7	-0.128129043	0.766989229
ITFG1	-0.128216098	0.481568995
FOXE3	-0.128230055	0.878913515
ITGB4	-0.128298558	0.728064524
OR5T2	-0.128357078	0.861903455
CCDC87	-0.128462685	0.572182583
KLF8	-0.128476756	0.769631414
GFAP	-0.128559096	0.926837251
CPM	-0.128570705	0.878041816
ZCCHC9	-0.12862566	0.600321101
FAM172A	-0.128718841	0.813893499
ARHGAP36	-0.128751516	0.701015618
SLC38A11	-0.128824237	0.503794173
KLK15	-0.128850255	0.812769626
DYNLRB2	-0.128858228	0.770814055
CHRNE	-0.128861384	0.796900029
PCDHGA5	-0.128928614	0.415770143
FAM160B2	-0.128939997	0.469717645
SUMF2	-0.128998513	0.624437165
PPP2R3B	-0.129042249	0.497471044
WNT2	-0.129052156	0.861864217
OARD1	-0.129071026	0.945231722
TMEM47	-0.129091768	0.886664081
XKR9	-0.129150953	0.861739847
SLC4A11	-0.129178771	0.783653555
QPCT	-0.129204391	0.790764412
C11orf94	-0.129234679	0.74638954
SLC7A10	-0.129254674	0.838356097
PARP2	-0.129255261	0.831390689
SLC5A1	-0.129319396	0.643361198
PNMA5	-0.129345754	0.813435369
HS3ST3B1	-0.129349109	0.700876594
RAMP1	-0.129419473	0.877393525
AGPAT9	-0.129435922	0.609600422
NUDT18	-0.129500571	0.917878489
SELO	-0.129520413	0.83202581
SYAP1	-0.129533365	0.823193364
C9orf47	-0.129572825	0.721264137
C6orf48	-0.129655979	0.671311451
HHEX	-0.129714704	0.915002464
NCOA7	-0.129729921	0.775458563
CAPZA1	-0.12975238	0.552100646
SLC25A10	-0.129966256	0.930658243
ZBED6CL	-0.129966268	0.505186971
HSPB3	-0.130018893	0.827856113
KRT2	-0.130066279	0.718696615
PRUNE2	-0.130066421	0.774262805
FOLR2	-0.130085383	0.897385398
MPC2	-0.130119428	0.784769481
RGPD4	-0.130166474	0.912074963
CCDC175	-0.13019097	0.639618291
MIER2	-0.130277725	0.848190098
LIN37	-0.130466612	0.707697473
RILPL2	-0.13047723	0.888483462
C1QTNF5	-0.130508632	0.637651846
ZNF440	-0.130515521	0.904052154
PLCB4	-0.130559583	0.753404545
CHP2	-0.130587977	0.389880881
CNTF	-0.130589936	0.785698099
ANKRD20A2	-0.130669093	0.437536448
CDKN1B	-0.130747397	0.782343911
PKN3	-0.130826108	0.920128445
LSM8	-0.130842075	0.933388736
ECM2	-0.1308586	0.237066533
OR5C1	-0.13087475	0.741932408
DERL1	-0.131016497	0.313053616
ZNF177	-0.131103454	0.802738475
RCCD1	-0.131115982	0.862793241
CLDN4	-0.13118496	0.811291059
ARHGAP20	-0.131205562	0.770213158
POU6F1	-0.131252785	0.758279831
ANKRD63	-0.131281364	0.736961615
TM6SF1	-0.13138909	0.825696482
KBTBD11	-0.131467445	0.825697981
CLIP1	-0.131549292	0.759183387
AGTR1	-0.131558118	0.836446166
OR6Q1	-0.131626243	0.299703771
RWDD3	-0.131656761	0.650959327
ATP2C2	-0.131670629	0.627505849
RPEL1	-0.131695296	0.714775008
SLC4A3	-0.131696444	0.572138527
ABCD2	-0.131723786	0.864653923
ZNF548	-0.131772578	0.886794328
PMPCB	-0.131780873	0.632426923
HLA-DMA	-0.131834091	0.656041723
DCAF5	-0.131856056	0.778751853
GAD1	-0.131897092	0.45236617
ZSCAN23	-0.131997945	0.770453506
FZD9	-0.131999537	0.56860625
ITGB1	-0.132057805	0.830906529
CRB1	-0.132070776	0.749712197
ISLR2	-0.132148064	0.617373372
PAPD5	-0.132184773	0.612248467
PTPRM	-0.132210758	0.921897165
KCNJ3	-0.13226088	0.646564678
ARHGEF25	-0.132279761	0.752244631
ZNF2	-0.132280467	0.71381593
ZBTB21	-0.13237597	0.634859143
OTX1	-0.132380661	0.581149882
UQCR10	-0.132667448	0.806737937
IL32	-0.132678065	0.886696178
KCTD19	-0.132691743	0.497245876
LUZP6	-0.132704656	0.964188041
CROCC	-0.132750055	0.792672054
EGFLAM	-0.132822446	0.601267301
COMMD3-BMI1	-0.13297505	0.791753986
CCDC64B	-0.133020527	0.841453773
PDZRN4	-0.133188494	0.843311234
VAMP8	-0.133269238	0.186124367
SLC25A17	-0.133295847	0.931862827
RAB6B	-0.133316669	0.940884875
LCT	-0.133360232	0.474234143
PER3	-0.133394579	0.815119423
SAMM50	-0.133512538	0.819597996
UBN1	-0.133554233	0.773636417
MFSD6	-0.133630324	0.604669625
SUN3	-0.133659119	0.871990294
ZNF549	-0.133847748	0.590592139
CLDN3	-0.133883745	0.798399362
VIP	-0.133937871	0.851262223
DERL3	-0.13394792	0.695439376
PRKCE	-0.133975701	0.937970615
MAMDC2	-0.134045808	0.741105845
ACTR3C	-0.134169906	0.884272824
FCRLB	-0.13421211	0.324121539
C9orf9	-0.134224617	0.828720928
BCAP31	-0.134226614	0.935089398
DDIT4L	-0.134238488	0.795279779
GCDH	-0.134248068	0.675632919
NPRL2	-0.134258793	0.826758872
SLC41A3	-0.134268577	0.767266943
PCDHA11	-0.134319215	0.799412593
KLLN	-0.134343426	0.740360198
ARHGAP8	-0.134459848	0.65117164
GTF2H5	-0.134474915	0.659188908
SLC38A10	-0.134565629	0.748939988
PMM1	-0.134586289	0.626056746
RXFP2	-0.1346501	0.518378442
CSNK1A1L	-0.134753487	0.687452486
NIPBL	-0.13479715	0.87072663
PPP1R9B	-0.134811515	0.880297263
ART1	-0.134829841	0.621991049
TRIM31	-0.134849342	0.786540523
MCTP2	-0.13486112	0.806518219
PRRC1	-0.134954533	0.745268554
TM6SF2	-0.135054756	0.830538624
UNK	-0.135117471	0.889754674
PYCR1	-0.135121172	0.743183207
IRF2BPL	-0.135169146	0.676080476
LMLN	-0.135183424	0.770584799
FBXL22	-0.135214686	0.674594526
CDC14B	-0.135269277	0.780463732
SAMD7	-0.135271128	0.822105329
GNB1L	-0.135355556	0.967317071
NKX2-6	-0.135358603	0.734292908
SHMT2	-0.135404194	0.895880934
PCIF1	-0.135411599	0.828729253
INVS	-0.13541642	0.949781799
PTGES3	-0.135468631	0.88544275
C5orf22	-0.135556217	0.69381654
OR6B2	-0.135651179	0.90305495
TDO2	-0.135655615	0.894434007
COL4A3BP	-0.13565931	0.508601517
CMBL	-0.135664734	0.912180069
MAP3K9	-0.135699574	0.802430432
HIST1H3A	-0.135721541	0.792747835
TP53I13	-0.135734848	0.827146131
FOXO4	-0.135823999	0.88264355
PTH2	-0.135868619	0.950023896
DHRS7	-0.135889466	0.808081687
SYN2	-0.135961381	0.697569694
PRDM1	-0.135980529	0.923093116
HLA-DQB1	-0.136039871	0.90685854
EBPL	-0.136103058	0.884184708
SPATA4	-0.136161632	0.807912756
PTPN18	-0.136168245	0.792656616
COL6A6	-0.136358612	0.860344704
UGT2B11	-0.136379877	0.934443442
PET100	-0.136494888	0.662247699
LRRC3B	-0.136595073	0.771066844
TRMT61A	-0.136643605	0.730823786
PA2G4	-0.136727111	0.786850319
SLC14A1	-0.136794521	0.828543126
PPAP2B	-0.136835479	0.755600873
UCHL1	-0.136848706	0.911600339
MST1	-0.137052726	0.863049312
SETD1A	-0.137062006	0.738704338
CSN2	-0.137066749	0.519761315
ALAS2	-0.137124228	0.770390102
TRAF5	-0.137183898	0.463927893
GAST	-0.137187258	0.845484555
PRKAA2	-0.137196005	0.42079166
POC5	-0.137197509	0.881103096
HAGH	-0.137199288	0.583049496
CCL23	-0.137203037	0.851396036
TRIM22	-0.137208755	0.488713227
LRRC24	-0.137235446	0.702906159
DFFA	-0.13736211	0.679522277
FABP1	-0.137413237	0.337995255
TMEM17	-0.137454241	0.600870744
RAB11FIP1	-0.137494235	0.889278159
WISP1	-0.137540704	0.876052736
NR2E1	-0.137649391	0.729368149
GPR108	-0.137694434	0.855065836
HSPA1L	-0.137712359	0.892221313
IMPAD1	-0.137726702	0.827968578
KCNS2	-0.137746735	0.911781415
LAMB4	-0.137746849	0.800129613
SMAP2	-0.137749808	0.328233365
GCM2	-0.137784002	0.861784614
LSM12	-0.137795469	0.908680403
MAST1	-0.137973763	0.850309641
OR52B2	-0.13798612	0.724707735
TMEM139	-0.138003301	0.858951091
APOBEC3C	-0.138121095	0.583210581
PHYHIPL	-0.138183563	0.860970608
SMUG1	-0.138242044	0.536611519
DEAF1	-0.138287666	0.855257559
CBR3	-0.138287822	0.773727419
DPPA4	-0.138351795	0.773534295
NOMO2	-0.138466064	0.842934284
IL22RA1	-0.138535161	0.974790467
FOLR1	-0.138561911	0.504594559
SERPINA4	-0.138596891	0.790677759
SYNPR	-0.138632022	0.444378885
C4orf22	-0.138713782	0.526206621
C16orf91	-0.138758262	0.762864766
LDOC1	-0.138885686	0.845833315
SLC2A12	-0.138891322	0.867664027
KIF20B	-0.138898286	0.786823512
ANO6	-0.138921856	0.908131221
C1orf168	-0.139000209	0.814508658
TNFSF13B	-0.139056361	0.70479921
OBSCN	-0.139065948	0.678764288
SNRPG	-0.139128282	0.67105574
MED31	-0.13922064	0.798594279
SLC22A24	-0.139320209	0.841212634
EDNRB	-0.139440951	0.754909148
DEFB124	-0.139452673	0.684582901
P2RY6	-0.139540323	0.392197206
CERS1	-0.139581682	0.741147403
DCLRE1A	-0.139599127	0.682777669
KIAA0319L	-0.13960091	0.392387845
SERTAD4	-0.139614508	0.752227524
ZMYND11	-0.139673545	0.906162724
GIF	-0.139764314	0.89635156
CAPNS2	-0.13976559	0.645709789
SMARCA5	-0.139772369	0.731661207
MX1	-0.139883312	0.805510497
ANO8	-0.140044128	0.852804654
ISL1	-0.140044269	0.724365922
TAF9	-0.140044573	0.792811799
NARFL	-0.1402416	0.84370559
PRDM2	-0.140314916	0.73348448
KCNAB2	-0.140383112	0.54827155
ATP6AP1L	-0.140514667	0.6956308
FBXO44	-0.140535603	0.631211573
DKC1	-0.140536086	0.932020139
TSPAN16	-0.140540826	0.428108647
KRTAP19-5	-0.140552603	0.728213824
HSD17B8	-0.14058821	0.869273467
HGH1	-0.140607673	0.740976118
ANXA6	-0.140718807	0.953186907
RAP1GAP2	-0.140725325	0.670592892
AREL1	-0.140741242	0.776005915
DUSP12	-0.140851488	0.628287352
MMACHC	-0.140910345	0.821354833
WFDC2	-0.14096054	0.797470344
MYO5A	-0.141009466	0.603811056
GJC3	-0.141026301	0.740378467
IP6K1	-0.141062302	0.776122488
MS4A6E	-0.141088417	0.830458505
SLC12A7	-0.141152733	0.67547871
THAP7	-0.14121316	0.89835702
PNLIPRP2	-0.14121931	0.820775848
CDC40	-0.141227763	0.870537181
SCAMP1	-0.141282177	0.85944823
C2orf70	-0.141396592	0.593121407
DGKH	-0.141464388	0.692686894
LSR	-0.141604555	0.783232156
DNAJB3	-0.141622097	0.815540859
DHDH	-0.14181612	0.808305003
PRDX5	-0.141867648	0.740218979
ANXA4	-0.14198838	0.836967682
PSMD3	-0.141998406	0.744487371
OR4C11	-0.142027297	0.897026625
C17orf77	-0.142038039	0.556068009
SOX9	-0.142100838	0.768019005
CXorf49	-0.142138791	0.453825605
TMEM167A	-0.142317338	0.646815714
SENP3	-0.142383702	0.756829019
TARBP2	-0.14258107	0.876754182
HBP1	-0.142668761	0.708030145
MAGEA2	-0.142681133	0.874066134
GALK2	-0.142812529	0.936862813
ZNF80	-0.142818518	0.918979417
ADAM2	-0.142872685	0.81293791
NTRK1	-0.142884396	0.77423472
RBMXL3	-0.142953927	0.867459452
PMF1	-0.143161022	0.604240011
TMEM219	-0.143175251	0.63245335
TPK1	-0.143235953	0.876372545
TRPV4	-0.143259657	0.86521954
PRMT6	-0.143319119	0.860791428
HNRNPA2B1	-0.143358478	0.78769107
ISOC1	-0.143370183	0.731831047
TOR1AIP2	-0.143420043	0.806895472
PCDH12	-0.143436852	0.820988426
BAIAP2	-0.143482868	0.568788188
TRIM16	-0.143653337	0.725013147
UFC1	-0.143671265	0.903275073
OIT3	-0.143687706	0.785630976
TET1	-0.143704234	0.867563242
FBXO24	-0.143741499	0.532769561
DLL3	-0.143780573	0.865069044
EPB41L3	-0.143794102	0.854614996
VPRBP	-0.143821453	0.53326269
BAAT	-0.14382749	0.642365358
CCDC54	-0.143861436	0.759310057
MORN3	-0.1439088	0.883071325
NOV	-0.143940557	0.847633776
DDX58	-0.144029999	0.890161106
MRPL55	-0.144053867	0.754980346
ABHD11	-0.144088747	0.699771138
ATOH7	-0.144174432	0.80030687
IMPACT	-0.14417599	0.815863781
ME3	-0.144230147	0.896779206
PRSS45	-0.14436182	0.872004137
MTMR14	-0.144376677	0.336901652
HHATL	-0.144449451	0.858027615
ZNF438	-0.144452956	0.972664329
RIMS1	-0.144579275	0.465370021
PKP2	-0.144606709	0.50793226
CTNS	-0.14460953	0.817604986
FHL2	-0.14472338	0.841387923
GHSR	-0.144744781	0.574662853
FAM24A	-0.144755989	0.861418013
NPB	-0.145161833	0.896267694
F11	-0.145166854	0.583867932
TPRG1	-0.145167455	0.945085453
PRSS38	-0.145263972	0.653320499
SLC4A5	-0.145296656	0.731376439
C1orf204	-0.145312138	0.856005377
RRP15	-0.145331658	0.690762412
CDCA8	-0.145352368	0.718834247
CLEC4A	-0.145479634	0.775789218
ADRA2C	-0.145741765	0.527125044
CEP85L	-0.145786752	0.605051062
ZNF140	-0.145819812	0.674319728
CERS2	-0.145841134	0.820420038
PAICS	-0.145878866	0.822790615
CCM2	-0.145885339	0.820512225
VARS2	-0.145895282	0.290749755
B2M	-0.145911717	0.753286044
CH25H	-0.145989255	0.860099033
HS3ST2	-0.145993889	0.906928571
TM2D2	-0.146059989	0.846273958
CTH	-0.146073311	0.807541961
GNPAT	-0.146107522	0.594573279
JMJD6	-0.146156309	0.62451789
PPP1R36	-0.146202494	0.918779801
SLC25A35	-0.146205055	0.936782642
CDKL3	-0.146233718	0.72814877
CD177	-0.146252409	0.819567008
DIRC1	-0.146264526	0.855724808
TMPRSS12	-0.146298133	0.916103008
TIFAB	-0.146362437	0.864662879
AGTRAP	-0.146379245	0.572107046
TRABD	-0.14650211	0.902036736
RAD51AP2	-0.146527883	0.695568334
ASB9	-0.146546133	0.758718823
UBE2J2	-0.146566451	0.812004077
KCMF1	-0.146815429	0.801197124
CTDP1	-0.146887365	0.517756022
SART3	-0.146929753	0.336669919
PDK2	-0.146939736	0.8342776
ATAD3A	-0.146941509	0.853413085
DPP4	-0.147214024	0.857683669
PRKAR2A	-0.147296049	0.859836684
TMC4	-0.147297752	0.198033693
CTPS2	-0.147482027	0.9192043
MAPK4	-0.147511731	0.115629357
SMC5	-0.147555531	0.92264551
C12orf43	-0.147660572	0.775721686
TRIM33	-0.147670832	0.709691213
SPIRE1	-0.14769353	0.844341273
TSPYL1	-0.147740873	0.876178257
ZNF572	-0.147743269	0.536960995
OR1L8	-0.147904552	0.925391743
EEF2K	-0.148016608	0.772338613
ACP5	-0.148097856	0.728178352
AVPR2	-0.14822104	0.942948323
USP14	-0.148230676	0.60610623
RD3	-0.148232827	0.664912474
B3GALTL	-0.148277781	0.830793848
AKT1	-0.148417476	0.648772142
NFRKB	-0.148433464	0.853883113
ADGRE2	-0.148466454	0.531668577
MBTD1	-0.148492358	0.83090384
SLC1A4	-0.148603041	0.880095117
ZKSCAN5	-0.148629132	0.808901333
CORO1A	-0.148635461	0.625850711
MOGAT2	-0.148687881	0.880222171
RALB	-0.148726237	0.73834158
MAST4	-0.14874991	0.673795431
IGHMBP2	-0.148784613	0.831277516
CNGB1	-0.148812054	0.78667746
KRTAP8-1	-0.148841959	0.936433851
ISPD	-0.148873719	0.739141009
JAK1	-0.148897118	0.655850657
MEF2BNB-MEF2B	-0.14892391	0.585125698
ERAP2	-0.148951482	0.313903277
RGS7	-0.148968309	0.677449128
SNAI3	-0.149001378	0.795371374
FAM161A	-0.149035071	0.85065994
GPATCH3	-0.149073994	0.865770047
FNBP1	-0.149111925	0.784637656
PSME1	-0.149120943	0.864742121
SDR9C7	-0.149141474	0.564774322
MFSD2A	-0.149198076	0.707653798
FBLN1	-0.149250114	0.283112594
SC5D	-0.149298369	0.862342695
GPR142	-0.149303888	0.887184952
SFTPC	-0.149314243	0.823337495
MFHAS1	-0.149345721	0.736148764
PCMT1	-0.149378347	0.543427345
MRPS35	-0.149422162	0.857315099
TYMP	-0.149440057	0.732597415
ZNF600	-0.14953189	0.564587592
OR6C3	-0.14961039	0.799662476
PTPN9	-0.149610957	0.898010923
C15orf48	-0.149712358	0.802472802
ZMAT1	-0.149762479	0.783117656
DDHD2	-0.149848193	0.829221177
CREBL2	-0.149936074	0.692906307
MAPKAPK5	-0.149950144	0.699518979
SRSF5	-0.150092157	0.902539412
CHRM3	-0.15014697	0.835105229
TRIM36	-0.150314107	0.783599013
TMEM144	-0.150345177	0.816652687
SAC3D1	-0.150440907	0.861700305
SNX31	-0.150516082	0.79353979
TOMM70A	-0.150545081	0.833342847
IL20RA	-0.150548269	0.816222836
SELPLG	-0.150807719	0.920133224
CREB3L3	-0.15082615	0.846308555
SRRM3	-0.150975146	0.877116983
ACOT12	-0.151018162	0.780168013
USP10	-0.151022223	0.72555361
PDPK1	-0.15104322	0.898684466
CLP1	-0.15106136	0.8272556
ZFP3	-0.151132414	0.861677006
NEIL1	-0.151146764	0.768008418
SLC7A14	-0.151187798	0.796682745
DCTN5	-0.15127145	0.516278336
FOSL2	-0.15130833	0.621569319
MAP2K5	-0.151356855	0.839932589
TADA2A	-0.151359978	0.664778977
CEP295	-0.151369953	0.310693074
DIDO1	-0.151410355	0.750854121
RIPPLY2	-0.151434657	0.88693194
TMA7	-0.151481396	0.691146688
USP17L10	-0.151516462	0.80123548
CDC42EP3	-0.151531832	0.819680717
CASP1	-0.151653294	0.692644815
ZNF835	-0.151717167	0.803083715
CTTNBP2	-0.15182223	0.721926152
SGOL2	-0.15183855	0.662467948
TLK2	-0.151843689	0.737376331
STAC2	-0.15187677	0.359586331
CCDC136	-0.151972831	0.895190032
IL1R1	-0.151976644	0.955593382
ZFYVE27	-0.152099269	0.600330077
GLMN	-0.152207483	0.830193918
