Gene	WT_ExpRank	KO1_ExpRank	KO2_ExpRank	WT2_D14_2	KO1_D14_2	KO2_D14_2
SLC51A	16797	9111	8640	0.62910114	4.873778575	5.098925755
SLC51B	19574	6715	5617	0.312618235	8.443387621	9.913265669
SLC52A1	25038	27840	21737	0.05306686	0.022630465	0.188370241
SLC52A2	6053	3588	3589	9.522977611	18.12838017	16.44871315
SLC52A3	24106	21145	21577	0.083603048	0.261452989	0.197842573
SLC5A1	21585	25694	25176	0.186852278	0.079683513	0.026530613
SLC5A10	25441	26632	25108	0.041933314	0.053647627	0.029769949
SLC5A11	22791	12528	11897	0.133247116	1.931998617	2.223026177
SLC5A12	17599	14292	10990	0.515266351	1.189161288	2.840375036
SLC5A2	19186	16667	15729	0.343305437	0.683215228	0.812415727
SLC5A3	5872	3700	3495	9.960999057	17.5306207	16.89542068
SLC5A4	19865	23088	24188	0.290432425	0.16514062	0.06872943
SLC5A5	25923	22100	23968	0.027390309	0.210251695	0.07778141
SLC5A6	6834	3273	3372	7.950574539	19.94751406	17.54703208
SLC5A7	23722	27152	24200	0.096427968	0.041121892	0.068457638
SLC5A8	30751	31872	32036	0	0	0
SLC5A9	19677	6999	5725	0.305226705	7.896647215	9.678876912
SLC6A1	24013	26547	25088	0.086970031	0.055632805	0.030871556
SLC6A11	26058	30030	25068	0.022778349	0	0.032342317
SLC6A12	21606	21571	22793	0.185828796	0.237741141	0.13192646
SLC6A13	15235	15104	19312	0.940534289	0.98044871	0.346224502
SLC6A15	17163	13134	12225	0.572623616	1.627976272	2.032629173
SLC6A16	14620	19467	16739	1.093264133	0.378019937	0.629308396
SLC6A17	24343	22162	17983	0.076022517	0.20748767	0.474945537
SLC6A18	26862	27225	28883	0	0.039445039	0
SLC6A19	25879	19498	22929	0.029325583	0.375178537	0.124915635
SLC6A2	10412	18133	22645	3.462461574	0.501477755	0.139139117
SLC6A20	18297	19226	22487	0.430588422	0.39663056	0.146731204
SLC6A3	23127	29492	24207	0.119883099	0	0.068087414
SLC6A4	17598	11362	12162	0.515289226	2.6620668	2.069507969
SLC6A5	26232	28061	29357	0.013743397	0.011721796	0
SLC6A6	7858	4420	4797	6.341284957	14.37761258	11.9863176
SLC6A7	26290	27167	28856	0	0.04075923	0
SLC6A8	8169	7744	8329	5.888183008	6.724088912	5.457036866
SLC6A9	12511	12292	11547	1.952512797	2.043784224	2.457280363
SLC7A1	9982	5288	5308	3.821875136	11.67868956	10.6847286
SLC7A10	25124	19880	24102	0.050406661	0.343936279	0.071570957
SLC7A11	18450	8377	8823	0.415136765	5.803322205	4.902421067
SLC7A11-AS1	24445	19564	21452	0.072276317	0.369868488	0.205246093
SLC7A13	26875	27316	28933	0	0.037154796	0
SLC7A14	25916	28077	24926	0.028001021	0.007960726	0.039757838
SLC7A2	5671	1876	1813	10.40887969	33.95063014	31.55952626
SLC7A3	11812	10706	9397	2.368251807	3.216863546	4.296670984
SLC7A4	14381	8291	7821	1.163063235	5.917680361	6.150040504
SLC7A5	10421	532	792	3.453010502	105.5322455	66.88427889
SLC7A5P1	11282	11853	13930	2.729577124	2.328066815	1.291882472
SLC7A6	13893	4272	5352	1.325190752	14.97291042	10.56123829
SLC7A6OS	11236	11049	11775	2.75553668	2.932903972	2.295768356
SLC7A7	21757	416	634	0.178966769	129.3309157	79.57264581
SLC7A8	14210	5712	9789	1.220711991	10.58217978	3.892717016
SLC7A9	24956	10720	9944	0.056087918	3.205119243	3.742967594
SLC8A1	682	14062	15012	82.92333278	1.261256571	0.964201619
SLC8A1-AS1	13011	23970	24400	1.699149439	0.133960688	0.060821169
SLC8A2	19192	24293	21021	0.342424408	0.122970565	0.230304547
SLC8A3	21753	26554	24771	0.179146065	0.055561588	0.046248055
SLC8B1	15054	12293	10718	0.985221103	2.043454055	3.052116826
SLC9A1	13111	11260	11521	1.657093661	2.750696993	2.479357051
SLC9A2	20284	20376	23604	0.261449192	0.306612653	0.092806032
SLC9A3	16258	14050	13924	0.721932566	1.263885435	1.294801412
SLC9A3R1	2157	86	107	28.82116478	597.5936309	467.5915365
SLC9A3R2	10520	11845	9598	3.370177067	2.33900263	4.081508362
SLC9A4	27152	27916	29281	0	0.020162285	0
SLC9A5	15683	21108	20140	0.837226517	0.263896807	0.284267179
SLC9A6	8350	7713	8924	5.647979815	6.777183917	4.802450374
SLC9A7	10055	8233	9015	3.762290322	6.010399897	4.691520189
SLC9A7P1	19433	13869	16276	0.32414072	1.332038712	0.711276924
SLC9A8	11737	11210	11898	2.417885702	2.802509543	2.222702987
SLC9A9	14134	21075	14795	1.246477818	0.26578143	1.021060219
SLC9B1	17916	24259	18070	0.474543249	0.124535311	0.466470138
SLC9B2	8032	8988	9749	6.083887802	5.022924196	3.939081166
SLC9C1	23177	19420	17712	0.117712876	0.381511504	0.5014113
SLC9C2	25517	29937	22059	0.039925047	0	0.170065249
SLCO1A2	17885	13411	17523	0.479029258	1.513550928	0.525577992
SLCO1B1	19636	16945	21747	0.308382215	0.63876377	0.187655557
SLCO1C1	25781	25539	24760	0.032785509	0.08388866	0.046551194
SLCO2A1	15244	4368	4551	0.937854704	14.56561874	12.69696297
SLCO2B1	25583	671	1071	0.038309854	86.73478399	51.18574341
SLCO3A1	9886	24479	20960	3.915164958	0.116757316	0.233245981
SLCO4A1	22771	17484	22371	0.134052899	0.571671162	0.152270259
SLCO4A1-AS1	28968	31101	31395	0	0	0
SLCO4C1	23371	8790	9642	0.109983337	5.268725989	4.034188903
SLCO5A1	23323	14876	17231	0.111551859	1.037923737	0.561561888
SLCO6A1	22503	20314	23390	0.145849554	0.310989112	0.103543776
SLF1	10745	11993	12782	3.163606405	2.242025862	1.736005026
SLF2	4764	5553	7904	12.89666353	10.98816786	6.040350428
SLFN11	26140	26192	23896	0.019057618	0.065017263	0.081178078
SLFN12	22713	11310	9331	0.136510692	2.707008971	4.361120395
SLFN12L	27578	30515	25125	0	0	0.028846032
SLFN13	13484	13638	13293	1.493312567	1.426873321	1.514508011
SLFN14	18533	26454	28492	0.405699366	0.057670425	0
SLFN5	12763	14975	15049	1.824324964	1.013740486	0.955011853
SLFNL1	15733	21371	19338	0.82289187	0.247710931	0.343647149
SLFNL1-AS1	22134	22149	21004	0.162697063	0.208147425	0.231008842
SLIRP	2042	2167	2338	30.23940031	29.79485226	25.11618478
SLIT1	15522	21886	24774	0.875012518	0.221126382	0.046014996
SLIT2	3503	3945	1348	17.93819843	16.35615768	40.76126573
SLIT2-IT1	10808	11382	6951	3.104189105	2.647574812	7.423238914
SLIT3	3953	4767	4266	15.80308186	13.16011924	13.67230027
SLITRK1	27120	26849	25173	0	0.048105004	0.026694256
SLITRK2	24770	24035	22795	0.061849644	0.131879498	0.131727775
SLITRK3	24225	13843	21088	0.079817422	1.344512564	0.226660885
SLITRK4	12966	12883	14509	1.718663481	1.745954306	1.103566315
SLITRK5	26047	27370	23955	0.023111912	0.035482029	0.07875824
SLITRK6	13819	10477	9498	1.355934512	3.43089587	4.203467083
SLK	2363	3124	3191	26.46476587	20.86451123	18.52012829
SLMAP	4777	5155	4817	12.81570911	12.05820517	11.9392075
SLN	13965	160	225	1.296171286	325.4804127	203.3637609
SLPI	26511	20830	20948	0	0.281045904	0.233935475
SLTM	5259	4389	5235	11.43755053	14.48817572	10.85663804
SLU7	6201	6576	5823	9.172971115	8.713174293	9.423364344
SLX4	15426	11409	12679	0.896183705	2.623917324	1.785249766
SLX4IP	13084	10764	11576	1.670255277	3.157148801	2.435642905
SMAD1	6400	9447	8901	8.779865783	4.482481736	4.828487515
SMAD1-AS1	30206	16613	20053	0	0.694693841	0.289122758
SMAD1-AS2	20173	21727	26697	0.268943628	0.229383054	0
SMAD2	8020	8385	7684	6.09554329	5.793140271	6.315622175
SMAD3	7007	5397	4837	7.65959721	11.42758022	11.89003455
SMAD4	6000	4825	4757	9.633273012	12.94762494	12.07054718
SMAD5	4276	2622	3144	14.53896408	24.67316671	18.7860734
SMAD5-AS1	18301	25289	24005	0.430151661	0.091719501	0.076344984
SMAD6	1615	4554	5428	37.44412129	13.83693543	10.3814919
SMAD7	3532	3033	4137	17.82414391	21.5345504	14.16281521
SMAD9	3873	9629	11910	16.201336	4.281274246	2.211904541
SMAD9-IT1	15962	14390	14510	0.777186368	1.160014168	1.10350439
SMAGP	15276	7027	9863	0.929533286	7.846011046	3.822919252
SMAP1	4932	5987	7299	12.30653139	9.946895413	6.883573702
SMAP2	7164	8190	8200	7.35645146	6.080543525	5.605731607
SMARCA1	756	830	699	75.48172001	71.00984311	73.99211073
SMARCA2	10161	8780	9306	3.669860264	5.285744964	4.389582302
SMARCA4	3822	3077	3706	16.40000793	21.17776225	15.85075008
SMARCA5	3126	2881	3525	20.13959569	22.51669048	16.77867319
SMARCA5-AS1	17587	21095	22485	0.517162721	0.264654043	0.146860871
SMARCAD1	4427	5033	4564	13.9361863	12.37623618	12.65566509
SMARCAL1	6490	6927	5520	8.586897825	8.029413243	10.12648442
SMARCB1	1006	932	956	58.0417113	64.46478345	56.71260464
SMARCC1	3025	3228	3067	20.74671745	20.22105392	19.27098646
SMARCC2	2900	5154	4048	21.59564702	12.06356904	14.46615936
SMARCD1	5039	2810	2659	12.01959608	23.04995774	22.30373435
SMARCD2	3841	1426	1610	16.32793369	43.31469089	34.5807532
SMARCD3	1746	8691	8058	34.70865516	5.382390057	5.797860365
SMARCE1	3861	5675	5573	16.25102816	10.69018951	10.01052262
SMARCE1P1	19372	17000	17053	0.329238445	0.631819652	0.584345152
SMARCE1P5	20642	23918	23168	0.239061003	0.135930699	0.113145262
SMC1A	6233	5864	6691	9.099766323	10.21390735	7.84458586
SMC1B	23808	19691	23461	0.093426139	0.358575808	0.0994898
SMC2	4953	6471	6861	12.26602571	8.935800554	7.577865684
SMC2-AS1	19667	27369	23948	0.305801847	0.035566305	0.078945305
SMC3	2293	1955	2392	27.27356597	32.84469933	24.6312838
SMC4	5875	5519	4773	9.957770439	11.0739386	12.04041921
SMC5	7602	5064	5089	6.705355977	12.29867755	11.23077645
SMC5-AS1	14682	12977	12181	1.075379154	1.696810771	2.061314568
SMC6	7311	7924	8646	7.139914176	6.42499394	5.091208421
SMCHD1	3927	7514	4522	15.93871058	7.070687448	12.7814842
SMCO1	15343	28406	29561	0.916598738	0	0
SMCO2	24310	29719	30348	0.077226357	0	0
SMCO3	21614	14915	10358	0.185607782	1.028986335	3.360123621
SMCO4	4130	6529	5670	15.13503454	8.810719859	9.778426014
SMCR5	21226	25402	23510	0.205846407	0.087783596	0.097425115
SMCR8	11470	7920	9323	2.59249917	6.432443639	4.367021633
SMDT1	1897	3861	2538	32.18053829	16.69450906	23.31716037
SMG1	8061	5194	5515	6.03309489	11.94322409	10.14669926
SMG1P1	24151	23807	21985	0.082170926	0.140167797	0.175008173
SMG1P2	16662	14033	16379	0.651486856	1.270070038	0.693770473
SMG1P3	12944	12184	12025	1.729377469	2.111568477	2.145325398
SMG1P4	26040	27213	23471	0.023256292	0.039670762	0.099062805
SMG1P5	13833	11900	13044	1.350152643	2.303100752	1.619570465
SMG1P6	17961	19547	17975	0.46908844	0.371509666	0.475746482
SMG1P7	9820	10563	10570	3.98062794	3.355843233	3.169028237
SMG5	2082	1763	2307	29.6458828	35.46146401	25.42693503
SMG6	10749	11002	10634	3.162588522	2.964692213	3.115009156
SMG6-IT1	32314	32517	32550	0	0	0
SMG7	10067	9030	7816	3.753016752	4.972712813	6.1546653
SMG7-AS1	17849	19954	20673	0.484381843	0.338016383	0.250094449
SMG8	5099	6747	6417	11.85500209	8.386047128	8.296624022
SMG9	8089	8260	7917	5.986963674	5.969761022	6.022373236
SMIM1	1600	992	1267	37.79104565	60.93407055	43.18224422
SMIM10	12592	14693	13732	1.906258422	1.08390342	1.353320531
SMIM10L1	6944	7363	9329	7.772025801	7.288199156	4.362110961
SMIM10L2A	8798	4057	5265	5.093261431	15.86457895	10.7814363
SMIM10L2B	6466	6307	5105	8.63032073	9.277083799	11.19058355
SMIM12	7364	7066	8282	7.06668208	7.787356129	5.505258171
SMIM13	7875	9653	10123	6.306802698	4.260670295	3.576027725
SMIM14	9705	6592	6444	4.097944393	8.688304655	8.253265852
SMIM15	6673	4662	5018	8.246362084	13.49020338	11.37286307
SMIM17	14625	21655	22850	1.09183085	0.232806681	0.129188247
SMIM18	21242	25406	27999	0.205340819	0.087567987	0
SMIM19	3916	9297	8587	15.97683295	4.645466656	5.155691331
SMIM20	2195	4689	3707	28.35182459	13.39493358	15.84417215
SMIM22	19091	21817	14443	0.35085212	0.22443234	1.120870691
SMIM23	27270	30384	19910	0	0	0.299114041
SMIM24	24410	19482	15617	0.073612747	0.376707566	0.836164836
SMIM2-AS1	16606	23793	21755	0.660148151	0.140760723	0.187465044
SMIM3	4496	9186	6227	13.73051488	4.784293874	8.61846401
SMIM4	4911	4830	5983	12.38342816	12.93532816	9.087775814
SMIM5	18185	14721	18226	0.442487508	1.078283701	0.448767988
SMIM6	20869	10539	12378	0.226041458	3.373853491	1.925698276
SMIM7	7764	5255	6154	6.467263292	11.76361555	8.761025976
SMIM8	8564	11959	11908	5.361567578	2.259864154	2.21300417
SMKR1	19964	16921	14608	0.283262989	0.644256244	1.07252508
SMLR1	24299	1795	1812	0.077718637	35.09871441	31.56022556
SMN1	13798	12945	13333	1.362247056	1.713751977	1.499016701
SMN2	15438	13731	15129	0.893408384	1.391462635	0.937605184
SMNDC1	7371	9748	9511	7.050616062	4.152587115	4.187968298
SMO	2372	2733	2552	26.32711259	23.7067654	23.14752967
SMOC1	11446	21522	24491	2.61008555	0.239739445	0.057015151
SMOC2	20162	10246	4219	0.269438921	3.635105029	13.87680326
SMOX	11306	2441	3599	2.712332083	26.63406113	16.36743715
SMPD1	4841	3062	3626	12.60084097	21.29054856	16.24962097
SMPD2	9688	7152	8086	4.116235693	7.632072248	5.759820469
SMPD3	16371	15605	14054	0.701704239	0.878628737	1.250711504
SMPD4	4730	3567	3409	12.97542895	18.25601681	17.34175638
SMPD4P1	25977	27865	29252	0.025513181	0.02176029	0
SMPD5	16022	28486	21246	0.766197088	0	0.217580206
SMPDL3A	11784	4742	5876	2.38744043	13.23567124	9.322107971
SMPDL3B	10700	9118	11907	3.206692249	4.862222466	2.213307322
SMPX	251	10794	12033	200.0732515	3.137711714	2.142975644
SMR3B	26998	19890	26264	0	0.343049845	0
SMS	865	456	584	66.75010577	120.5629357	84.71862128
SMTN	10946	9066	8113	2.99139329	4.935133353	5.704527285
SMTNL1	15704	20420	23803	0.831617813	0.30398144	0.084342144
SMTNL2	848	2868	3050	67.81605262	22.58303196	19.40955544
SMU1	4913	4818	5327	12.37387821	12.97570359	10.63508176
SMUG1	7303	6057	5971	7.149025566	9.796240835	9.105769723
SMURF1	9214	6363	7348	4.597964486	9.163926698	6.79773363
SMURF2	6772	5308	5783	8.064573525	11.61729591	9.534698213
SMURF2P1	10626	6742	7312	3.280001585	8.392577855	6.863211376
SMYD1	300	15537	18476	170.0359804	0.888274088	0.422501027
SMYD2	3383	4643	4433	18.54176778	13.5582819	13.09053148
SMYD3	7246	8166	7543	7.240490843	6.113221371	6.525697429
SMYD3-IT1	28691	15357	15938	0	0.926903482	0.771530925
SMYD4	9877	8944	9181	3.919534156	5.075737508	4.516288482
SMYD5	4704	5151	4947	13.08505451	12.06834861	11.55707142
SNAI1	12095	10758	12447	2.202258937	3.163478075	1.892611659
SNAI1P1	29451	31318	31574	0	0	0
SNAI2	16827	4031	2443	0.623808337	15.9614558	24.16770396
SNAI3	9745	8464	9212	4.061686539	5.677484862	4.485499627
SNAI3-AS1	6110	5437	4672	9.405678809	11.31121682	12.28646258
SNAP23	10099	4089	4451	3.725600381	15.7447602	13.01022563
SNAP25	11606	18850	15898	2.492280843	0.432340862	0.779717372
SNAP25-AS1	22311	26506	23583	0.154470187	0.056463521	0.093997602
SNAP29	8042	8768	9204	6.064469798	5.303593887	4.492572954
SNAP47	7932	7928	7358	6.236216856	6.419353996	6.782728836
SNAP47-AS1	23251	23628	23895	0.114345708	0.146288841	0.081178078
SNAP91	8015	26050	24776	6.099088944	0.068991199	0.045941218
SNAPC1	10018	10481	13874	3.79678745	3.426933121	1.308482625
SNAPC2	6373	7057	6252	8.822432193	7.803378392	8.583119994
SNAPC3	4395	6929	6325	14.04544225	8.023290769	8.45774523
SNAPC4	11937	9638	10566	2.292243165	4.274629272	3.171943261
SNAPC5	2663	3424	3403	23.53237175	19.07184866	17.38681999
SNAPIN	1170	2100	1401	50.47961812	30.72987687	39.27927104
SNCA	4885	8620	10848	12.47697357	5.466605487	2.9526155
SNCA-AS1	15081	22134	22005	0.979040294	0.208756807	0.173763866
SNCAIP	7844	16601	11825	6.356855334	0.69665411	2.269084669
SNCB	15633	24353	27573	0.850612406	0.120915098	0
SNCG	11023	14279	15665	2.913288209	1.192682258	0.827298692
SND1	915	499	417	64.06387788	112.9368273	114.6354702
SND1-IT1	23174	16550	16511	0.117988172	0.704427959	0.67011194
SNED1	19455	21532	19759	0.322487582	0.239560459	0.310184068
SNF8	6938	4483	4931	7.77637859	14.13156454	11.59630144
SNHG1	718	946	739	79.07454949	63.40234991	70.92656236
SNHG10	9783	10301	10173	4.018851552	3.590917446	3.532440967
SNHG11	6184	6340	6796	9.220232609	9.212081263	7.667902553
SNHG12	9120	6621	6419	4.703555573	8.61455627	8.295328181
SNHG14	3374	6941	6847	18.57757309	8.009327927	7.600370772
SNHG15	5688	6300	7261	10.36760127	9.296716908	6.937832034
SNHG16	273	684	526	184.6738055	85.1536981	92.7132788
SNHG17	10640	12478	12523	3.271830053	1.953389494	1.858230651
SNHG18	2437	2526	1569	25.79622628	25.66093067	35.54777186
SNHG19	1387	3745	2835	43.31785375	17.37194327	20.77347015
SNHG20	12118	15509	15743	2.186499466	0.891896162	0.809881877
SNHG21	17603	17132	15417	0.514978296	0.614917753	0.877443301
SNHG22	14674	15026	14052	1.07721464	1.002284187	1.251413864
SNHG23	28195	26627	25221	0	0.053766093	0.022376765
SNHG25	1696	2384	1130	35.63847876	27.19659592	47.93877727
SNHG3	4192	3632	3509	14.91009772	17.93988375	16.82291941
SNHG4	9989	17426	16915	3.816660883	0.578710174	0.60212957
SNHG5	804	1100	825	71.74623613	55.95823939	64.73231147
SNHG6	773	2055	1728	74.56818039	31.34416002	32.76429027
SNHG7	4384	1882	2262	14.08207368	33.81947516	25.83529342
SNHG8	768	620	489	74.93865631	92.6401236	98.74384914
SNHG9	2440	6377	6837	25.72401475	9.141712913	7.609329725
SNIP1	10687	10642	10725	3.22026555	3.274764715	3.048241122
SNN	5211	5640	6569	11.55119655	10.78197373	8.033245254
SNORA11	1674	6362	5654	36.09632909	9.170505709	9.814237865
SNORA11B	13415	13956	10489	1.524013894	1.299837305	3.245854711
SNORA12	11380	14499	15106	2.654065013	1.131831123	0.94210749
SNORA13	3697	5913	3981	16.99506403	10.08358636	14.68831223
SNORA14A	9439	10833	4633	4.367323399	3.104089086	12.40207173
SNORA14B	2385	5993	5022	26.20394039	9.933085075	11.36856575
SNORA15	27645	14066	14697	0	1.260448296	1.049165159
SNORA16B	27484	10836	12169	0	3.104089086	2.067011955
SNORA17	16044	28488	10490	0.762006947	0	3.245854711
SNORA18	30323	31682	31876	0	0	0
SNORA19	13391	11416	7529	1.536014004	2.620144488	6.542825244
SNORA2	10205	10834	12168	3.639436166	3.104089086	2.067011955
SNORA20	3009	7574	4923	20.84757938	6.98538521	11.62891459
SNORA22	11109	9122	14825	2.847792387	4.857786132	1.01087446
SNORA23	83	179	132	755.5067333	265.1955359	364.9703595
SNORA24	9318	14002	12050	4.501702581	1.279839808	2.130612323
SNORA25	27493	16849	11968	0	0.655036122	2.180941748
SNORA26	15852	28457	29591	0.799482699	0	0
SNORA28	1581	4028	4710	38.23446058	15.9724008	12.18710249
SNORA2A	2191	5021	2261	28.38760209	12.41635634	25.83764944
SNORA2B	7773	8162	7133	6.454647082	6.116881434	7.128151521
SNORA2C	27912	30663	31033	0	0	0
SNORA3	9864	9858	8218	3.932939082	4.025302621	5.584266169
SNORA30	11946	28196	29434	2.286020842	0	0
SNORA31	30326	31685	31877	0	0	0
SNORA33	3079	6434	4195	20.41469775	9.028327326	13.95633653
SNORA35	27673	30559	30948	0	0	0
SNORA37	376	988	478	138.6852644	61.09235332	100.621496
SNORA38	361	1454	467	145.9330557	42.54734628	102.5458832
SNORA38B	1135	7128	1533	51.76957968	7.679038847	36.22040949
SNORA3B	4554	4679	4904	13.50510774	13.43831798	11.71836778
SNORA4	11076	28165	29417	2.868732037	0	0
SNORA40	9206	10641	11967	4.608042012	3.27518061	2.180941748
SNORA42	2965	9574	6434	21.10872976	4.34572472	8.26804782
SNORA46	2698	2668	1582	23.29239146	24.21189487	35.13920324
SNORA47	508	739	747	108.9280588	78.33180137	69.75033772
SNORA48	27691	30566	14756	0	0	1.033505978
SNORA49	197	636	428	280.3282446	89.96799834	110.7918408
SNORA51	27469	12797	25385	0	1.795458723	0
SNORA53	29	94	100	1536.5993	567.9031115	507.6097948
SNORA54	128	321	159	480.4891019	160.2422382	287.1960627
SNORA55	4697	5994	6433	13.1019702	9.933085075	8.26804782
SNORA58	11079	8597	8645	2.868732037	5.505193291	5.091536801
SNORA59A	12539	11257	11106	1.937818992	2.754622103	2.751453
SNORA5A	668	4416	2831	84.33640799	14.38616927	20.82553398
SNORA5C	372	1041	1135	141.2850528	58.72206177	47.86044593
SNORA60	8187	9550	7038	5.866880556	4.378399342	7.288936894
SNORA63	428	1891	1188	123.5963635	33.65685601	45.45848429
SNORA65	1666	1858	1312	36.292796	34.17866773	41.8690096
SNORA66	3039	4386	3733	20.68964317	14.4951554	15.73747739
SNORA67	16611	28537	29634	0.659033035	0	0
SNORA70	5652	17296	14910	10.45038099	0.594211339	0.989212864
SNORA70B	27640	17079	25782	0	0.620817817	0
SNORA70F	13579	10835	8573	1.455774466	3.104089086	5.167529888
SNORA70G	27636	7506	25304	0	7.079964894	0
SNORA71A	306	825	436	166.4727358	71.30536072	109.3340534
SNORA71B	3564	4112	2762	17.6358213	15.65560503	21.46336399
SNORA71C	2239	3704	2351	27.86768264	17.51359737	24.99064078
SNORA71D	248	557	348	201.6740191	100.7031849	133.2834175
SNORA72	13414	28260	12003	1.524013894	0	2.16390314
SNORA73	15169	13124	25399	0.956244012	1.631168382	0
SNORA73B	2	3	3	14413.35765	6451.08614	7114.828249
SNORA74	13561	28266	29477	1.463053339	0	0
SNORA74A	43	164	238	1240.748449	296.4420834	194.7293141
SNORA74B	175	393	470	341.3791124	136.0149756	101.7900037
SNORA75	9500	8596	8644	4.303098055	5.505193291	5.091536801
SNORA76	30335	17165	10710	0	0.611688143	3.054922081
SNORA77	11824	11334	14453	2.359763449	2.683535081	1.116853234
SNORA79	16372	10963	10808	0.701704239	2.992431205	2.988988511
SNORA7B	400	630	498	132.8763419	90.42346468	97.34428041
SNORA80A	2992	3882	3816	20.9523688	16.6379175	15.38775567
SNORA80B	881	364	273	65.74708831	144.8115042	171.3170131
SNORA80E	3651	5305	4388	17.21239222	11.62207473	13.23799568
SNORA81	14561	13666	15854	1.108373741	1.418004332	0.786873869
SNORA9	10127	17008	14699	3.694579138	0.630224148	1.049165159
SNORD100	3015	5968	3962	20.80786971	9.982750501	14.77224544
SNORD101	8524	7609	12383	5.418716069	6.932465625	1.923469458
SNORD104	2786	1728	1303	22.61724968	36.16938587	42.14906987
SNORD105B	2943	8740	8427	21.25803996	5.332665866	5.326530807
SNORD11	10335	28155	29411	3.525429732	0	0
SNORD111	14798	15500	10822	1.048783755	0.894511694	2.97827529
SNORD111B	8928	28125	12753	4.938576671	0	1.753035456
SNORD114-20	13764	28282	29488	1.373759003	0	0
SNORD114-21	31944	32365	32432	0	0	0
SNORD114-3	11408	10542	25329	2.636132142	3.372550845	0
SNORD116-1	2226	4252	3971	28.015915	15.0449254	14.73295755
SNORD116-10	27473	15898	25619	0	0.823659282	0
SNORD116-11	6496	28105	6839	8.574671582	0	7.609329725
SNORD116-12	14691	15406	10735	1.071833948	0.914171291	3.04373189
SNORD116-13	205	2077	1783	261.5274832	31.0818239	31.95918484
SNORD116-14	229	1947	1880	220.7977932	32.91016649	30.4373189
SNORD116-15	1984	9369	5957	31.08318448	4.570856456	9.13119567
SNORD116-16	2240	5559	5321	27.86768264	10.9700555	10.65306161
SNORD116-17	2058	10228	7863	30.01135054	3.656685165	6.08746378
SNORD116-18	106	478	307	601.2988447	117.0139253	150.6647285
SNORD116-19	80	583	381	774.9359442	97.81632817	124.7930075
SNORD116-2	2524	8761	4871	24.90303555	5.309973671	11.78636604
SNORD116-23	4431	10229	7864	13.93384132	3.656685165	6.08746378
SNORD116-24	2145	6833	6838	28.93951659	8.227541621	7.609329725
SNORD116-25	8567	11267	10734	5.359169739	2.742513874	3.04373189
SNORD116-26	451	3881	2709	119.0976753	16.6379175	21.86681068
SNORD116-27	356	2975	2993	147.9130848	21.94011099	19.78425728
SNORD116-29	6623	28106	7380	8.326319814	0	6.755600048
SNORD116-3	10800	8764	13404	3.112879444	5.309973671	1.473295755
SNORD116-30	9180	9050	10429	4.644613774	4.951761161	3.297376214
SNORD116-4	9700	28142	29400	4.106816389	0	0
SNORD116-5	12305	12840	25389	2.075252963	1.769991224	0
SNORD116-6	279	2638	990	181.7266252	24.51903632	55.3959204
SNORD116-7	457	1966	2854	117.2517924	32.74483764	20.62614057
SNORD116-8	2138	8103	2344	29.05354148	6.194969282	25.04602784
SNORD116-9	8717	8763	6110	5.188132407	5.309973671	8.839774531
SNORD117	8706	14585	12549	5.201967426	1.1091945	1.84653068
SNORD11B	14611	15325	25556	1.095920104	0.934714466	0
SNORD121A	9023	28126	29392	4.816636506	0	0
SNORD123	9559	5157	4168	4.240734315	12.05646196	14.04968996
SNORD126	6288	8616	25307	8.983660851	5.472999178	0
SNORD12B	5074	6788	2934	11.92117535	8.318958751	20.00408237
SNORD12C	3779	6678	8991	16.62560612	8.508025995	4.721243216
SNORD14A	5957	5883	7813	9.753688924	10.16761625	6.155102266
SNORD14E	14388	10990	10430	1.161153443	2.971056697	3.297376214
SNORD15B	63	142	119	1019.092326	376.3611683	424.0653216
SNORD17	11	15	14	3252.607281	2049.777336	2140.136882
SNORD18	9558	9143	25312	4.240734315	4.822584783	0
SNORD19	7214	28112	6435	7.278872332	0	8.26804782
SNORD1B	10334	12362	12932	3.525429732	2.004568374	1.668551819
SNORD20	10117	6724	8489	3.703932503	8.424262026	5.259106367
SNORD27	30317	10389	25326	0	3.515052993	0
SNORD37	27637	30541	30938	0	0	0
SNORD38	11077	14182	25453	2.868732037	1.223376287	0
SNORD39	31433	12030	25359	0	2.218389	0
SNORD3A	118	117	124	536.4528908	483.3469089	400.7228038
SNORD3B-1	13823	19363	12388	1.354679017	0.385136979	1.923469458
SNORD3B-2	3717	5954	5094	16.9146251	10.00381116	11.21942692
SNORD3C	812	10937	9160	71.30282938	3.012036789	4.53673486
SNORD41	13667	28271	12258	1.413578105	0	2.007098565
SNORD42B	29582	31382	31626	0	0	0
SNORD46	1680	2511	1940	35.98448341	25.84530874	29.58034584
SNORD5	31930	32360	11942	0	0	2.198250809
SNORD53	14077	28305	12644	1.266712847	0	1.798568844
SNORD53_SNORD92	10012	12119	25366	3.800138542	2.160768507	0
SNORD59A	4667	10541	12493	13.18066071	3.372550845	1.871483797
SNORD6	9741	4912	6774	4.064037052	12.70952031	7.693877833
SNORD62A	11932	15108	8840	2.294985629	0.978701029	4.887875329
SNORD62B	14439	11047	10472	1.147492815	2.936103088	3.258583553
SNORD63	27641	30543	30940	0	0	0
SNORD65	27693	14302	9731	0	1.188422679	3.956851457
SNORD67	2725	8206	4228	23.05417382	6.050151819	13.8489801
SNORD69	27696	9551	25316	0	4.378399342	0
