Gene	Rank	WT2_D14_2
RP11-426L16.9	23864	0.091842645
RP3-401D24.1	23865	0.091842645
TMPRSS11E	23866	0.091756246
LURAP1L	23867	0.091626951
DIAPH2-AS1	23868	0.091583934
KCNH6	23869	0.091555278
RP11-327E2.5	23870	0.091540957
RP11-138A9.2	23871	0.09152664
OR52K2	23872	0.09149802
RP11-28G8.1	23873	0.091440834
RP11-9G1.3	23874	0.091412267
SCGB3A2	23875	0.091326675
OR2D3	23876	0.091241243
C9orf135	23877	0.091241243
RP11-1094M14.7	23878	0.091241243
RP11-855A2.2	23879	0.091241243
CYP2E1	23880	0.09118793
KL	23881	0.091184378
OR56A1	23882	0.091155971
BPIFA1	23883	0.091155971
SOWAHA	23884	0.091155971
KIAA0087	23885	0.091134678
PAXIP1-AS2	23886	0.091113395
MLXIPL	23887	0.091070858
RGS22	23888	0.091070858
CXCL3	23889	0.091070858
PTPN2P1	23890	0.091070858
NUP210P1	23891	0.09081647
RP11-367J11.2	23892	0.09081647
GPRC5D	23893	0.09073199
MMEL1	23894	0.090703865
RP11-3D23.1	23895	0.090647667
RP11-526D8.7	23896	0.0905635
POU5F1P3	23897	0.0905635
GABRA2	23898	0.090507475
FCGBP	23899	0.090507475
GRK7	23900	0.09045152
TMEM150B	23901	0.090395634
CDRT4	23902	0.090367717
LINC00528	23903	0.090353765
RP11-434D12.1	23904	0.090311934
RP11-649A18.3	23905	0.090311934
LA16c-312E8.4	23906	0.090270143
KB-1572G7.3	23907	0.09022839
LDHAL6FP	23908	0.09022839
CTC-455F18.1	23909	0.09022839
BHMT2	23910	0.090144999
ENPP7P4	23911	0.090144999
GIPC3	23912	0.090124176
CALCA	23913	0.090061763
RP11-144L1.8	23914	0.090061763
RP11-778J15.1	23915	0.090061763
ZNRF3-AS1	23916	0.090020202
LINC00243	23917	0.08997868
POU5F1P4	23918	0.08997868
CTD-3051D23.1	23919	0.08995102
AF127936.7	23920	0.08995102
EBF2	23921	0.089912324
ALOX12P2	23922	0.089912324
RP11-123O10.3	23923	0.08989575
BPIFB4	23924	0.089854343
NAP1L1P2	23925	0.089812974
RP11-367O10.1	23926	0.089812974
RP11-753G20.2	23927	0.089812974
BEST2	23928	0.089771642
LINC01450	23929	0.089757874
RP11-239A17.1	23930	0.089730349
SH2D4B	23931	0.089689094
PCDHGA7	23932	0.089664359
CEACAM20	23933	0.089647876
ERC2-IT1	23934	0.089647876
CSDAP1	23935	0.089565555
PPM1E	23936	0.089551849
RASSF6	23937	0.089538148
RP11-428J1.4	23938	0.089456028
VSIG1	23939	0.089319496
MROH9	23940	0.089319496
ST13P12	23941	0.089319496
FAM83F	23942	0.089314043
FOXF2	23943	0.089278617
CTB-113P19.1	23944	0.089278617
CAPSL	23945	0.089237776
RP11-485G7.6	23946	0.089237776
KIF4B	23947	0.089135837
C1orf132	23948	0.089129049
HSD17B6	23949	0.089115477
KCNK2	23950	0.089074785
PDE6C	23951	0.089074785
BTG4	23952	0.089074785
TTC3-AS1	23953	0.089074785
RP11-222K16.2	23954	0.089074785
ACSBG1	23955	0.088993512
KLRG2	23956	0.088993512
RP11-345J4.5	23957	0.088993512
RP11-44M6.7	23958	0.088973217
GVINP2	23959	0.088952931
PKD2L2	23960	0.088851641
C1orf116	23961	0.088847595
AC083873.4	23962	0.088831411
RLN1	23963	0.088750582
NR0B1	23964	0.088669899
AF186192.5	23965	0.088669899
THAP12P1	23966	0.088629613
SCG3	23967	0.088589364
NT5C1A	23968	0.088589364
PARP4P2	23969	0.088535754
MGC45922	23970	0.088508974
AP004289.1	23971	0.088508974
AC006116.15	23972	0.088508974
SRRM4	23973	0.088488899
C1GALT1P2	23974	0.08842873
ABC7-42404400C24.1	23975	0.088380654
ACRV1	23976	0.088348632
FRMD7	23977	0.088348632
LAMB3	23978	0.088308637
RP11-544M22.8	23979	0.088188869
CTD-2060C23.1	23980	0.088188869
FNDC7	23981	0.088162298
HTR3E	23982	0.088109204
C12orf40	23983	0.088009826
ST13P3	23984	0.087950306
NEGR1	23985	0.087844692
PLA2G10	23986	0.08779198
FRY-AS1	23987	0.08779198
AC105760.3	23988	0.08771303
RP11-347H15.2	23989	0.08771303
FAM26D	23990	0.087634222
KCNMB2	23991	0.087634222
RP11-197N18.8	23992	0.087634222
RP11-347C12.3	23993	0.087437821
AC006499.1	23994	0.087398646
RP11-728G15.1	23995	0.087398646
SP7	23996	0.087372549
UNC13C	23997	0.087359507
ACAN	23998	0.087330175
AMER2	23999	0.087329089
CCDC74BP1	24000	0.087320402
RP11-196E1.3	24001	0.087300863
MAG	24002	0.087281333
CTD-2547L16.3	24003	0.087242298
RP11-521O16.2	24004	0.087183812
CTD-2024F21.1	24005	0.087164334
RP11-275A14.1	24006	0.087164334
NRAP	24007	0.087117622
EXD1	24008	0.087086508
RP11-116D17.3	24009	0.087086508
RP11-230F18.5	24010	0.087060597
GLULP4	24011	0.087008822
ACTG1P14	24012	0.087008822
SLC6A1	24013	0.086970031
CTB-78F1.1	24014	0.086931274
RP11-665E10.5	24015	0.086931274
CTC-499B15.5	24016	0.086750865
ACTBP11	24017	0.086699457
AC092664.1	24018	0.086699457
WDR87	24019	0.086670567
MYB	24020	0.086660941
RD3	24021	0.08664811
ST8SIA4	24022	0.086635283
AP000647.3	24023	0.086622459
BLZF2P	24024	0.086622459
RP11-196G11.6	24025	0.086622459
TUBA4B	24026	0.086545598
RP11-522N14.2	24027	0.086545598
AC009542.2	24028	0.086468873
RP11-767L7.1	24029	0.086468873
CTD-2095E4.4	24030	0.086468873
GRM4	24031	0.086417799
LA16c-60G3.8	24032	0.086354041
RP11-81A1.4	24033	0.086354041
INSC	24034	0.086341301
RP11-798G7.8	24035	0.086277655
SCML4	24036	0.086264937
OR2H1	24037	0.086239513
RP11-66B24.4	24038	0.086214104
CIR1P1	24039	0.08616333
RP11-271K11.5	24040	0.08616333
RP11-23P13.6	24041	0.086137965
SFTPA1	24042	0.086125289
THAP12P2	24043	0.086125289
CLEC14A	24044	0.086087281
DPP4	24045	0.086049307
RP11-386I23.1	24046	0.086011366
PPM1AP1	24047	0.086011366
UTS2B	24048	0.085935585
AC020951.1	24049	0.085935585
MTCYBP3	24050	0.085859938
RP1-60O19.1	24051	0.085859938
RP11-267L5.1	24052	0.085784423
OLIG1	24053	0.085709042
RP11-798K23.3	24054	0.085709042
MR1	24055	0.085687528
MUC1	24056	0.085683944
CHRM5	24057	0.085633792
CDHR4	24058	0.085633792
CARMIL3	24059	0.085615
RP11-936I5.1	24060	0.085608738
ADAD1	24061	0.085558675
PKD1L1	24062	0.085521165
HRK	24063	0.085483689
SERPINE3	24064	0.085483689
RP11-521I2.3	24065	0.085483689
APOBEC3A	24066	0.085408835
RP3-500L14.2	24067	0.085408835
FREM3	24068	0.085309233
PRKAG3	24069	0.085296799
AC013472.3	24070	0.085296799
SYNGR4	24071	0.085259519
TEX38	24072	0.085259519
RP11-401P9.1	24073	0.085259519
GIMAP6	24074	0.085135487
RP11-815J4.7	24075	0.085110724
FAM72C	24076	0.085073606
SAXO1	24077	0.085036521
IL13	24078	0.085036521
PCDHGB9P	24079	0.084999468
CCDC70	24080	0.084962447
KRTAP10-2	24081	0.084962447
OSMR	24082	0.084937785
XXbac-BPG154L12.4	24083	0.084667439
MYO7B	24084	0.084606236
PROKR2	24085	0.084594006
EREG	24086	0.084557338
RP11-264E20.1	24087	0.084520701
GLYATL1P2	24088	0.084447523
TTC21B-AS1	24089	0.084410982
TTC4P1	24090	0.084301546
HOXB8	24091	0.084228747
RP11-752D24.2	24092	0.084210567
FCER1A	24093	0.084156074
RPL12P38	24094	0.084156074
ADAMTS16	24095	0.084098025
C12orf56	24096	0.083920748
TNFRSF4	24097	0.083794578
NR2E3	24098	0.0837586
SLC13A5	24099	0.083746614
SCNN1G	24100	0.083746614
C1orf61	24101	0.083693916
RP11-699L21.1	24102	0.083686735
PGLYRP3	24103	0.083650848
RP11-34A14.3	24104	0.083650848
CTC-366B18.4	24105	0.083650848
SLC52A3	24106	0.083603048
CASC8	24107	0.083579168
CTB-158E9.2	24108	0.083579168
GS1-204I12.3	24109	0.083543374
RP11-444E17.6	24110	0.08353145
ADH4	24111	0.083507611
RP11-661A12.9	24112	0.083507611
ALDH3A1	24113	0.083436176
PARP15	24114	0.083436176
FRRS1L	24115	0.08334451
CXCL10	24116	0.083222602
RP11-462B18.3	24117	0.083222602
IGHGP	24118	0.083222602
DNM1P47	24119	0.083173471
OVOL1	24120	0.083104421
MIOX	24121	0.083080826
BIRC3	24122	0.083063138
RP11-290F5.2	24123	0.083045457
TACSTD2	24124	0.083010119
TPTE2P3	24125	0.083010119
TNFAIP8L2	24126	0.082939532
RP1-140K8.5	24127	0.082904283
CCDC144B	24128	0.082877867
RP5-1107A17.4	24129	0.082833876
RP3-405J10.3	24130	0.082816293
SEPHS1P6	24131	0.082798718
ANAPC1P1	24132	0.082798718
P2RX5-TAX1BP3	24133	0.082798718
EPHA5	24134	0.08277864
RP11-96K19.2	24135	0.082763589
RP4-565E6.1	24136	0.08272849
RP11-762L8.6	24137	0.08272849
FOXD3-AS1	24138	0.082658381
KRTAP5-11	24139	0.082588391
CTAGE12P	24140	0.08255344
LINC01562	24141	0.082518519
PCAT5	24142	0.082495255
RP11-209D14.2	24143	0.082448765
RP13-516M14.2	24144	0.082448765
RP5-968D22.3	24145	0.082413933
AC024592.9	24146	0.082379129
ARHGAP20	24147	0.082367535
PRG4	24148	0.082344356
RP11-223P11.3	24149	0.082217102
IDI2-AS1	24150	0.082170926
SMG1P1	24151	0.082170926
LINC00837	24152	0.082153623
RP11-106M7.1	24153	0.082136328
CCNA1	24154	0.082101759
RBM17P1	24155	0.082101759
ITGAM	24156	0.082078729
AC008067.2	24157	0.081998226
RASA4DP	24158	0.081963772
AP000654.4	24159	0.081963772
STK31	24160	0.081929348
SYT15	24161	0.081872039
RP11-543H23.1	24162	0.081826249
DCAF4L1	24163	0.081774797
KCNB2	24164	0.081757661
RP11-700A24.1	24165	0.081757661
PIK3R5	24166	0.081716563
RP1-118J21.25	24167	0.081620828
AC136289.1	24168	0.081598067
A1CF	24169	0.081595223
TMEM63C	24170	0.081579867
PTPRN2	24171	0.081501474
CD70	24172	0.081416435
TBPL2	24173	0.081348531
LINC01229	24174	0.081348531
MEI4	24175	0.081348531
RP11-360N9.3	24176	0.081348531
OAS2	24177	0.08123561
CTAGE3P	24178	0.081179267
SLC2A5	24179	0.081145499
RDH16	24180	0.081111758
RP11-130C19.3	24181	0.081078046
RP11-844P9.5	24182	0.081078046
MUC22	24183	0.081078046
TNFRSF1B	24184	0.081010705
TIGIT	24185	0.080921092
RP11-180I4.4	24186	0.080909904
TERF1P5	24187	0.080876359
CLEC19A	24188	0.080876359
ARSDP1	24189	0.080809353
SPATA31D1	24190	0.080792619
SIRPB1	24191	0.080759171
OR56A4	24192	0.080742458
RP11-182J1.13	24193	0.080742458
HMGCS2	24194	0.080675673
SLC18A3	24195	0.080642323
ITIH3	24196	0.080631212
RPL3P1	24197	0.080608999
RP11-157G21.2	24198	0.080608999
CH507-9B2.9	24199	0.080586799
RIT2	24200	0.080542435
PLET1	24201	0.080542435
AC130709.1	24202	0.080542435
RP11-466F5.6	24203	0.080475981
AGGF1P3	24204	0.080475981
RP11-26J3.1	24205	0.080475981
RP11-44F14.1	24206	0.080475981
EPB42	24207	0.080459385
P2RX7	24208	0.080310325
ERVV-2	24209	0.080310325
SUN5	24210	0.080277275
AC007161.5	24211	0.080277275
CTD-2591A1.1	24212	0.080277275
KLB	24213	0.080250855
LINC01600	24214	0.080244253
ALG1L9P	24215	0.080145349
RP11-74E24.2	24216	0.080112435
IL36G	24217	0.080079548
RP11-319E16.1	24218	0.080079548
EIF4A1P7	24219	0.080013855
CDH23	24220	0.079972107
TLR1	24221	0.07994827
OXGR1	24222	0.079882792
TMEM212	24223	0.079882792
TNFRSF8	24224	0.079817422
SLITRK3	24225	0.079817422
RP11-159D12.10	24226	0.079817422
CTD-2143L24.1	24227	0.079784776
GPR25	24228	0.079752158
RP1-197B17.7	24229	0.079719566
HKDC1	24230	0.079708708
CTB-147N14.6	24231	0.079687001
AC092669.6	24232	0.07962195
MEFV	24233	0.079557006
ERFE	24234	0.079557006
C21orf62	24235	0.079557006
KB-1980E6.3	24236	0.079557006
IL5RA	24237	0.07954403
CD244	24238	0.079492167
CTBP2P6	24239	0.079427434
ZNF101P2	24240	0.079427434
EML5	24241	0.079411267
DQX1	24242	0.079395107
LINC00521	24243	0.079395107
BX842568.2	24244	0.079362807
RP11-456J20.1	24245	0.079362807
CTB-113D17.1	24246	0.07931978
SPAG17	24247	0.079266062
LINC01411	24248	0.079148138
RP13-415G19.2	24249	0.079137435
FAM35CP	24250	0.079041239
RP3-467D16.3	24251	0.078913341
MLNR	24252	0.078849547
RP11-296P7.4	24253	0.078849547
RP11-624C23.1	24254	0.078849547
MLKL	24255	0.078828305
CTD-2024I7.13	24256	0.078754049
RP11-93G5.1	24257	0.078754049
RBM22P4	24258	0.078722267
CNGB3	24259	0.078690512
NOVA2	24260	0.07867691
AC024937.4	24261	0.078658782
NSUN5P2	24262	0.078595398
TREML1	24263	0.078595398
ALPPL2	24264	0.078595398
RP3-525N10.2	24265	0.078595398
SLC23A1	24266	0.078563745
ARHGEF38	24267	0.078553199
DNAJC22	24268	0.078532117
SELL	24269	0.078500514
KIR3DL1	24270	0.078374359
KRT18P8	24271	0.078342883
RP11-386J22.3	24272	0.078342883
CH507-513H4.1	24273	0.078311433
RNF183	24274	0.078280007
TMEM114	24275	0.078280007
ACSL6	24276	0.078227688
L1CAM	24277	0.078192151
PLA2G4E-AS1	24278	0.078185883
KLK10	24279	0.078175439
CSNK1G2-AS1	24280	0.078154559
FSCN3	24281	0.078123259
ASPDH	24282	0.078091985
TEDDM1	24283	0.078060736
SIGLEC16	24284	0.078029511
SPATA41	24285	0.078029511
RP11-2C24.3	24286	0.077998312
RAB41	24287	0.077967138
CCR8	24288	0.077967138
RP11-325L7.1	24289	0.077967138
RP11-830F9.5	24290	0.077967138
ZP2	24291	0.077873764
UBASH3A	24292	0.077873764
C10orf55	24293	0.077780613
SLC47A1P1	24294	0.077780613
DEFB125	24295	0.077718637
SPDYE7P	24296	0.077718637
NPIPA5	24297	0.077718637
KRT17P3	24298	0.077718637
SMLR1	24299	0.077718637
RP11-762I7.5	24300	0.077564127
C20orf173	24301	0.077533298
CHIT1	24302	0.07751276
NKX2-8	24303	0.077471715
TMPRSS11GP	24304	0.077471715
RP11-74K11.1	24305	0.07741023
CYP3A7	24306	0.077348842
LINC00636	24307	0.077348842
USH1C	24308	0.07730797
KCNIP1	24309	0.077256942
SMCO2	24310	0.077226357
DYNAP	24311	0.077226357
INTS6P1	24312	0.077134748
SIGLEC9	24313	0.07710426
CTC-550B14.6	24314	0.07710426
CTAGE1	24315	0.077043356
ABO	24316	0.076994703
RP11-950K24.2	24317	0.076861221
OR2J2	24318	0.076740275
CNTNAP3B	24319	0.07667241
IL10RA	24320	0.076659855
CALML4	24321	0.076639777
WNT1	24322	0.076619709
C17orf107	24323	0.076619709
CTD-2256P15.4	24324	0.076529533
LPA	24325	0.076499521
HLA-DRA	24326	0.076499521
RP11-159H10.1	24327	0.076439568
S100P	24328	0.07637971
ANKDD1B	24329	0.076349815
RP11-162D16.2	24330	0.076319945
CALB1	24331	0.076296065
RP11-702F3.3	24332	0.076260273
KCNK7	24333	0.076200695
BCL9P1	24334	0.076200695
NHLH1	24335	0.07617094
KRT18P38	24336	0.076141209
RP11-164P12.3	24337	0.076141209
RP11-378I6.1	24338	0.076141209
SGSM1	24339	0.076105563
KRT18P23	24340	0.076081817
RP11-613H2.2	24341	0.076081817
OVOS2	24342	0.076022517
SLC6A17	24343	0.076022517
SLC22A11	24344	0.076002771
ADGRE2	24345	0.075983035
TCERG1L	24346	0.075978103
C1orf94	24347	0.075963309
GTF2IRD1P1	24348	0.075963309
CLIC6	24349	0.075943594
ELF5	24350	0.07593374
ST8SIA6	24351	0.075904194
C19orf35	24352	0.075904194
GCKR	24353	0.075874671
LINC01091	24354	0.075815693
PNOC	24355	0.075727398
AP000688.14	24356	0.075727398
GOT2P3	24357	0.075727398
CSMD2	24358	0.075722876
AC108004.3	24359	0.07566865
LONRF3	24360	0.075629534
CTSW	24361	0.075609992
CTD-2537I9.19	24362	0.075609992
RP11-135F9.4	24363	0.075492948
CYP4F2	24364	0.075463744
TRPM5	24365	0.075454014
RP11-513I15.6	24366	0.075454014
RP3-467K16.4	24367	0.075390832
ECEL1P2	24368	0.075376267
SENCR	24369	0.075318061
GABRB1	24370	0.075288992
RP11-430H10.2	24371	0.075259945
AC138517.6	24372	0.075259945
CTCFL	24373	0.075230921
RFPL2	24374	0.075230921
PTH2R	24375	0.075221251
MS4A3	24376	0.075201919
PRICKLE2-AS1	24377	0.075005298
GJA8	24378	0.074970707
LINC01013	24379	0.074970707
PRSS37	24380	0.074855633
HES5	24381	0.074855633
RNF148	24382	0.074855633
CACNG5	24383	0.074740911
RP11-95M15.1	24384	0.074740911
RP11-964E11.2	24385	0.074712286
MADCAM1	24386	0.074655101
DDX10P2	24387	0.074655101
DNER	24388	0.074645579
RP11-1085N6.5	24389	0.074569487
CALCB	24390	0.074550489
IRS4	24391	0.07451252
C3orf49	24392	0.074455641
LTF	24393	0.074417769
ABCC11	24394	0.074370484
RP11-554E23.2	24395	0.074342141
IL24	24396	0.074285521
BCL2L2-PABPN1	24397	0.074285521
LINC01122	24398	0.07413026
TRIML2	24399	0.074088028
SYT8	24400	0.074059901
KCTD19	24401	0.074059901
AC069063.2	24402	0.074059901
RPGRIP1	24403	0.07402243
MEG9	24404	0.07400371
IFIT3	24405	0.073975646
ZHX1-C8orf76	24406	0.073947604
HSD11B1	24407	0.073891583
RP5-966M1.7	24408	0.073891583
GS1-115G20.2	24409	0.073668345
SMIM24	24410	0.073612747
KRTAP5-AS1	24411	0.073612747
RP4-601P9.2	24412	0.073612747
MUC16	24413	0.073600964
PRND	24414	0.073557232
ATP8B4	24415	0.073547987
C2orf80	24416	0.0735018
PLEKHG7	24417	0.073483342
RP11-693N9.2	24418	0.073483342
TREX2	24419	0.073474116
DCAF13P1	24420	0.073391188
SERPINB2	24421	0.073336007
NPSR1	24422	0.073308447
FKBP4P6	24423	0.073280909
TNPO1P2	24424	0.073225893
PATE3	24425	0.07317096
HOXA-AS2	24426	0.073134383
RP11-33A14.1	24427	0.07306134
CTC-455F18.3	24428	0.07306134
RP5-1007F24.1	24429	0.07306134
AC099850.1	24430	0.073006654
LINC00871	24431	0.072952049
OR13J1	24432	0.072897526
MS4A4A	24433	0.072843084
CYSLTR1	24434	0.072802306
RP11-959F10.5	24435	0.072734444
RP11-20I23.2	24436	0.072734444
ATP2C2	24437	0.072698303
RP11-133K1.7	24438	0.072662197
NPBWR1	24439	0.072626128
TRIM51GP	24440	0.07257209
GS1-25M2.1	24441	0.072356743
TM4SF20	24442	0.072303105
KRT8P44	24443	0.072303105
RP11-497G19.7	24444	0.072303105
SLC7A11-AS1	24445	0.072276317
ABCC3	24446	0.072249548
NPBWR2	24447	0.072196069
OPTC	24448	0.072196069
FFAR4	24449	0.072160461
TYRO3P	24450	0.07214267
CLEC18C	24451	0.072115999
RP5-907C10.3	24452	0.072115999
NHEG1	24453	0.072036107
SUCLA2P3	24454	0.072036107
SOX9-AS1	24455	0.072036107
C4B	24456	0.071996228
KIZ-AS1	24457	0.071996228
CD302	24458	0.071929859
FOLR2	24459	0.071929859
AC137932.6	24460	0.071929859
LINC01266	24461	0.071912182
MRVI1-AS1	24462	0.071876853
AF165138.7	24463	0.071876853
ALDH1L1-AS2	24464	0.071876853
AC105339.1	24465	0.071823924
CTA-941F9.10	24466	0.07174623
DCLK1	24467	0.071713028
RGPD4	24468	0.07170512
RP11-447H19.1	24469	0.071665606
RP11-400N13.2	24470	0.071612988
HSF5	24471	0.071577952
LLNLR-307A6.1	24472	0.071560447
ABCG5	24473	0.071534206
CCR1	24474	0.07148178
CTD-2587M2.1	24475	0.071364104
AC004490.1	24476	0.071298896
RP11-347C12.1	24477	0.071142881
RP11-1078H9.5	24478	0.071142881
MESTIT1	24479	0.071091027
AC072062.3	24480	0.071065129
KCNE4	24481	0.071039249
LARGE-AS1	24482	0.071039249
LNX1-AS1	24483	0.071039249
NAIP	24484	0.071030627
RNF113B	24485	0.070987547
CELA2B	24486	0.070987547
MTND5P1	24487	0.070987547
RP11-297A16.2	24488	0.070987547
RP11-43D4.3	24489	0.070987547
RP11-262K1.1	24490	0.070935919
KRT15	24491	0.070923024
DBH	24492	0.070910134
BCLAF1P1	24493	0.070910134
CYP11B1	24494	0.070901543
LINC01268	24495	0.070884367
RP11-391A7.1	24496	0.070884367
ANXA2R	24497	0.070781487
STXBP5L	24498	0.07075948
IL18RAP	24499	0.070653306
NR5A2	24500	0.070637956
DRC1	24501	0.070602164
MTHFD1P1	24502	0.070602164
ASPA	24503	0.07057662
C4orf19	24504	0.07057662
TMEM213	24505	0.07057662
RP11-95G17.2	24506	0.070525589
SCN3A	24507	0.070496461
OACYLP	24508	0.070474631
WWP1P1	24509	0.070474631
RP11-142O6.1	24510	0.070220943
ILDR1	24511	0.070094782
THRAP3P1	24512	0.070069604
TNFRSF13B	24513	0.070019303
MMP19	24514	0.069985809
GPR78	24515	0.069981625
RP11-89K10.1	24516	0.069969074
RP11-84C10.4	24517	0.069969074
BEND6	24518	0.069943987
RP11-16C1.2	24519	0.069943987
ADH1B	24520	0.069935628
KCNV1	24521	0.069918917
MOV10L1	24522	0.069902214
IL22RA1	24523	0.069893865
ANKRD20A19P	24524	0.069868832
MOGAT2	24525	0.069768876
SAMM50P1	24526	0.069768876
RP11-415C15.2	24527	0.069768876
LRRC36	24528	0.069694097
TLR2	24529	0.069685798
SHISA8	24530	0.069619478
CCDC116	24531	0.069569821
NFIA-AS2	24532	0.069569821
MIR4458HG	24533	0.069569821
RP11-420O16.2	24534	0.069520235
LINC01484	24535	0.069520235
CHI3L1	24536	0.069495468
HRASLS5	24537	0.069470719
ALDH1A3	24538	0.069454229
LRRC37A6P	24539	0.069421273
RP11-167N24.3	24540	0.069421273
CNDP1	24541	0.069371898
CTSS	24542	0.069355456
RP11-532F6.3	24543	0.069347237
FPR2	24544	0.069273359
RBP4	24545	0.069224194
RP11-118E18.4	24546	0.069224194
MSTN	24547	0.069199638
CAPN13	24548	0.069175099
FAP	24549	0.069158749
GUSBP5	24550	0.069150577
AC127904.2	24551	0.069126073
AP004290.1	24552	0.069126073
RP11-21G15.1	24553	0.069126073
DNAH9	24554	0.068948383
MAP3K19	24555	0.068748468
NPIPA2	24556	0.068736356
RP4-794I6.4	24557	0.068724248
NPIPB15	24558	0.068639612
E2F3P2	24559	0.068639612
AC074389.6	24560	0.068639612
RP11-234K24.3	24561	0.068615469
RP11-424C20.2	24562	0.068591343
NRXN2	24563	0.068583304
LINC00643	24564	0.068543141
SYCP2	24565	0.068531101
PMCHL2	24566	0.068495006
RBP3	24567	0.068495006
ANKRD36BP2	24568	0.068456548
RP1-45N11.1	24569	0.06844694
GPR83	24570	0.068398941
RP11-299H22.3	24571	0.068351009
AWAT1	24572	0.068351009
MS4A18	24573	0.068351009
PTPN7	24574	0.068175831
CSF1R	24575	0.068159951
CYP2F1	24576	0.067969958
MIR6820	24577	0.067961233
RSPH1	24578	0.067922625
ZAN	24579	0.067883231
BPIFB3	24580	0.067781021
RP11-172C16.4	24581	0.067781021
CTD-2576F9.1	24582	0.067733951
PGDP1	24583	0.067733951
XXbac-B461K10.4	24584	0.067686946
FCRL3	24585	0.067686946
RP11-700P18.1	24586	0.067686946
RP11-576D8.4	24587	0.067686946
TTC16	24588	0.067663468
DSPP	24589	0.067640006
NBPF21P	24590	0.067640006
RP11-1186N24.5	24591	0.067640006
CCDC54	24592	0.067593132
SLC4A10	24593	0.067593132
RNF133	24594	0.067546322
HNRNPA1P6	24595	0.067452897
GRK1	24596	0.067421813
LBX1	24597	0.067313243
OTOF	24598	0.067294666
CTD-2116N17.1	24599	0.067290024
KRT8P15	24600	0.06726682
LINC00901	24601	0.06726682
CTD-2341M24.1	24602	0.06726682
TMEFF2	24603	0.067197306
CLK3P2	24604	0.067174166
AC007952.5	24605	0.067174166
BTNL2	24606	0.067127935
LUZP2	24607	0.066998825
HMSD	24608	0.066989622
AP004289.2	24609	0.066989622
AC011738.4	24610	0.066966625
TRPC5	24611	0.066943644
SLC15A5	24612	0.066943644
FOXL2	24613	0.066897729
MIR3180-1	24614	0.066897729
MKI67P1	24615	0.066897729
C9orf66	24616	0.066874796
RP11-755B10.3	24617	0.066874796
RP11-147L13.8	24618	0.066851877
ADAM18	24619	0.066828975
TUBB8P12	24620	0.066806089
RP11-7F17.5	24621	0.066806089
TDRG1	24622	0.066760362
CNOT6LP1	24623	0.066760362
SCGN	24624	0.066714699
AC007319.1	24625	0.066714699
LINC00640	24626	0.066669097
WFIKKN2	24627	0.066623558
KLK4	24628	0.066578081
JPH4	24629	0.066562936
CCDC188	24630	0.066532667
TRAC	24631	0.066532667
OR10W1	24632	0.066442023
HYAL4	24633	0.066396793
PNLIP	24634	0.066351625
CEACAM18	24635	0.066351625
C11orf87	24636	0.066329064
HYDIN2	24637	0.066329064
RP11-707O23.5	24638	0.066306519
PLIN1	24639	0.066261474
KCNE5	24640	0.066261474
NPAS3	24641	0.06621649
SF3A3P1	24642	0.066081903
CRX	24643	0.066059525
SLC2A3P2	24644	0.065947863
RP1-293L8.2	24645	0.065925576
RP11-181E10.3	24646	0.065858804
BCL2L14	24647	0.065829172
RP4-718D20.3	24648	0.065814365
RP5-1139B12.3	24649	0.065814365
GRM7	24650	0.065725667
HNF1B	24651	0.065725667
WBP11P1	24652	0.065659299
AC005014.5	24653	0.065571018
LINC01597	24654	0.065475647
RHBDL3	24655	0.065460999
ADH1A	24656	0.065460999
RP11-441F2.4	24657	0.065460999
NYX	24658	0.06535135
ENTHD1	24659	0.065329464
WASF4P	24660	0.065329464
KCNIP3	24661	0.065314881
LINC00544	24662	0.065242066
KLHDC7B	24663	0.065242066
RNASE7	24664	0.065198455
FLJ42102	24665	0.065198455
RP11-96K19.4	24666	0.065198455
RP11-405A12.1	24667	0.065154903
PON3	24668	0.065024593
MIR219A2	24669	0.064894803
IMPDH1P11	24670	0.064894803
LINC01270	24671	0.064851655
GABRB3	24672	0.064818135
INSM2	24673	0.064765531
TDRD6	24674	0.064765531
DNAH17-AS1	24675	0.064765531
CCL5	24676	0.064722554
SRMS	24677	0.064679635
ACSM2B	24678	0.064665341
FBLN5	24679	0.064665341
FAM78B	24680	0.064665341
GIF	24681	0.064636772
TFAP2A	24682	0.064551217
CDX4	24683	0.064508525
ARHGEF26-AS1	24684	0.064494306
PARP1P1	24685	0.0644872
RP11-283C24.1	24686	0.064465888
RP11-134G8.7	24687	0.064423309
RP11-433J8.1	24688	0.06440204
PTGDR	24689	0.064380785
CTD-3138B18.4	24690	0.064380785
CPSF4L	24691	0.064338317
PRR15L	24692	0.064295906
COL4A2-AS2	24693	0.064295906
TMEM253	24694	0.06425355
DCTN1-AS1	24695	0.06421125
MILR1	24696	0.06421125
RP11-505K9.4	24697	0.064190121
RP11-722G7.1	24698	0.064190121
ATP8B5P	24699	0.064169006
MKRN4P	24700	0.064169006
SIGLEC10	24701	0.064126817
PRR26	24702	0.064098722
FLJ26850	24703	0.064084684
ACTL6B	24704	0.064042606
AC027612.6	24705	0.064000583
AC018799.1	24706	0.064000583
CPEB1	24707	0.063967005
OFCC1	24708	0.063958616
NHEJ1	24709	0.063937653
COL5A3	24710	0.063885305
SLC4A5	24711	0.063883213
SLC2A7	24712	0.063874846
FLJ16779	24713	0.063858118
FCGR2A	24714	0.063687162
