gene	RTS
USPL1	8.58E-05
G3BP1	8.58E-05
UBL7	8.58E-05
TERF2IP	8.58E-05
FAM35A	8.58E-05
MRPL28	8.58E-05
GYPE	8.58E-05
RRAGC	8.58E-05
ASNSD1	8.58E-05
CSTB	8.57E-05
CENPO	8.57E-05
RWDD1	8.57E-05
BCKDHA	8.57E-05
RWDD3	8.57E-05
EARS2	8.57E-05
TEN1-CDK3	8.57E-05
UFD1L	8.57E-05
LINC00889	8.57E-05
OR2M7	8.57E-05
GSKIP	8.57E-05
CISD2	8.57E-05
PUM3	8.56E-05
MIR551B	8.56E-05
NDUFS1	8.56E-05
TXNDC12	8.56E-05
JAGN1	8.56E-05
LOC102725254	8.56E-05
MIR4424	8.56E-05
SRSF3	8.56E-05
PTCD1	8.56E-05
TMEM101	8.56E-05
KNSTRN	8.55E-05
MIR497HG	8.55E-05
ERGIC3	8.55E-05
DYNLRB1	8.55E-05
RTCB	8.55E-05
SNORD115-14	8.55E-05
SETD1B	8.55E-05
GSTZ1	8.55E-05
ARL5A	8.55E-05
ANKRD37	8.55E-05
TPI1P3	8.55E-05
NR1H2	8.55E-05
LOC101409256	8.55E-05
ATXN2L	8.54E-05
PSMA3-AS1	8.54E-05
CCDC117	8.54E-05
ERCC5	8.54E-05
MTERF2	8.54E-05
PPP2R3C	8.54E-05
YTHDF3	8.54E-05
C20orf144	8.54E-05
LOC101929159	8.54E-05
SLC35C2	8.54E-05
TOMM22	8.54E-05
ZNF786	8.53E-05
PWP2	8.53E-05
NUF2	8.53E-05
SNORD114-11	8.53E-05
EXOSC9	8.53E-05
GRHPR	8.53E-05
CDK11B	8.53E-05
ADNP	8.53E-05
EHD4-AS1	8.53E-05
CENPH	8.53E-05
GTF2H1	8.52E-05
MAGOH	8.52E-05
CHPF2	8.52E-05
ZNF404	8.52E-05
ENKD1	8.52E-05
EXOC5	8.52E-05
OR52I1	8.51E-05
MTRNR2L7	8.51E-05
LOC101929767	8.51E-05
DDX42	8.51E-05
THAP12	8.51E-05
TPRG1-AS2	8.51E-05
PAICS	8.51E-05
NIPSNAP3A	8.50E-05
TGOLN2	8.50E-05
MIF	8.50E-05
SF3B2	8.50E-05
NUDT4P1	8.50E-05
NUDT4P2	8.50E-05
ZSWIM3	8.50E-05
LINC00412	8.50E-05
LZTS2	8.50E-05
YTHDF2	8.49E-05
MIR7855	8.49E-05
PRIM1	8.49E-05
MIR510	8.49E-05
SDHA	8.49E-05
DDX26B-AS1	8.49E-05
NR1H3	8.48E-05
STT3A	8.48E-05
VCPIP1	8.48E-05
BPNT1	8.48E-05
EIF1	8.48E-05
MIR1302-4	8.48E-05
SNORD115-16	8.48E-05
ATXN1L	8.48E-05
SNIP1	8.48E-05
PSMD5	8.48E-05
SEC61G	8.48E-05
GYS1	8.47E-05
PHF13	8.47E-05
MRPS25	8.47E-05
INIP	8.47E-05
GP1BA	8.47E-05
PRKCSH	8.47E-05
OR8G5	8.47E-05
BFAR	8.47E-05
LOC105376633	8.47E-05
THOC5	8.47E-05
DNAJC25	8.47E-05
GJA9-MYCBP	8.47E-05
DDI1	8.47E-05
COX6B1	8.47E-05
BMS1P22	8.47E-05
KEAP1	8.46E-05
MYSM1	8.46E-05
NRBP1	8.46E-05
RAB35	8.46E-05
MIR5011	8.46E-05
ALG5	8.46E-05
CENPS	8.46E-05
TTC19	8.46E-05
KLHL42	8.46E-05
HBP1	8.46E-05
CLEC18B	8.46E-05
SNRNP40	8.45E-05
BTBD2	8.45E-05
VPS36	8.45E-05
ANKRD52	8.45E-05
NMRAL1	8.45E-05
MIR3689F	8.45E-05
FCER1G	8.45E-05
CHD8	8.45E-05
LINC00308	8.45E-05
CYCS	8.45E-05
SNORA17A	8.45E-05
TYSND1	8.45E-05
PRRC2A	8.44E-05
LOC101926943	8.44E-05
LOC100507537	8.44E-05
BLID	8.43E-05
POU5F1B	8.43E-05
PJA2	8.43E-05
COG1	8.43E-05
LOC105377651	8.43E-05
PEX13	8.43E-05
WBP4	8.43E-05
NACC1	8.43E-05
PPIP5K2	8.43E-05
TECR	8.42E-05
ZNF749	8.42E-05
ISY1	8.42E-05
SUPT16H	8.42E-05
CIAPIN1	8.42E-05
WDR34	8.42E-05
SFXN2	8.42E-05
MIR566	8.42E-05
MIR526B	8.42E-05
HSPA9	8.41E-05
PIN1	8.41E-05
SMG9	8.41E-05
TFAM	8.41E-05
LOC340017	8.41E-05
PRR3	8.41E-05
KIN	8.41E-05
NUP54	8.41E-05
ARCN1	8.41E-05
TMEM43	8.41E-05
RWDD2A	8.41E-05
ZRANB2	8.40E-05
FBXO4	8.40E-05
DPF2	8.40E-05
PRPF31	8.40E-05
SNAR-E	8.40E-05
C19orf47	8.39E-05
KCNK7	8.39E-05
ZNF589	8.39E-05
YIF1A	8.39E-05
JOSD1	8.39E-05
ALDH6A1	8.39E-05
TSR1	8.39E-05
RNPC3	8.38E-05
ZNF430	8.38E-05
RPS20	8.38E-05
TBC1D13	8.38E-05
LENG9	8.38E-05
FAM71C	8.38E-05
SCRN3	8.38E-05
SPAG5-AS1	8.38E-05
VPS33A	8.38E-05
RPS7	8.38E-05
UBE2N	8.38E-05
FAM193B	8.38E-05
LOC100129138	8.38E-05
DVL1	8.38E-05
SIRT3	8.38E-05
TM4SF19-AS1	8.38E-05
CNOT3	8.37E-05
ST7-OT3	8.37E-05
AFMID	8.37E-05
LINC01198	8.37E-05
BBS12	8.37E-05
MANEA-AS1	8.37E-05
RIOK1	8.37E-05
LINC01132	8.37E-05
MIR4510	8.37E-05
DLAT	8.36E-05
MIR4458HG	8.36E-05
ACBD3	8.36E-05
LRRC41	8.36E-05
STX5	8.36E-05
ZNF771	8.36E-05
TSNAX	8.36E-05
GOLPH3L	8.36E-05
HMGCR	8.36E-05
HGS	8.36E-05
MBD3	8.36E-05
EDC4	8.36E-05
CFC1B	8.36E-05
MRPL22	8.35E-05
VWA9	8.35E-05
MIR4731	8.35E-05
DEFB133	8.35E-05
TMEM11	8.35E-05
PEX6	8.35E-05
LOC105374820	8.34E-05
LINC01047	8.34E-05
UNK	8.34E-05
COX11	8.34E-05
HIST1H4K	8.34E-05
TMEM219	8.34E-05
UCK1	8.34E-05
KCTD10	8.34E-05
MIR548AO	8.34E-05
LRR1	8.34E-05
LOC100130964	8.34E-05
OR2M2	8.34E-05
MRPS31	8.34E-05
NUP85	8.33E-05
BCCIP	8.33E-05
LIMD1-AS1	8.33E-05
PDPR	8.33E-05
CENPT	8.33E-05
VPREB3	8.33E-05
LOC101928461	8.33E-05
TMEM140	8.33E-05
DAGLB	8.33E-05
HAUS6	8.32E-05
MCM3	8.32E-05
PROSER1	8.32E-05
SRP54	8.32E-05
ZNF444	8.32E-05
HELQ	8.32E-05
KLHL11	8.32E-05
ATP6V1D	8.32E-05
LINS1	8.32E-05
LOC101928865	8.31E-05
TXNDC15	8.31E-05
ACAD8	8.31E-05
ZNF446	8.31E-05
AIDA	8.30E-05
SS18L2	8.30E-05
HEXIM1	8.30E-05
CFAP36	8.29E-05
FXR2	8.29E-05
IVNS1ABP	8.29E-05
HNRNPK	8.29E-05
ZNF846	8.29E-05
ZMPSTE24	8.28E-05
PSMA5	8.28E-05
PEX3	8.28E-05
PLSCR3	8.28E-05
SH2B1	8.28E-05
PIGX	8.28E-05
DNAJB1	8.28E-05
ANP32E	8.27E-05
LINC00353	8.27E-05
FAM50B	8.27E-05
MIR488	8.27E-05
SIAH1	8.27E-05
ARGLU1	8.27E-05
LOC101927866	8.26E-05
ISCA1	8.26E-05
TMEM9B-AS1	8.26E-05
MIR6090	8.26E-05
DDX59	8.26E-05
ZNF2	8.26E-05
PPP3CB	8.25E-05
C7orf26	8.25E-05
KIAA0141	8.25E-05
SPG21	8.25E-05
S100A4	8.25E-05
LOC101927478	8.25E-05
NNAT	8.25E-05
RNF34	8.25E-05
LINC01176	8.25E-05
LGALS1	8.25E-05
S100A5	8.24E-05
SRGAP3-AS3	8.24E-05
TNRC18P1	8.24E-05
OMD	8.24E-05
LINC00307	8.24E-05
CAPN7	8.24E-05
RBM18	8.24E-05
PNRC1	8.23E-05
PRPF4B	8.23E-05
ZKSCAN3	8.23E-05
GIGYF1	8.23E-05
FAM13A-AS1	8.23E-05
OR8K3	8.23E-05
SUZ12	8.23E-05
RTCA	8.23E-05
UBE2B	8.23E-05
IFIT1	8.23E-05
TXLNA	8.23E-05
KRTAP6-1	8.23E-05
SLFNL1	8.23E-05
ZFP91	8.22E-05
CHCHD10	8.22E-05
MRPS11	8.22E-05
C8orf76	8.22E-05
CASP3	8.22E-05
SMPD4	8.22E-05
ACTR1A	8.22E-05
MIR548W	8.21E-05
NDUFV2	8.21E-05
EIF3IP1	8.21E-05
TMCO1	8.21E-05
RPP25L	8.21E-05
XKR8	8.21E-05
MIR574	8.21E-05
MIR8068	8.20E-05
ETNK1	8.20E-05
GPALPP1	8.20E-05
OR5M1	8.20E-05
C8orf58	8.20E-05
LSM6	8.20E-05
OR4K14	8.20E-05
RPE	8.20E-05
CORO1B	8.20E-05
OR2G2	8.20E-05
SPRTN	8.19E-05
MCM4	8.19E-05
PGD	8.19E-05
DHFR	8.19E-05
HDAC10	8.19E-05
MIDN	8.19E-05
MIR6730	8.19E-05
RAC1	8.19E-05
SLC25A30-AS1	8.18E-05
NCBP1	8.18E-05
PRO1804	8.18E-05
LINC01569	8.18E-05
C12orf65	8.18E-05
CCNL2	8.18E-05
ATP6V0CP3	8.18E-05
VAT1	8.18E-05
UBA2	8.18E-05
GATAD1	8.17E-05
SNORD115-44	8.17E-05
STX4	8.17E-05
NOL11	8.17E-05
CASP1	8.17E-05
CDC6	8.17E-05
ARFRP1	8.17E-05
NR2C1	8.16E-05
HIGD1C	8.16E-05
CEP76	8.16E-05
CAND1	8.16E-05
CISD1	8.16E-05
HNRNPD	8.16E-05
CFC1	8.16E-05
VPS35	8.16E-05
LOC93622	8.15E-05
UBE2V1	8.15E-05
SHPK	8.15E-05
C18orf21	8.15E-05
MIR376B	8.15E-05
MIR4494	8.15E-05
BTF3L4	8.15E-05
MIR8058	8.14E-05
NBR2	8.14E-05
MASTL	8.14E-05
CASC3	8.14E-05
ORAI1	8.14E-05
NAPA-AS1	8.14E-05
PAIP2	8.14E-05
MIR559	8.14E-05
RNR1	8.14E-05
DDA1	8.13E-05
ACD	8.13E-05
ZNF137P	8.13E-05
ARMT1	8.13E-05
FEM1C	8.13E-05
NAV2-AS2	8.13E-05
STIP1	8.13E-05
MIR378D2	8.13E-05
TSTA3	8.13E-05
ANXA1	8.12E-05
UBA6	8.12E-05
BRMS1	8.12E-05
COA6	8.12E-05
RNF216P1	8.12E-05
MRPL39	8.12E-05
ZBTB8OS	8.12E-05
TIPIN	8.12E-05
GTF3C2	8.12E-05
GTF2H3	8.11E-05
DDX23	8.11E-05
AKIRIN2	8.11E-05
TEPSIN	8.11E-05
MIR4703	8.11E-05
AASDH	8.11E-05
SEC24C	8.11E-05
C1orf27	8.11E-05
AZIN1	8.11E-05
KCTD13	8.10E-05
ARPC5L	8.10E-05
MFSD14C	8.10E-05
PIGF	8.10E-05
STARD7	8.10E-05
ZBTB11	8.10E-05
INE1	8.09E-05
LOC105369781	8.09E-05
IFITM3	8.09E-05
C14orf169	8.09E-05
EIF4H	8.09E-05
TARS2	8.09E-05
GABPA	8.09E-05
PRKRIP1	8.09E-05
GCDH	8.09E-05
CDK2AP1	8.09E-05
NUP50	8.09E-05
ZBED1	8.09E-05
CCNB1IP1	8.09E-05
DLST	8.09E-05
DUT	8.09E-05
LINC00174	8.08E-05
CEP290	8.08E-05
GIN1	8.08E-05
NFKBIB	8.08E-05
TOR1AIP2	8.08E-05
SEPHS2	8.08E-05
MIR1302-6	8.08E-05
NTHL1	8.08E-05
STX10	8.08E-05
NUCB1	8.07E-05
PYCRL	8.07E-05
ZNF24	8.07E-05
LOC105375556	8.07E-05
FLNB-AS1	8.07E-05
CBX3	8.07E-05
LOC101927550	8.07E-05
ANGPTL1	8.07E-05
MKRN9P	8.07E-05
CAPNS1	8.07E-05
HIC2	8.06E-05
MIR4472-2	8.06E-05
SCO1	8.06E-05
SNHG3	8.06E-05
LOC105375504	8.06E-05
GCC2-AS1	8.06E-05
LTV1	8.06E-05
MIR3920	8.06E-05
UGT2B10	8.06E-05
LOC102723753	8.06E-05
NDUFB8	8.05E-05
BBS1	8.05E-05
C9orf40	8.05E-05
SNRPD3	8.05E-05
SETD1A	8.05E-05
TBCCD1	8.05E-05
DNAJC28	8.05E-05
INPP5E	8.05E-05
DIS3	8.05E-05
VPS13A-AS1	8.05E-05
BNIPL	8.05E-05
LOC286437	8.05E-05
MRPS31P5	8.04E-05
RPS9	8.04E-05
MIR3168	8.04E-05
APOOP5	8.04E-05
CNP	8.04E-05
ZNF775	8.04E-05
TEX28	8.04E-05
EIF4A3	8.04E-05
IFT46	8.04E-05
DHX33	8.04E-05
POLI	8.03E-05
WTAP	8.03E-05
ZNF587	8.03E-05
LOC105370333	8.03E-05
RPL5	8.03E-05
ZNF320	8.02E-05
NME1-NME2	8.02E-05
EIF3J	8.02E-05
INE2	8.02E-05
OR5L1	8.02E-05
CEP57	8.02E-05
DERL1	8.02E-05
C6orf25	8.02E-05
LOC101927851	8.02E-05
NFU1	8.02E-05
CROCCP2	8.01E-05
ANKRD54	8.01E-05
ZNF70	8.01E-05
YME1L1	8.01E-05
TPR	8.01E-05
ACBD5	8.01E-05
SNORD114-13	8.01E-05
GTPBP3	8.01E-05
MCRS1	8.00E-05
MFSD14A	8.00E-05
PRG1	8.00E-05
IRAK1BP1	8.00E-05
MFN1	8.00E-05
FKBP11	8.00E-05
STT3A-AS1	8.00E-05
HINFP	8.00E-05
RPAP3	8.00E-05
NKTR	7.99E-05
DBF4	7.99E-05
KCNV2	7.99E-05
MIR4719	7.99E-05
GPN2	7.99E-05
PIGB	7.99E-05
TYW5	7.99E-05
GHET1	7.98E-05
HNRNPA2B1	7.98E-05
RAB2B	7.98E-05
TMEM198B	7.98E-05
TMX3	7.98E-05
UPF3A	7.98E-05
MCEE	7.98E-05
ZNF394	7.98E-05
EME1	7.98E-05
MDH1	7.97E-05
ATG9A	7.97E-05
KAT14	7.97E-05
RETSAT	7.97E-05
BORCS8	7.97E-05
PPP4R3CP	7.97E-05
SNAR-A10	7.97E-05
SNAR-A11	7.97E-05
SNAR-A14	7.97E-05
SNAR-A3	7.97E-05
SNAR-A4	7.97E-05
SNAR-A5	7.97E-05
SNAR-A6	7.97E-05
SNAR-A7	7.97E-05
SNAR-A8	7.97E-05
SNAR-A9	7.97E-05
NORAD	7.97E-05
DMTF1	7.97E-05
CTBP1-AS	7.96E-05
COA7	7.96E-05
EIF5A	7.96E-05
STK4-AS1	7.96E-05
ZNF321P	7.96E-05
KRTAP20-1	7.96E-05
DDX21	7.96E-05
UBL7-AS1	7.96E-05
ARL4D	7.96E-05
WDR82	7.96E-05
SUGT1	7.96E-05
KRIT1	7.95E-05
NDOR1	7.95E-05
IFIT2	7.95E-05
LENG8	7.95E-05
ZBTB37	7.95E-05
TGDS	7.95E-05
CEP19	7.95E-05
LOC101926951	7.94E-05
GTPBP1	7.94E-05
WBSCR22	7.94E-05
NRG3-AS1	7.94E-05
RSL1D1	7.93E-05
PARG	7.93E-05
WSB1	7.93E-05
DHX38	7.93E-05
PNO1	7.93E-05
MAMSTR	7.93E-05
MIR6845	7.93E-05
ZFC3H1	7.93E-05
RAD51AP1	7.93E-05
SNUPN	7.93E-05
C11orf24	7.93E-05
MALAT1	7.92E-05
CRYBA1	7.92E-05
LOC101929718	7.92E-05
OR7E5P	7.92E-05
SLC25A35	7.92E-05
SVIP	7.92E-05
MIR4489	7.92E-05
ZNF34	7.92E-05
C19orf44	7.91E-05
ORC2	7.91E-05
MIR4280	7.91E-05
MIER1	7.91E-05
LSM12	7.91E-05
CNTNAP3B	7.91E-05
MIR520F	7.91E-05
EFCAB7	7.91E-05
H1FX	7.90E-05
OR2M5	7.90E-05
MRPL10	7.90E-05
MIR4649	7.90E-05
TRIM64C	7.90E-05
EFCAB14-AS1	7.90E-05
MIR7843	7.90E-05
SPCS2	7.90E-05
OTUD4	7.90E-05
POLR3F	7.90E-05
ECI2	7.89E-05
PRPF4	7.89E-05
CHMP1A	7.89E-05
ANXA2P3	7.89E-05
VHL	7.89E-05
MRPL13	7.89E-05
MIR7852	7.88E-05
VPS25	7.88E-05
CDC37L1	7.88E-05
SRP72	7.88E-05
TMPPE	7.88E-05
PCSK7	7.88E-05
RNF7	7.88E-05
CDR1	7.88E-05
VARS	7.87E-05
RPL32P3	7.87E-05
DVL3	7.87E-05
TOB2	7.87E-05
MARS	7.87E-05
LOC105377623	7.87E-05
CHERP	7.86E-05
YOD1	7.86E-05
ERLEC1	7.86E-05
U2AF2	7.86E-05
GLRX	7.86E-05
UQCRH	7.86E-05
TYW3	7.86E-05
KLLN	7.85E-05
DDB2	7.85E-05
RCOR3	7.85E-05
LDB1	7.85E-05
LOC102724323	7.85E-05
TDG	7.85E-05
PSMA3	7.85E-05
SNORA104	7.85E-05
IGFALS	7.85E-05
ZNF397	7.84E-05
MIR4423	7.84E-05
ZRANB1	7.84E-05
RIC8A	7.84E-05
TIAL1	7.83E-05
OAZ1	7.83E-05
DNAJA1	7.83E-05
IDI2-AS1	7.83E-05
PPP1R3D	7.83E-05
MIR3925	7.83E-05
DCTN3	7.83E-05
COPB2	7.83E-05
TRMT1L	7.82E-05
TMEM259	7.82E-05
CNTNAP3P2	7.82E-05
EMP3	7.82E-05
NAA40	7.82E-05
NARS	7.81E-05
VDAC2	7.81E-05
MCM8-AS1	7.81E-05
MEPCE	7.81E-05
UBE2Q1	7.81E-05
PGRMC2	7.80E-05
CYB5D2	7.80E-05
SYVN1	7.80E-05
MIR3689A	7.80E-05
ABHD8	7.80E-05
PARP2	7.80E-05
PANDAR	7.80E-05
KLHL6-AS1	7.80E-05
STX18-IT1	7.80E-05
TMEM14C	7.80E-05
UBFD1	7.79E-05
NQO1	7.79E-05
TMX1	7.79E-05
ZDHHC6	7.79E-05
HMGA1	7.79E-05
UCN2	7.79E-05
SRSF11	7.78E-05
PSMD13	7.78E-05
STYX	7.78E-05
LOC440028	7.78E-05
NUTF2	7.78E-05
LOC101927934	7.77E-05
PPP2R2D	7.77E-05
SNRPC	7.77E-05
CHD4	7.77E-05
KTN1-AS1	7.77E-05
WDR92	7.77E-05
MIR15B	7.77E-05
PPWD1	7.77E-05
AGBL5	7.76E-05
CLPP	7.76E-05
PRRG2	7.76E-05
LINC01676	7.76E-05
TRNT1	7.75E-05
OR5I1	7.75E-05
C14orf166	7.75E-05
LOC100506083	7.75E-05
SLC25A15	7.75E-05
USP1	7.75E-05
KLHL7-AS1	7.75E-05
NPEPPS	7.75E-05
NDUFAF7	7.74E-05
CLPX	7.74E-05
CHCHD4	7.74E-05
LINC01063	7.74E-05
HNRNPU	7.74E-05
FAM162A	7.73E-05
PCBP2	7.73E-05
TAF1C	7.73E-05
LGALS7	7.73E-05
PUS7L	7.73E-05
LOC101928932	7.73E-05
VPS33B	7.73E-05
FTMT	7.73E-05
LINC00471	7.72E-05
ZBTB48	7.72E-05
MIR95	7.72E-05
BAD	7.72E-05
GNRHR	7.72E-05
PEX2	7.72E-05
DONSON	7.71E-05
MIR4679-1	7.71E-05
MIR6756	7.71E-05
CDK10	7.71E-05
BORA	7.71E-05
MIR154	7.71E-05
SMYD5	7.71E-05
FAM213B	7.71E-05
FLAD1	7.71E-05
PPIH	7.70E-05
KRTAP10-11	7.70E-05
LOC101927356	7.70E-05
PSMD5-AS1	7.70E-05
ZNF622	7.70E-05
STAG3L5P-PVRIG2P-PILRB	7.70E-05
TSPY26P	7.70E-05
MFAP3	7.70E-05
LPAR6	7.70E-05
LINC00417	7.70E-05
COQ5	7.70E-05
CDK7	7.70E-05
BET1L	7.70E-05
FAM98A	7.69E-05
CCDC82	7.69E-05
EIF2B2	7.69E-05
CENPQ	7.69E-05
TSTD3	7.69E-05
LOC105370605	7.69E-05
TMEM55B	7.69E-05
HAUS4	7.69E-05
GNPNAT1	7.69E-05
KRTAP19-4	7.68E-05
ELL3	7.68E-05
FAM104A	7.68E-05
LOC105377348	7.68E-05
VENTXP1	7.68E-05
ATP5A1	7.68E-05
LAMTOR5	7.68E-05
ZNF79	7.68E-05
LINC01193	7.68E-05
SHARPIN	7.68E-05
CIDEB	7.68E-05
LOC101593348	7.68E-05
LOC730159	7.68E-05
MZT1	7.67E-05
C1orf162	7.67E-05
AP1G2	7.67E-05
LOC100506107	7.67E-05
SNORD114-27	7.67E-05
LOC105369423	7.67E-05
NUP37	7.67E-05
UXT-AS1	7.67E-05
MIR3938	7.67E-05
SEH1L	7.66E-05
MIR520C	7.66E-05
TMEM9B	7.66E-05
LOC101929721	7.66E-05
MIR3917	7.66E-05
TBC1D23	7.66E-05
THOC7	7.65E-05
CLN3	7.65E-05
OSBP	7.65E-05
UBQLN4	7.65E-05
HSPD1	7.65E-05
LOC100132686	7.64E-05
OR5AP2	7.64E-05
C6orf62	7.64E-05
TMEM70	7.64E-05
LINC01318	7.63E-05
DUS1L	7.63E-05
MIR17	7.63E-05
GEMIN4	7.63E-05
MIR6775	7.63E-05
RHNO1	7.63E-05
PCDH9-AS3	7.63E-05
OGG1	7.63E-05
HNRNPL	7.63E-05
LINC01279	7.63E-05
PPP2R1A	7.62E-05
BUD13	7.62E-05
EIF3G	7.62E-05
TIMM44	7.62E-05
PPAN-P2RY11	7.62E-05
ARHGEF9-IT1	7.62E-05
HACL1	7.61E-05
FAM8A1	7.61E-05
PRPF39	7.61E-05
SNORA70	7.61E-05
RBMXL3	7.61E-05
MRPL55	7.61E-05
LOC100507507	7.61E-05
IKZF4	7.61E-05
MIR575	7.60E-05
HSP90B1	7.60E-05
ORAI3	7.60E-05
SGO1-AS1	7.60E-05
SLC16A1-AS1	7.59E-05
YY1P2	7.59E-05
FCGR1CP	7.59E-05
DNAJB14	7.59E-05
SNORD114-22	7.59E-05
NCL	7.59E-05
MIR3154	7.58E-05
CCNI	7.58E-05
ING1	7.58E-05
TIMMDC1	7.58E-05
RIMBP3	7.58E-05
PYM1	7.58E-05
PAGE2	7.58E-05
PRKAR2A-AS1	7.58E-05
UBE2C	7.58E-05
FAM86JP	7.58E-05
POM121	7.58E-05
MUTYH	7.57E-05
LYAR	7.57E-05
RAB11A	7.57E-05
MIR6867	7.57E-05
C22orf46	7.57E-05
LIAS	7.57E-05
PAFAH1B3	7.57E-05
UQCRHL	7.57E-05
OR51A2	7.57E-05
HSPA13	7.57E-05
PAXBP1	7.57E-05
SENP3-EIF4A1	7.56E-05
COG8	7.56E-05
SP1	7.56E-05
SIVA1	7.56E-05
KCNIP2-AS1	7.56E-05
SPIN2A	7.56E-05
C5orf22	7.56E-05
BAG1	7.56E-05
SPNS1	7.56E-05
VTRNA1-2	7.56E-05
SLBP	7.56E-05
MAGOHB	7.55E-05
ATOX1	7.55E-05
ZFAND2B	7.55E-05
ALG1	7.55E-05
BCKDK	7.55E-05
TP53	7.55E-05
CCDC34	7.55E-05
SMPD2	7.55E-05
SLC30A5	7.55E-05
ATAD5	7.55E-05
DEFB4B	7.55E-05
NDUFA4	7.54E-05
CLP1	7.54E-05
BIRC2	7.54E-05
CCAR2	7.54E-05
MRM1	7.54E-05
ZNF20	7.54E-05
LPCAT4	7.54E-05
PRUNE1	7.54E-05
ATAD3B	7.54E-05
PDIA3	7.54E-05
ZNF142	7.54E-05
NEMP1	7.54E-05
THNSL1	7.53E-05
MTERF3	7.53E-05
CHTF8	7.53E-05
LINC01625	7.53E-05
ADAM20P1	7.53E-05
LOC101929153	7.53E-05
RNF14	7.53E-05
SMPD1	7.53E-05
ACTG1P20	7.52E-05
CWC25	7.52E-05
OIP5	7.52E-05
EMG1	7.52E-05
POM121L12	7.52E-05
WARS2-IT1	7.52E-05
VCP	7.52E-05
ENO3	7.52E-05
DDX24	7.52E-05
GTF3C6	7.52E-05
HTN1	7.52E-05
RABIF	7.52E-05
MAK16	7.51E-05
RNF114	7.51E-05
EIF4G2	7.51E-05
GTPBP2	7.51E-05
PLGLA	7.51E-05
C17orf62	7.51E-05
IFFO1	7.51E-05
SLC37A4	7.50E-05
TGFB2-OT1	7.50E-05
NOP14-AS1	7.50E-05
TXNL4B	7.50E-05
AKAP17A	7.50E-05
NAA50	7.50E-05
LOC340107	7.50E-05
RBM14	7.50E-05
ATP13A1	7.50E-05
EIF3K	7.50E-05
HIST1H2AL	7.49E-05
TRIM5	7.49E-05
NOL6	7.49E-05
MIA-RAB4B	7.49E-05
SNAR-D	7.49E-05
CKAP2	7.49E-05
FBXO5	7.49E-05
ANGPTL8	7.49E-05
VEZF1	7.49E-05
LINC01126	7.49E-05
EMC7	7.48E-05
PAK1IP1	7.48E-05
GTPBP10	7.48E-05
DPY19L1P2	7.48E-05
MRPL21	7.48E-05
OR7E12P	7.48E-05
PTS	7.47E-05
DNM3-IT1	7.47E-05
SLC39A5	7.47E-05
HN1L	7.47E-05
FLJ13224	7.47E-05
JKAMP	7.47E-05
DLD	7.47E-05
C19orf24	7.47E-05
FBXL19	7.47E-05
APTX	7.47E-05
DAZAP2	7.47E-05
METTL5	7.47E-05
VTI1B	7.46E-05
KCTD9	7.46E-05
CCP110	7.46E-05
ARHGAP1	7.46E-05
FAM103A1	7.46E-05
NDUFS5	7.45E-05
LINC01243	7.45E-05
MIR452	7.45E-05
SARS2	7.45E-05
NCAPH2	7.45E-05
MIR6821	7.45E-05
ZFAND5	7.45E-05
SNORD114-12	7.45E-05
SOD1	7.45E-05
C17orf75	7.45E-05
UBALD1	7.45E-05
ACIN1	7.45E-05
PMPCA	7.45E-05
CINP	7.45E-05
DDX47	7.45E-05
LOC101928896	7.44E-05
MAP4K2	7.44E-05
LVCAT1	7.44E-05
MIR1323	7.44E-05
NME6	7.44E-05
LOC100130452	7.44E-05
OSGIN2	7.44E-05
IDH1	7.44E-05
ARL6IP5	7.44E-05
PDCD7	7.44E-05
MAGEF1	7.43E-05
RAB33B	7.43E-05
HNRNPH1	7.43E-05
NDUFA7	7.43E-05
MOCS2	7.43E-05
MSMO1	7.43E-05
GLOD4	7.42E-05
SPOUT1	7.42E-05
SART1	7.42E-05
METTL13	7.42E-05
CCDC58	7.42E-05
PPP2R5D	7.41E-05
SNORA101A	7.41E-05
MIR4431	7.41E-05
MIR4501	7.41E-05
GPATCH3	7.41E-05
POMP	7.41E-05
ALAD	7.41E-05
LOC101927151	7.41E-05
REPIN1	7.41E-05
PMPCB	7.41E-05
MIR1185-1	7.41E-05
MIR16-2	7.41E-05
KRTAP4-9	7.40E-05
APOA1	7.40E-05
CATSPER2	7.40E-05
TRUB1	7.40E-05
C1orf123	7.40E-05
MIR4793	7.40E-05
TFIP11	7.40E-05
MIR3180-5	7.40E-05
WDR53	7.40E-05
MIR125A	7.39E-05
TXNDC9	7.39E-05
SNORD114-9	7.39E-05
AMACR	7.39E-05
LRWD1	7.38E-05
PRMT1	7.38E-05
NME4	7.38E-05
SNRPA1	7.38E-05
PARD6A	7.38E-05
TSC22D4	7.38E-05
COPG1	7.38E-05
TMEM106A	7.38E-05
SCAF1	7.38E-05
USP16	7.38E-05
GPR182	7.38E-05
HIST1H1T	7.37E-05
PAN2	7.37E-05
PI4KB	7.37E-05
CDKN2D	7.37E-05
GUSB	7.37E-05
DNAJA2	7.37E-05
TMX2	7.37E-05
LINC00441	7.37E-05
TSFM	7.37E-05
SNRNP48	7.36E-05
CTC1	7.36E-05
TFAP4	7.36E-05
MIR6830	7.36E-05
MORF4L1	7.36E-05
LOC101930094	7.36E-05
MIR3615	7.36E-05
PCIF1	7.36E-05
MED28	7.36E-05
CPSF6	7.36E-05
MIR520E	7.36E-05
