Gene	TriageRank_WT	TriageRank_KO1	TriageRank_KO2	WT2_D14_DS	KO1_D14_DS	KO2_D14_DS
HULC	18993	17358	17065	0	3.07E-05	1.94E-05
CFH	17805	19465	17066	9.30E-06	0	1.93E-05
LYZ	17019	18209	17067	2.67E-05	1.18E-05	1.93E-05
PCED1B-AS1	19771	18197	17068	0	1.21E-05	1.93E-05
GHRL	17474	17834	17069	1.61E-05	1.97E-05	1.93E-05
PGBD4	16237	17750	17070	5.26E-05	2.15E-05	1.93E-05
P2RY11	16980	17865	17071	2.80E-05	1.89E-05	1.92E-05
LINC01623	15416	16589	17072	8.64E-05	5.49E-05	1.91E-05
MIR106B	16929	19341	17073	2.93E-05	0	1.91E-05
LINC01619	15332	18221	17074	9.03E-05	1.16E-05	1.90E-05
KLHL6-AS1	19074	18202	17075	0	1.20E-05	1.90E-05
TMSB4Y	17116	18023	17076	2.42E-05	1.55E-05	1.90E-05
AGAP6	17373	17819	17077	1.81E-05	2.00E-05	1.90E-05
SNORD1B	16933	17766	17078	2.92E-05	2.13E-05	1.90E-05
GPR75	16964	17526	17079	2.85E-05	2.66E-05	1.90E-05
ALMS1-IT1	17915	18722	17080	7.09E-06	2.20E-06	1.89E-05
FBXL19-AS1	17794	17723	17081	9.50E-06	2.20E-05	1.88E-05
MIR4774	17750	18085	17082	1.01E-05	1.42E-05	1.88E-05
MIR93	16950	17774	17083	2.87E-05	2.10E-05	1.88E-05
C17orf49	16968	17478	17084	2.84E-05	2.78E-05	1.88E-05
LINC00504	16594	16305	17085	3.91E-05	6.54E-05	1.88E-05
HIPK4	15704	17708	17086	7.31E-05	2.23E-05	1.88E-05
PKD1L3	15384	19190	17087	8.80E-05	0	1.87E-05
LIMD1-AS1	17204	18214	17088	2.16E-05	1.17E-05	1.87E-05
PWRN3	16889	17134	17089	3.05E-05	3.64E-05	1.87E-05
TM4SF20	17037	16636	17090	2.60E-05	5.34E-05	1.87E-05
ZNF835	14690	17248	17091	0.000115896	3.32E-05	1.86E-05
UBOX5-AS1	17932	17506	17092	6.83E-06	2.71E-05	1.86E-05
FNDC7	16620	17710	17093	3.84E-05	2.23E-05	1.86E-05
UGT2A1	16470	17962	17094	4.35E-05	1.68E-05	1.86E-05
KLHL7-AS1	16146	18003	17095	5.62E-05	1.59E-05	1.85E-05
IFNK	19004	17751	17096	0	2.15E-05	1.84E-05
DPEP2	15328	18246	17097	9.05E-05	1.12E-05	1.84E-05
PLSCR2	17604	16926	17098	1.30E-05	4.26E-05	1.84E-05
GPHA2	16427	19266	17099	4.53E-05	0	1.83E-05
LINC00310	15552	16439	17100	8.02E-05	6.09E-05	1.83E-05
GAS5-AS1	17279	17795	17101	2.01E-05	2.04E-05	1.83E-05
TEX21P	17421	17756	17102	1.73E-05	2.14E-05	1.83E-05
CHAC2	16374	17176	17103	4.74E-05	3.52E-05	1.82E-05
TMEM110-MUSTN1	20126	18645	17104	0	3.83E-06	1.82E-05
N4BP2L2-IT2	17387	17626	17105	1.78E-05	2.43E-05	1.82E-05
CLSTN2-AS1	17609	17741	17106	1.29E-05	2.17E-05	1.81E-05
RPL23AP7	17286	18134	17107	2.00E-05	1.32E-05	1.81E-05
GNRHR2	16891	18230	17108	3.05E-05	1.15E-05	1.81E-05
ILK	17687	17698	17109	1.14E-05	2.24E-05	1.81E-05
SND1-IT1	18064	17872	17110	3.93E-06	1.88E-05	1.81E-05
HTR2B	17766	17833	17111	9.88E-06	1.98E-05	1.80E-05
TAS2R31	17578	17704	17112	1.35E-05	2.23E-05	1.80E-05
FAM83A	17622	19428	17113	1.27E-05	0	1.80E-05
SGK494	17386	17720	17114	1.78E-05	2.21E-05	1.79E-05
MIR5192	19545	19980	17115	0	0	1.79E-05
LINC00174	17072	17141	17116	2.52E-05	3.62E-05	1.79E-05
STX18-IT1	20073	18245	17117	0	1.12E-05	1.79E-05
FNDC8	17098	18265	17118	2.47E-05	1.09E-05	1.78E-05
C18orf32	16641	17840	17119	3.80E-05	1.94E-05	1.78E-05
FLJ27354	9814	17338	17120	0.000299525	3.12E-05	1.78E-05
GABRA1	17630	17322	17121	1.26E-05	3.16E-05	1.77E-05
ST13P4	17972	17948	17122	5.93E-06	1.72E-05	1.77E-05
GDPD3	17209	17244	17123	2.15E-05	3.35E-05	1.77E-05
LINC00449	17734	18225	17124	1.04E-05	1.16E-05	1.76E-05
PLCZ1	19798	17177	17125	0	3.52E-05	1.76E-05
FDXACB1	17145	17612	17126	2.33E-05	2.45E-05	1.76E-05
LINC01424	16810	18234	17127	3.28E-05	1.14E-05	1.76E-05
TRPM1	17647	17332	17128	1.24E-05	3.13E-05	1.76E-05
LINC00680	17539	17810	17129	1.44E-05	2.01E-05	1.75E-05
CD69	18538	19610	17130	0	0	1.75E-05
SMTNL1	14299	16534	17131	0.000130673	5.73E-05	1.75E-05
TMEM81	17218	17507	17132	2.13E-05	2.71E-05	1.75E-05
KRT16P2	19092	17734	17133	0	2.18E-05	1.74E-05
LRRIQ3	15948	18096	17134	6.35E-05	1.40E-05	1.74E-05
SLA2	16924	18280	17135	2.95E-05	1.06E-05	1.74E-05
HRNR	16699	18571	17136	3.61E-05	5.26E-06	1.73E-05
RNF144A-AS1	15202	15855	17137	9.60E-05	8.36E-05	1.73E-05
MIR302A	17270	18390	17138	2.03E-05	8.51E-06	1.73E-05
LINC00115	17605	18298	17139	1.30E-05	1.03E-05	1.72E-05
C19orf33	18433	16243	17140	0	6.77E-05	1.72E-05
CLIP1-AS1	18596	18357	17141	0	9.15E-06	1.71E-05
RAD9B	15626	18291	17142	7.68E-05	1.04E-05	1.71E-05
PGA5	16440	16798	17143	4.47E-05	4.73E-05	1.71E-05
SRD5A3-AS1	16954	17691	17144	2.87E-05	2.25E-05	1.70E-05
ABCB6	17818	17991	17145	9.16E-06	1.62E-05	1.70E-05
SCARNA18	17211	18118	17146	2.14E-05	1.35E-05	1.70E-05
GP1BA	17059	17916	17147	2.55E-05	1.77E-05	1.70E-05
PDIA2	15941	16570	17148	6.39E-05	5.56E-05	1.69E-05
ANGPTL7	17177	17391	17149	2.25E-05	2.98E-05	1.69E-05
MPV17L	15611	19198	17150	7.72E-05	0	1.69E-05
MIR1254-1	19473	16979	17151	0	4.11E-05	1.69E-05
TEX35	16430	17051	17152	4.52E-05	3.90E-05	1.68E-05
LINC01537	19379	19897	17153	0	0	1.68E-05
CHMP4A	18057	17845	17154	4.07E-06	1.94E-05	1.68E-05
C11orf21	10674	17396	17155	0.000262874	2.97E-05	1.67E-05
TAS2R14	17683	17912	17156	1.15E-05	1.78E-05	1.67E-05
PRH2	17185	17229	17157	2.22E-05	3.37E-05	1.67E-05
LINC01118	16763	16568	17158	3.41E-05	5.57E-05	1.67E-05
SNORD88A	17313	18306	17159	1.94E-05	1.01E-05	1.66E-05
SYCP3	17650	17939	17160	1.23E-05	1.73E-05	1.66E-05
OR8S1	19740	17825	17161	0	1.99E-05	1.66E-05
LINC01625	17485	17973	17162	1.57E-05	1.66E-05	1.66E-05
MIR762HG	15921	17139	17163	6.46E-05	3.63E-05	1.66E-05
CNBD1	18606	18310	17164	0	1.01E-05	1.65E-05
ACTA2-AS1	16003	18163	17165	6.16E-05	1.27E-05	1.65E-05
SPATA32	16782	17095	17166	3.35E-05	3.78E-05	1.65E-05
METTL21EP	18055	17980	17167	4.12E-06	1.65E-05	1.65E-05
GLUD1P3	16906	17911	17168	3.00E-05	1.78E-05	1.65E-05
HCAR2	17670	17001	17169	1.18E-05	4.04E-05	1.64E-05
LINC01376	15019	16841	17170	0.000103463	4.54E-05	1.64E-05
AICDA	16774	18315	17171	3.38E-05	9.95E-06	1.64E-05
FLG	16572	17835	17172	3.97E-05	1.96E-05	1.64E-05
TSKS	17679	19442	17173	1.16E-05	0	1.63E-05
TERC	20104	20206	17174	0	0	1.63E-05
ITGA10	14156	18316	17175	0.000136292	9.93E-06	1.63E-05
SCAND2P	16798	17880	17176	3.30E-05	1.85E-05	1.63E-05
TAS2R4	18040	18030	17177	4.48E-06	1.54E-05	1.63E-05
F13B	17682	16824	17178	1.15E-05	4.64E-05	1.63E-05
WEE2-AS1	15510	17104	17179	8.20E-05	3.77E-05	1.62E-05
LINC00672	17174	18418	17180	2.26E-05	8.15E-06	1.62E-05
MIR4326	19527	18210	17181	0	1.18E-05	1.62E-05
NAPA-AS1	16326	18135	17182	4.90E-05	1.32E-05	1.62E-05
LINC01372	16692	17992	17183	3.63E-05	1.62E-05	1.62E-05
C1orf167	18443	18322	17184	0	9.75E-06	1.62E-05
LINC01138	17285	18017	17185	2.00E-05	1.56E-05	1.61E-05
KIZ-AS1	17802	18426	17186	9.32E-06	7.99E-06	1.61E-05
SUMO1P3	17283	17742	17187	2.01E-05	2.17E-05	1.61E-05
MAGEA4	19438	17852	17188	0	1.92E-05	1.61E-05
SCARNA8	17389	18596	17189	1.77E-05	4.78E-06	1.61E-05
RERGL	17970	17501	17190	5.95E-06	2.72E-05	1.60E-05
TCAP	12397	18108	17191	0.000197995	1.37E-05	1.60E-05
OSGEPL1-AS1	17247	18064	17192	2.09E-05	1.46E-05	1.59E-05
MIR3682	17628	19430	17193	1.26E-05	0	1.59E-05
HERC2P2	17510	17899	17194	1.52E-05	1.81E-05	1.59E-05
SWSAP1	16871	17611	17195	3.10E-05	2.46E-05	1.59E-05
RTEL1	17045	17705	17196	2.58E-05	2.23E-05	1.59E-05
STX19	17952	18432	17197	6.32E-06	7.92E-06	1.59E-05
FCF1P2	17000	17755	17198	2.73E-05	2.14E-05	1.58E-05
CPS1-IT1	18150	18604	17199	1.87E-06	4.63E-06	1.58E-05
MUC7	19610	17471	17200	0	2.79E-05	1.58E-05
TAS2R50	17551	17542	17201	1.42E-05	2.62E-05	1.58E-05
CRYGS	16979	17154	17202	2.81E-05	3.57E-05	1.57E-05
LTC4S	17694	19444	17203	1.13E-05	0	1.57E-05
HMMR-AS1	17695	17877	17204	1.13E-05	1.86E-05	1.57E-05
SH2D6	16852	16330	17205	3.16E-05	6.49E-05	1.57E-05
DSG1	17702	18338	17206	1.11E-05	9.46E-06	1.55E-05
EID3	17813	17878	17207	9.23E-06	1.86E-05	1.55E-05
TEX14	15303	16622	17208	9.18E-05	5.39E-05	1.55E-05
TDRD15	17464	19407	17209	1.63E-05	0	1.54E-05
SCARF1	11862	16904	17210	0.000217427	4.33E-05	1.54E-05
CKMT1B	17009	17891	17211	2.70E-05	1.82E-05	1.54E-05
TM4SF19-AS1	17701	18330	17212	1.11E-05	9.58E-06	1.54E-05
ANXA2P1	17975	17577	17213	5.87E-06	2.53E-05	1.53E-05
ABCD2	16457	18520	17214	4.40E-05	6.25E-06	1.53E-05
POLR2J4	18049	18050	17215	4.28E-06	1.50E-05	1.53E-05
ZNF625	16739	16966	17216	3.48E-05	4.13E-05	1.53E-05
DDTL	17192	17851	17217	2.20E-05	1.92E-05	1.53E-05
SUGT1P3	16628	18580	17218	3.83E-05	5.04E-06	1.52E-05
BSCL2	16995	16950	17219	2.74E-05	4.18E-05	1.52E-05
STEAP3-AS1	17230	18106	17220	2.11E-05	1.38E-05	1.52E-05
IGBP1P1	17834	18693	17221	8.82E-06	2.74E-06	1.52E-05
RP1	17711	18277	17222	1.07E-05	1.07E-05	1.51E-05
FALEC	16959	18341	17223	2.86E-05	9.43E-06	1.50E-05
ACSM2B	17478	18358	17224	1.59E-05	9.14E-06	1.50E-05
FBXO47	17715	18359	17225	1.07E-05	9.13E-06	1.50E-05
SNORD6	17696	17895	17226	1.13E-05	1.82E-05	1.50E-05
ACY1	16856	17541	17227	3.15E-05	2.62E-05	1.49E-05
GOLGA6L9	17351	18267	17228	1.86E-05	1.09E-05	1.48E-05
CATSPER2P1	17147	17388	17229	2.33E-05	2.98E-05	1.48E-05
GYPB	15933	17047	17230	6.41E-05	3.91E-05	1.48E-05
LRRC19	18072	17486	17231	3.75E-06	2.76E-05	1.48E-05
CDK11A	17948	18149	17232	6.46E-06	1.29E-05	1.48E-05
OR1S1	17725	19450	17233	1.06E-05	0	1.47E-05
PIP5K1P1	17730	19452	17234	1.05E-05	0	1.47E-05
DEFB108B	17717	19448	17235	1.07E-05	0	1.46E-05
GRM2	15442	18372	17236	8.53E-05	8.85E-06	1.46E-05
ATP6V1G2	15975	18324	17237	6.26E-05	9.73E-06	1.46E-05
FAM221B	16564	17928	17238	4.00E-05	1.75E-05	1.46E-05
ANKHD1-EIF4EBP3	17552	17847	17239	1.42E-05	1.93E-05	1.46E-05
LUCAT1	15625	17046	17240	7.69E-05	3.92E-05	1.46E-05
AARSD1	17382	17586	17241	1.79E-05	2.51E-05	1.46E-05
HIPK1-AS1	16927	17941	17242	2.94E-05	1.73E-05	1.45E-05
RPS18P9	17112	17779	17243	2.43E-05	2.09E-05	1.45E-05
CXCL9	18660	18377	17244	0	8.78E-06	1.45E-05
ZNF658	17492	18187	17245	1.55E-05	1.22E-05	1.44E-05
MLANA	16793	16830	17246	3.32E-05	4.63E-05	1.44E-05
ADH1A	17740	16638	17247	1.03E-05	5.34E-05	1.44E-05
SNORD5	20031	20175	17248	0	0	1.43E-05
LINC00645	19229	17302	17249	0	3.20E-05	1.43E-05
YTHDF3-AS1	17208	17731	17250	2.15E-05	2.18E-05	1.43E-05
GLIPR1L2	16801	18615	17251	3.30E-05	4.44E-06	1.43E-05
MIR4484	17693	18304	17252	1.13E-05	1.01E-05	1.43E-05
WDR49	8388	17576	17253	0.000378525	2.53E-05	1.42E-05
FAM35DP	18085	18255	17254	3.48E-06	1.10E-05	1.42E-05
NAIP	17748	18233	17255	1.02E-05	1.15E-05	1.42E-05
RNF151	17998	18148	17256	5.42E-06	1.29E-05	1.42E-05
PI4KAP2	17688	18082	17257	1.14E-05	1.42E-05	1.42E-05
DGCR11	17934	17762	17258	6.80E-06	2.13E-05	1.42E-05
RRN3P3	17170	17545	17259	2.27E-05	2.61E-05	1.41E-05
LINC01144	16574	17910	17260	3.97E-05	1.78E-05	1.41E-05
PSAPL1	10185	17606	17261	0.000282751	2.47E-05	1.40E-05
TMPRSS11B	17761	18391	17262	9.94E-06	8.50E-06	1.40E-05
MIR4767	17008	17293	17263	2.71E-05	3.22E-05	1.40E-05
OPA1-AS1	17482	17837	17264	1.57E-05	1.95E-05	1.40E-05
PPP1R3A	3791	17966	17265	0.001655167	1.67E-05	1.40E-05
ADGRF5	17302	14610	17266	1.96E-05	0.000130617	1.40E-05
TXNDC12-AS1	17708	17855	17267	1.08E-05	1.92E-05	1.40E-05
ABRA	7640	17971	17268	0.000434623	1.66E-05	1.40E-05
DNMBP-AS1	17529	18387	17269	1.47E-05	8.56E-06	1.39E-05
KCNV2	17010	17374	17270	2.70E-05	3.01E-05	1.39E-05
MAGEB3	19441	17972	17271	0	1.66E-05	1.39E-05
DGKB	5838	16337	17272	0.000699457	6.45E-05	1.39E-05
WARS2-IT1	20223	18537	17273	0	5.85E-06	1.38E-05
HM13-AS1	15838	17218	17274	6.76E-05	3.41E-05	1.38E-05
SPTY2D1-AS1	16160	17266	17275	5.56E-05	3.30E-05	1.38E-05
TOB1-AS1	16413	17856	17276	4.56E-05	1.92E-05	1.38E-05
TMEM95	17332	18392	17277	1.90E-05	8.44E-06	1.37E-05
SNORA40	17265	17946	17278	2.04E-05	1.72E-05	1.37E-05
FLJ42393	18805	17933	17279	0	1.74E-05	1.37E-05
CLIC2	17547	18405	17280	1.43E-05	8.31E-06	1.36E-05
HORMAD1	17785	18412	17281	9.65E-06	8.26E-06	1.36E-05
CASP5	17783	18409	17282	9.67E-06	8.28E-06	1.36E-05
LINCR-0001	19409	18407	17283	0	8.30E-06	1.35E-05
HIST2H2AA3	16708	16857	17284	3.59E-05	4.49E-05	1.35E-05
EIF4EBP3	17499	18525	17285	1.53E-05	6.20E-06	1.35E-05
SLC4A9	16678	17050	17286	3.67E-05	3.90E-05	1.35E-05
GPR182	16941	17809	17287	2.90E-05	2.01E-05	1.35E-05
OSBPL10-AS1	19742	17996	17288	0	1.61E-05	1.35E-05
SLC25A25-AS1	17249	17897	17289	2.07E-05	1.81E-05	1.35E-05
SUPT20HL2	17795	19464	17290	9.49E-06	0	1.34E-05
UCN2	17561	18007	17291	1.41E-05	1.58E-05	1.34E-05
SLC16A1-AS1	16588	17589	17292	3.93E-05	2.51E-05	1.34E-05
HSP90AB4P	17936	18649	17293	6.76E-06	3.69E-06	1.34E-05
CSN3	18636	18008	17294	0	1.58E-05	1.33E-05
LRRC61	19424	18002	17295	0	1.59E-05	1.33E-05
PRF1	19823	20099	17296	0	0	1.33E-05
GALNTL6	17800	17641	17297	9.36E-06	2.37E-05	1.33E-05
HSP90B2P	17450	18167	17298	1.65E-05	1.26E-05	1.32E-05
ACKR4	18274	18433	17299	0	7.92E-06	1.32E-05
USP30-AS1	17776	18195	17300	9.75E-06	1.21E-05	1.32E-05
MIR302C	17579	18078	17301	1.35E-05	1.44E-05	1.32E-05
VN1R1	17144	17587	17302	2.33E-05	2.51E-05	1.32E-05
SEPSECS-AS1	16210	16922	17303	5.34E-05	4.27E-05	1.32E-05
UBQLN3	16722	17665	17304	3.52E-05	2.31E-05	1.31E-05
VIPR1-AS1	20212	17846	17305	0	1.93E-05	1.31E-05
B3GALT2	15893	18334	17306	6.55E-05	9.55E-06	1.30E-05
SLC10A5	17214	17656	17307	2.14E-05	2.34E-05	1.30E-05
ISPD-AS1	16535	17419	17308	4.11E-05	2.93E-05	1.30E-05
BIN2	17376	18436	17309	1.81E-05	7.85E-06	1.29E-05
OR5H6	17807	19466	17310	9.29E-06	0	1.29E-05
SNORD41	17737	19454	17311	1.03E-05	0	1.29E-05
TMPRSS11A	15223	18028	17312	9.50E-05	1.54E-05	1.29E-05
PRB3	17388	17715	17313	1.77E-05	2.22E-05	1.29E-05
FBXW10	17036	18439	17314	2.60E-05	7.80E-06	1.28E-05
FAM157C	18760	18700	17315	0	2.65E-06	1.28E-05
MIRLET7D	17757	18369	17316	1.00E-05	8.95E-06	1.27E-05
MC4R	14066	19144	17317	0.000139376	0	1.27E-05
LINC00314	19174	16733	17318	0	4.96E-05	1.27E-05
H3F3C	15634	17466	17319	7.65E-05	2.81E-05	1.26E-05
ESRG	16505	17135	17320	4.22E-05	3.64E-05	1.26E-05
TBC1D28	20087	18453	17321	0	7.64E-06	1.26E-05
CLEC5A	18593	18454	17322	0	7.64E-06	1.26E-05
ERMN	18750	17427	17323	0	2.90E-05	1.26E-05
KLKB1	17041	18455	17324	2.59E-05	7.63E-06	1.26E-05
TMEM191C	17665	18302	17325	1.20E-05	1.02E-05	1.26E-05
C12orf74	18416	18451	17326	0	7.66E-06	1.26E-05
STAM-AS1	17306	18312	17327	1.95E-05	1.00E-05	1.25E-05
TAS2R42	17827	18446	17328	9.00E-06	7.73E-06	1.25E-05
CNTF	17987	18308	17329	5.68E-06	1.01E-05	1.25E-05
C15orf65	15478	18428	17330	8.34E-05	7.96E-06	1.25E-05
SPDYE3	17243	18092	17331	2.09E-05	1.40E-05	1.25E-05
LYG1	16286	16729	17332	5.07E-05	4.97E-05	1.25E-05
KCNJ13	17902	16683	17333	7.36E-06	5.16E-05	1.25E-05
LINC00837	17414	16462	17334	1.74E-05	6.03E-05	1.25E-05
OXCT2P1	19752	17465	17335	0	2.82E-05	1.24E-05
DIAPH2-AS1	17419	16961	17336	1.73E-05	4.15E-05	1.24E-05
ADAM20	17540	17768	17337	1.44E-05	2.12E-05	1.24E-05
CCDC96	16732	18059	17338	3.50E-05	1.47E-05	1.24E-05
GCNT7	16802	16973	17339	3.30E-05	4.12E-05	1.24E-05
RPL13AP6	17774	18548	17340	9.77E-06	5.66E-06	1.24E-05
BEND3P3	17690	18115	17341	1.13E-05	1.35E-05	1.23E-05
PANO1	17223	18183	17342	2.12E-05	1.23E-05	1.23E-05
C18orf63	17838	14934	17343	8.68E-06	0.000117992	1.23E-05
CCRL2	8389	16325	17344	0.000378321	6.50E-05	1.22E-05
ACTL7B	17084	18068	17345	2.50E-05	1.46E-05	1.22E-05
PIK3IP1-AS1	17401	18190	17346	1.76E-05	1.22E-05	1.22E-05
OSTN	16805	17192	17347	3.29E-05	3.49E-05	1.21E-05
GGNBP1	18849	19705	17348	0	0	1.21E-05
BRDT	18398	19565	17349	0	0	1.21E-05
SNORD71	17749	18348	17350	1.01E-05	9.31E-06	1.20E-05
SNORA79	18031	18200	17351	4.61E-06	1.20E-05	1.20E-05
GTF2IRD1P1	17444	17473	17352	1.67E-05	2.79E-05	1.20E-05
FGF22	16827	18471	17353	3.23E-05	7.25E-06	1.20E-05
KCNRG	18069	18626	17354	3.80E-06	4.28E-06	1.19E-05
APOL4	17850	16631	17355	8.43E-06	5.37E-05	1.19E-05
CYB5D1	17722	18457	17356	1.06E-05	7.52E-06	1.19E-05
UBXN7-AS1	16338	18102	17357	4.88E-05	1.39E-05	1.19E-05
IL23A	17967	17712	17358	6.06E-06	2.23E-05	1.19E-05
OR51Q1	17137	18089	17359	2.36E-05	1.41E-05	1.19E-05
TSSK4	17268	17820	17360	2.04E-05	2.00E-05	1.18E-05
OR2M7	19709	20053	17361	0	0	1.18E-05
GABARAP	17675	18371	17362	1.17E-05	8.87E-06	1.18E-05
EXTL3-AS1	16245	18164	17363	5.23E-05	1.27E-05	1.18E-05
SSBP3-AS1	17884	18045	17364	7.72E-06	1.51E-05	1.18E-05
PRSS37	17852	16779	17365	8.40E-06	4.80E-05	1.18E-05
NLRC5	17099	17773	17366	2.47E-05	2.11E-05	1.18E-05
RGPD2	17881	18301	17367	7.82E-06	1.02E-05	1.17E-05
LRRC69	15192	16526	17368	9.63E-05	5.75E-05	1.17E-05
TCAF2	18060	17732	17369	3.97E-06	2.18E-05	1.17E-05
CLN3	17854	18061	17370	8.38E-06	1.47E-05	1.16E-05
MIR6859-1	17789	18262	17371	9.62E-06	1.10E-05	1.15E-05
MIR744	17823	17745	17372	9.05E-06	2.17E-05	1.15E-05
LINC01602	19402	18484	17373	0	6.94E-06	1.14E-05
GTF2IP20	17589	18380	17374	1.34E-05	8.70E-06	1.14E-05
MIR331	17255	19377	17375	2.06E-05	0	1.14E-05
SPSB3	17193	18593	17376	2.19E-05	4.82E-06	1.14E-05
ADAM2	17869	17068	17377	8.07E-06	3.86E-05	1.14E-05
ENO1-AS1	17858	18477	17378	8.30E-06	7.18E-06	1.14E-05
ATP6V0C	17169	17569	17379	2.27E-05	2.55E-05	1.13E-05
DNM1P46	16236	18655	17380	5.26E-05	3.49E-06	1.13E-05
THOC7-AS1	17672	18364	17381	1.17E-05	9.03E-06	1.13E-05
OMG	18089	18170	17382	3.41E-06	1.26E-05	1.13E-05
ADM5	17490	18126	17383	1.55E-05	1.34E-05	1.12E-05
ZNF439	15749	16077	17384	7.11E-05	7.45E-05	1.12E-05
SNORA81	17544	17956	17385	1.44E-05	1.70E-05	1.12E-05
FBXL22	9190	16870	17386	0.000330485	4.43E-05	1.11E-05
PCBP2-OT1	17754	18299	17387	1.01E-05	1.03E-05	1.11E-05
ZNF572	20249	17351	17388	0	3.09E-05	1.11E-05
DDT	17803	18416	17389	9.31E-06	8.23E-06	1.11E-05
CHKB	17619	18143	17390	1.28E-05	1.30E-05	1.10E-05
SH3GL1P2	17939	17716	17391	6.74E-06	2.22E-05	1.10E-05
MAGEA8	17502	18139	17392	1.53E-05	1.31E-05	1.10E-05
PTGES2-AS1	14451	15940	17393	0.000124988	8.02E-05	1.10E-05
ERC2-IT1	17509	18142	17394	1.52E-05	1.30E-05	1.09E-05
ARIH2OS	16701	18212	17395	3.60E-05	1.18E-05	1.09E-05
SPATA25	15918	17390	17396	6.47E-05	2.98E-05	1.09E-05
LINC00852	18106	18253	17397	3.03E-06	1.10E-05	1.09E-05
GOLGA2P7	17244	18396	17398	2.09E-05	8.41E-06	1.08E-05
CYCSP52	18662	18561	17399	0	5.48E-06	1.08E-05
CATSPER2	17476	18229	17400	1.60E-05	1.15E-05	1.07E-05
PKIA-AS1	16121	17409	17401	5.71E-05	2.94E-05	1.07E-05
ASB9P1	17885	17659	17402	7.71E-06	2.33E-05	1.07E-05
MIR133A1HG	14707	18493	17403	0.000115213	6.83E-06	1.07E-05
POU5F1P5	19812	18182	17404	0	1.23E-05	1.07E-05
ACTG1P17	16749	17874	17405	3.45E-05	1.87E-05	1.07E-05
SMCR5	17210	18327	17406	2.14E-05	9.64E-06	1.07E-05
FAR2P2	15685	17529	17407	7.42E-05	2.65E-05	1.06E-05
OR52I1	17889	16944	17408	7.58E-06	4.19E-05	1.06E-05
PRSS45	14742	16523	17409	0.000113782	5.76E-05	1.06E-05
EFHB	14934	15852	17410	0.000106809	8.37E-05	1.05E-05
GPR22	17396	18122	17411	1.77E-05	1.34E-05	1.05E-05
SNORD111	17995	18591	17412	5.45E-06	4.86E-06	1.05E-05
RPS2P32	17257	18174	17413	2.06E-05	1.24E-05	1.05E-05
CELP	18551	17619	17414	0	2.44E-05	1.04E-05
COL24A1	14855	17605	17415	0.000109482	2.48E-05	1.04E-05
ANKRD23	17705	18429	17416	1.09E-05	7.95E-06	1.04E-05
MCM8-AS1	17550	17483	17417	1.42E-05	2.77E-05	1.03E-05
LDLRAD4-AS1	19144	18519	17418	0	6.26E-06	1.03E-05
EVI2B	17892	18747	17419	7.54E-06	1.40E-06	1.03E-05
DDX43	18689	18188	17420	0	1.22E-05	1.02E-05
FAM133CP	16910	18512	17421	2.99E-05	6.35E-06	1.02E-05
HYPK	17564	18361	17422	1.40E-05	9.12E-06	1.02E-05
MLKL	17228	18189	17423	2.11E-05	1.22E-05	1.02E-05
GGT6	17908	19477	17424	7.22E-06	0	1.02E-05
LINC00558	19214	17900	17425	0	1.80E-05	1.02E-05
C6orf25	18471	18196	17426	0	1.21E-05	1.02E-05
NLGN4Y-AS1	19654	18706	17427	0	2.56E-06	1.02E-05
SNORA15	20015	18228	17428	0	1.15E-05	1.02E-05
SPATA13-AS1	20049	20179	17429	0	0	1.02E-05
SLCO1C1	17911	17905	17430	7.17E-06	1.79E-05	1.01E-05
BBS1	17494	17824	17431	1.54E-05	1.99E-05	1.01E-05
CHRNA10	18018	17879	17432	4.98E-06	1.85E-05	1.01E-05
PITRM1-AS1	17906	18206	17433	7.28E-06	1.19E-05	1.01E-05
LRRC66	14860	16719	17434	0.000109229	5.01E-05	1.01E-05
FLJ38576	16455	18203	17435	4.40E-05	1.20E-05	1.01E-05
TYR	20187	16863	17436	0	4.46E-05	1.00E-05
FAM83C-AS1	17899	17811	17437	7.39E-06	2.01E-05	1.00E-05
CNTNAP3	17638	17250	17438	1.25E-05	3.32E-05	9.94E-06
FAM66C	17272	18281	17439	2.03E-05	1.06E-05	9.92E-06
NOTCH2NL	17918	16967	17440	7.03E-06	4.13E-05	9.91E-06
UBBP4	15936	17702	17441	6.41E-05	2.24E-05	9.87E-06
PWP2	18024	18318	17442	4.77E-06	9.87E-06	9.86E-06
C9orf131	17914	18339	17443	7.09E-06	9.46E-06	9.81E-06
OR2A1-AS1	18127	18227	17444	2.47E-06	1.16E-05	9.79E-06
LINC00483	17924	17470	17445	6.93E-06	2.80E-05	9.76E-06
GPR52	18113	18466	17446	2.83E-06	7.36E-06	9.74E-06
FSIP2-AS1	16219	16794	17447	5.31E-05	4.75E-05	9.74E-06
ARHGAP11B	17837	18313	17448	8.68E-06	1.00E-05	9.74E-06
GIMAP6	17280	18535	17449	2.01E-05	5.89E-06	9.74E-06
XIST	16812	18219	17450	3.27E-05	1.17E-05	9.74E-06
SRRM5	17745	18667	17451	1.02E-05	3.20E-06	9.71E-06
GGTLC2	18852	18688	17452	0	2.79E-06	9.70E-06
SLC25A34	17110	18584	17453	2.44E-05	4.91E-06	9.70E-06
TEDDM1	17582	17488	17454	1.35E-05	2.76E-05	9.67E-06
