gene	DS	TRIAGE_RANK
17644	TIGD5	0.000133122	13982
17645	TIGD6	3.58e-05	16503
17646	TIGD7	5.05e-05	16062
17647	TIGIT	2.23e-05	16931
17648	TIMD4	0	20084
17649	TIMELESS	0.000214618	11648
17650	TIMM10	0.000175435	12763
17651	TIMM10B	7.71e-05	15406
17652	TIMM13	0.000181701	12588
17653	TIMM17A	0.000221774	11457
17654	TIMM17B	0.001047471	4618
17655	TIMM21	0.000187567	12407
17656	TIMM22	0.000170167	12908
17657	TIMM23	7.93e-05	15369
17658	TIMM23B	0.002593077	3002
17659	TIMM44	0.000205937	11869
17660	TIMM50	0.000201769	11996
17661	TIMM8A	0.000143669	13685
17662	TIMM8B	0.000155439	13340
17663	TIMM9	0.00017009	12909
17664	TIMMDC1	0.000301916	9522
17665	TIMP1	0.000565797	6381
17666	TIMP2	0.001288649	4180
17667	TIMP3	0.005648678	2034
17668	TIMP4	0	20085
17669	TINAG	3.29e-05	16579
17670	TINAGL1	0.003291238	2665
17671	TINCR	0.005302236	2104
17672	TINF2	0.000212183	11721
17673	TIPARP	0.000575606	6325
17674	TIPARP-AS1	6.59e-05	15703
17675	TIPIN	0.000104289	14756
17676	TIPRL	0.000367502	8315
17677	TIRAP	0.000108127	14651
17678	TISP43	0	20086
17679	TJAP1	0.000207816	11829
17680	TJP1	0.097899232	215
17681	TJP2	0.000740336	5538
17682	TJP3	0.000975973	4795
17683	TK1	0.000262993	10408
17684	TK2	0.000214958	11637
17685	TKFC	0.000169014	12948
17686	TKT	0.000543611	6535
17687	TKTL1	0.000632656	6023
17688	TLCD1	0.000103692	14767
17689	TLCD2	0.000434037	7434
17690	TLDC1	0.000301237	9537
17691	TLDC2	3.83e-05	16411
17692	TLE1	0.000711888	5642
17693	TLE2	0.02265434	851
17694	TLE3	0.001785738	3590
17695	TLE4	0.001044916	4626
17696	TLE6	0.016663872	1064
17697	TLK1	0.00059393	6228
17698	TLK2	0.000634009	6013
17699	TLL1	9.62e-05	14949
17700	TLL2	0.005127675	2149
17701	TLN1	0.000314164	9261
17702	TLN2	0.001390126	4034
17703	TLR1	3.69e-06	17691
17704	TLR10	0	20087
17705	TLR2	6.54e-05	15714
17706	TLR3	3.51e-05	16517
17707	TLR4	2.9e-05	16725
17708	TLR5	0.00130084	4159
17709	TLR6	1.66e-05	17159
17710	TLR7	2.28e-05	16922
17711	TLR8	0	20088
17712	TLR8-AS1	0	20089
17713	TLX1	0.047519306	451
17714	TLX1NB	0	20090
17715	TLX2	0.015743357	1104
17716	TLX3	0	20091
17717	TM2D1	0.000271645	10183
17718	TM2D2	0.000218319	11546
17719	TM2D3	0.000178666	12664
17720	TM4SF1	0.000236556	11076
17721	TM4SF18	3.68e-05	16459
17722	TM4SF19	2.43e-05	16867
17723	TM4SF19-AS1	1.81e-05	17110
17724	TM4SF20	0	20092
17725	TM4SF4	4.84e-05	16121
17726	TM4SF5	0	20093
17727	TM6SF1	0.000635762	5994
17728	TM6SF2	0.002054715	3356
17729	TM7SF2	0.000439027	7376
17730	TM7SF3	0.000238972	11012
17731	TM9SF1	5.22e-05	16023
17732	TM9SF2	0.000440831	7356
17733	TM9SF3	0.000423481	7539
17734	TM9SF4	0.000663425	5863
17735	TMA16	0.000262512	10430
17736	TMA7	6.92e-05	15600
17737	TMBIM1	0.000324986	9050
17738	TMBIM4	9.57e-05	14963
17739	TMBIM6	0.000452704	7245
17740	TMC1	7.89e-05	15379
17741	TMC2	0.013076063	1252
17742	TMC3	9.82e-05	14898
17743	TMC3-AS1	0.000468541	7077
17744	TMC4	0.000390046	7966
17745	TMC5	0.00227876	3197
17746	TMC6	0.002701073	2936
17747	TMC7	0.000199302	12074
17748	TMC8	0.000253305	10653
17749	TMCC1	0.000342635	8729
17750	TMCC1-AS1	0.000166193	13021
17751	TMCC2	0.00141454	4006
17752	TMCC3	0.000290942	9766
17753	TMCO1	0.000194318	12217
17754	TMCO3	0.000305278	9451
17755	TMCO4	0.003515894	2596
17756	TMCO5A	0	20094
17757	TMCO5B	0	20095
17758	TMCO6	0.000137401	13836
17759	TMED1	0.000316637	9205
17760	TMED10	0.000492076	6903
17761	TMED11P	0	20096
17762	TMED2	0.000243595	10902
17763	TMED3	0.01406674	1197
17764	TMED4	0.0004087	7723
17765	TMED5	9.89e-05	14884
17766	TMED6	0	20097
17767	TMED7	0.000153749	13399
17768	TMED8	0.000200877	12027
17769	TMED9	0.002294245	3190
17770	TMEFF1	0.000805429	5297
17771	TMEFF2	0	20098
17772	TMEM100	0.001173346	4367
17773	TMEM101	0.000275758	10100
17774	TMEM102	0.000134944	13924
17775	TMEM104	0.0006701	5834
17776	TMEM105	0.003362297	2644
17777	TMEM106A	0.000128194	14128
17778	TMEM106B	0.00212425	3301
17779	TMEM106C	0.007215842	1799
17780	TMEM107	0.000199313	12073
17781	TMEM108	0.00096826	4824
17782	TMEM108-AS1	6.39e-05	15747
17783	TMEM109	0.000629124	6044
17784	TMEM11	0.00019885	12087
17785	TMEM110	3.85e-05	16404
17786	TMEM110-MUSTN1	0	20099
17787	TMEM114	0	20100
17788	TMEM115	0.000163022	13118
17789	TMEM116	0.000467735	7088
17790	TMEM117	0.001596908	3782
17791	TMEM119	0.000157989	13260
17792	TMEM120A	0.000145533	13632
17793	TMEM120B	0.000270977	10201
17794	TMEM121	0.004269677	2349
17795	TMEM123	0.000655386	5905
17796	TMEM125	0.000977125	4792
17797	TMEM126A	0.000637208	5985
17798	TMEM126B	0.000134738	13933
17799	TMEM127	0.000179085	12655
17800	TMEM128	0.000474973	7019
17801	TMEM129	0.000195536	12177
17802	TMEM130	0.00022034	11489
17803	TMEM131	0.000741582	5532
17804	TMEM132A	0.003662962	2543
17805	TMEM132B	0.004543434	2286
17806	TMEM132C	0.033829211	597
17807	TMEM132D	0.000334811	8869
17808	TMEM132E	0.267479042	52
17809	TMEM133	0.000188372	12382
17810	TMEM134	0.000284161	9896
17811	TMEM135	0.000648902	5935
17812	TMEM136	0.002266036	3207
17813	TMEM138	0.000107733	14666
17814	TMEM139	9.24e-05	15041
17815	TMEM140	0.000130101	14073
17816	TMEM141	0.000475949	7009
17817	TMEM143	0.000253418	10649
17818	TMEM144	0.000457958	7182
17819	TMEM145	0.000550066	6486
17820	TMEM147	0.000309177	9361
17821	TMEM147-AS1	0.000612988	6117
17822	TMEM14A	0.000706119	5668
17823	TMEM14B	0.00019555	12175
17824	TMEM14C	0.000393857	7916
17825	TMEM14EP	1.51e-05	17213
17826	TMEM150A	0.000136319	13880
17827	TMEM150B	0	20101
17828	TMEM150C	0.00330302	2662
17829	TMEM151A	0	20102
17830	TMEM151B	0	20103
17831	TMEM154	2.92e-05	16716
17832	TMEM155	0.001134683	4443
17833	TMEM156	0	20104
17834	TMEM158	0.002068691	3343
17835	TMEM159	0.000372728	8213
17836	TMEM160	0.000111567	14557
17837	TMEM161A	0.00054692	6512
17838	TMEM161B	0.000227671	11310
17839	TMEM161B-AS1	0.001228392	4268
17840	TMEM163	0.15047485	126
17841	TMEM164	0.02237595	860
17842	TMEM165	0.000271523	10187
17843	TMEM167A	0.000266873	10316
17844	TMEM167B	0.000135809	13898
17845	TMEM168	0.00013663	13870
17846	TMEM169	0.00057148	6351
17847	TMEM17	0.000167063	12995
17848	TMEM170A	0.000177007	12715
17849	TMEM170B	0.000331623	8928
17850	TMEM171	0	20105
17851	TMEM173	0.000348218	8631
17852	TMEM174	0.003109422	2748
17853	TMEM175	0.000453651	7231
17854	TMEM176A	0.014279108	1186
17855	TMEM176B	0.072251342	302
17856	TMEM177	0.000276098	10087
17857	TMEM178A	0.019696034	962
17858	TMEM178B	0.00197039	3432
17859	TMEM179	0.090541838	233
17860	TMEM179B	0.000113242	14519
17861	TMEM18	0.000147125	13579
17862	TMEM181	0.004606239	2270
17863	TMEM182	0.000248233	10785
17864	TMEM183A	0.000312525	9301
17865	TMEM184A	0.000103524	14769
17866	TMEM184B	0.000357228	8483
17867	TMEM184C	0.000683051	5768
17868	TMEM185A	0.001145249	4423
17869	TMEM185B	0.000643222	5964
17870	TMEM186	5.45e-05	15965
17871	TMEM187	0.002066	3346
17872	TMEM189	0.000133989	13953
17873	TMEM19	0.000118467	14371
17874	TMEM190	0	20106
17875	TMEM191A	0.000245918	10832
17876	TMEM191B	1.71e-06	17766
17877	TMEM191C	8.44e-06	17484
17878	TMEM192	0.000196171	12163
17879	TMEM196	0.000384725	8045
17880	TMEM198	0.000868539	5070
17881	TMEM198B	0.000127513	14142
17882	TMEM199	4.89e-05	16104
17883	TMEM2	0.000490195	6919
17884	TMEM200A	6.48e-05	15725
17885	TMEM200B	0.002110974	3308
17886	TMEM200C	0.066595075	338
17887	TMEM201	0.00016978	12922
17888	TMEM203	0.000127598	14139
17889	TMEM204	8e-05	15355
17890	TMEM205	0.000126267	14182
17891	TMEM206	0.000269327	10252
17892	TMEM207	0	20107
17893	TMEM208	0.000181006	12607
17894	TMEM209	0.000187939	12393
17895	TMEM211	0.000122623	14265
17896	TMEM212	0	20108
17897	TMEM213	0	20109
17898	TMEM214	0.000142168	13720
17899	TMEM215	0.000300882	9549
17900	TMEM216	0.000181078	12604
17901	TMEM217	0.000137343	13839
17902	TMEM218	0.000683987	5762
17903	TMEM219	0.000338755	8795
17904	TMEM220	8.15e-05	15317
17905	TMEM220-AS1	0.000334997	8862
17906	TMEM221	0.000445288	7313
17907	TMEM222	0.000859662	5093
17908	TMEM223	0.000112633	14530
17909	TMEM229A	0.000520185	6689
17910	TMEM229B	0.001241865	4249
17911	TMEM230	0.00048942	6922
17912	TMEM231	0.000375917	8175
17913	TMEM232	0.000400908	7823
17914	TMEM233	0.000917949	4935
17915	TMEM234	7.58e-05	15439
17916	TMEM235	0.000198635	12093
17917	TMEM236	0	20110
17918	TMEM237	0.00021312	11692
17919	TMEM238	0.000426193	7519
17920	TMEM240	0.000267522	10298
17921	TMEM241	0.000326071	9031
17922	TMEM242	0.001570251	3814
17923	TMEM243	0.000994976	4739
17924	TMEM245	0.000457817	7185
17925	TMEM246	0.003967782	2448
17926	TMEM246-AS1	0.000326612	9022
17927	TMEM247	4.73e-05	16143
17928	TMEM248	0.000320351	9139
17929	TMEM249	0	20111
17930	TMEM25	0.000280925	9972
17931	TMEM251	5.98e-05	15843
17932	TMEM252	0.000509052	6771
17933	TMEM253	2.86e-05	16738
17934	TMEM254	0.000122578	14268
17935	TMEM254-AS1	3.22e-05	16610
17936	TMEM255A	0.033340328	608
17937	TMEM255B	0.000172584	12841
17938	TMEM256	0.000344142	8693
17939	TMEM256-PLSCR3	1.04e-05	17404
17940	TMEM257	0	20112
17941	TMEM258	0.000153194	13417
17942	TMEM259	0.000276633	10075
17943	TMEM26	0.001343394	4102
17944	TMEM26-AS1	0	20113
17945	TMEM260	0.001077951	4555
17946	TMEM261	0.000154175	13382
17947	TMEM262	3.04e-06	17715
17948	TMEM263	0.001288463	4181
17949	TMEM266	0.009192276	1575
17950	TMEM267	0.000132657	14001
17951	TMEM27	0.005934819	1989
17952	TMEM30A	0.000209928	11777
17953	TMEM30B	0.005636522	2040
17954	TMEM31	0.000175775	12749
17955	TMEM33	0.001052646	4606
17956	TMEM35A	0.001470259	3943
17957	TMEM37	0.008611873	1634
17958	TMEM38A	0.000812255	5269
17959	TMEM38B	0.002393894	3129
17960	TMEM39A	0.000548056	6498
17961	TMEM39B	0.000196409	12153
17962	TMEM40	0.000394665	7907
17963	TMEM41A	0.00066635	5851
17964	TMEM41B	0.000816307	5255
17965	TMEM42	0.000180498	12622
17966	TMEM43	0.000186071	12455
17967	TMEM44	0.00028241	9936
17968	TMEM44-AS1	0.000121087	14309
17969	TMEM45A	0.002704981	2933
17970	TMEM45B	0.000651533	5920
17971	TMEM47	0.003042627	2780
17972	TMEM5	0.000422385	7551
17973	TMEM50A	0.000180518	12621
17974	TMEM50B	0.000408662	7725
17975	TMEM51	0.003646309	2550
17976	TMEM51-AS1	0.002474328	3084
17977	TMEM52	0.000241829	10942
17978	TMEM52B	0	20114
17979	TMEM53	0.000198303	12100
17980	TMEM54	0.025223484	772
17981	TMEM55A	0.000263928	10386
17982	TMEM55B	0.000187376	12415
17983	TMEM56	0.006082959	1947
17984	TMEM56-RWDD3	0	20115
17985	TMEM57	0.000344442	8687
17986	TMEM59	0.000228903	11281
17987	TMEM59L	0.013656052	1223
17988	TMEM60	0.000128983	14110
17989	TMEM61	0	20116
17990	TMEM62	0.000302947	9501
17991	TMEM63A	0.000330846	8949
17992	TMEM63B	0.00040768	7737
17993	TMEM63C	0.0013838	4039
17994	TMEM64	0.000306365	9424
17995	TMEM65	0.000659957	5879
17996	TMEM67	0.00047897	6984
17997	TMEM68	9.17e-05	15057
17998	TMEM69	0.000156022	13326
17999	TMEM70	0.00023752	11050
18000	TMEM71	0.000511913	6752
18001	TMEM72	0.001289583	4178
18002	TMEM72-AS1	0.000258939	10512
18003	TMEM74	0.000281273	9967
18004	TMEM74B	0.01362127	1225
18005	TMEM75	6.65e-06	17569
18006	TMEM79	6.51e-05	15721
18007	TMEM80	0.00013607	13889
18008	TMEM81	2.01e-05	17025
18009	TMEM82	1.11e-05	17377
18010	TMEM86A	0.000929399	4897
18011	TMEM86B	7.77e-06	17521
18012	TMEM87A	0.000341939	8738
18013	TMEM87B	0.000192823	12258
18014	TMEM88	0.000321383	9121
18015	TMEM88B	0	20117
18016	TMEM89	8.4e-06	17488
18017	TMEM8A	0.000428015	7498
18018	TMEM8B	0.001234883	4259
18019	TMEM8C	0	20118
18020	TMEM9	0.009866531	1519
18021	TMEM91	0.000115229	14465
18022	TMEM92	0.016321101	1080
18023	TMEM92-AS1	0	20119
18024	TMEM94	0.000313854	9272
18025	TMEM95	4.36e-05	16255
18026	TMEM97	0.000735024	5563
18027	TMEM98	0.006548117	1880
18028	TMEM99	0.013464275	1235
18029	TMEM9B	0.000183767	12529
18030	TMEM9B-AS1	0.000117892	14381
18031	TMF1	0.000128914	14111
18032	TMIE	7.26e-05	15519
18033	TMIGD2	0.000282945	9923
18034	TMIGD3	0	20120
18035	TMLHE	0.000202028	11988
18036	TMLHE-AS1	1.01e-07	17858
18037	TMOD1	0.035958755	574
18038	TMOD2	0.000354475	8529
18039	TMOD3	0.000137293	13844
18040	TMPO	0.00022781	11308
18041	TMPO-AS1	5.51e-05	15949
18042	TMPPE	5.91e-05	15856
18043	TMPRSS11A	5.41e-05	15976
18044	TMPRSS11B	0	20121
18045	TMPRSS11BNL	3.01e-05	16679
18046	TMPRSS11D	9.58e-05	14961
18047	TMPRSS11E	1.76e-05	17128
18048	TMPRSS11F	3.22e-05	16611
18049	TMPRSS11GP	6.16e-05	15806
18050	TMPRSS12	0	20122
18051	TMPRSS13	0.003541449	2590
18052	TMPRSS15	0	20123
18053	TMPRSS2	0.003873024	2472
18054	TMPRSS3	0.00043099	7466
18055	TMPRSS4	0.000902488	4977
18056	TMPRSS4-AS1	0	20124
18057	TMPRSS5	3.62e-05	16488
18058	TMPRSS6	0.006048476	1954
18059	TMPRSS7	3.74e-05	16439
18060	TMPRSS9	0.000279968	9993
18061	TMSB10	0.001122582	4464
18062	TMSB15A	0.017573277	1023
18063	TMSB15B	0.000154064	13388
18064	TMSB4X	0.008748934	1623
18065	TMSB4Y	2.67e-05	16795
18066	TMTC1	0.005288677	2107
18067	TMTC2	0.000553541	6466
18068	TMTC3	0.000217408	11574
18069	TMTC4	0.000634349	6011
18070	TMUB1	0.000362497	8396
18071	TMUB2	0.000119804	14341
18072	TMX1	0.000153553	13405
18073	TMX2	0.000270205	10226
18074	TMX3	0.000187261	12420
18075	TMX4	0.000438985	7379
18076	TNC	0.025525642	762
18077	TNF	0.000227131	11329
18078	TNFAIP1	0.000177421	12699
18079	TNFAIP2	0.000376197	8168
18080	TNFAIP3	0.000239176	11007
18081	TNFAIP6	1.52e-05	17210
18082	TNFAIP8	0.001871104	3508
18083	TNFAIP8L1	0.000252537	10676
18084	TNFAIP8L2	4.8e-06	17637
18085	TNFAIP8L3	0.007139508	1808
18086	TNFRSF10A	0.000155541	13338
18087	TNFRSF10B	0.000805144	5298
18088	TNFRSF10C	0.014001994	1204
18089	TNFRSF10D	0.001190694	4331
18090	TNFRSF11A	0.008259692	1667
18091	TNFRSF11B	0.000352331	8560
18092	TNFRSF12A	0.00380005	2492
18093	TNFRSF13B	0	20125
18094	TNFRSF13C	0.00423181	2362
18095	TNFRSF14	7.62e-05	15432
18096	TNFRSF18	0.001059237	4586
18097	TNFRSF19	0.033595126	603
18098	TNFRSF1A	0.000263136	10405
18099	TNFRSF1B	0.000321693	9116
18100	TNFRSF21	0.002721087	2929
18101	TNFRSF25	0.000636033	5990
18102	TNFRSF4	0	20126
18103	TNFRSF8	0.000708377	5658
18104	TNFRSF9	0	20127
18105	TNFSF10	6.66e-06	17568
18106	TNFSF11	0	20128
18107	TNFSF12	0.000122216	14285
18108	TNFSF13	2.66e-05	16799
18109	TNFSF13B	3.78e-05	16428
18110	TNFSF14	0	20129
18111	TNFSF15	0.000194174	12223
18112	TNFSF18	1.13e-05	17362
18113	TNFSF4	0.00025848	10526
18114	TNFSF8	0	20130
18115	TNFSF9	0.000280542	9979
18116	TNIK	0.0022255	3238
18117	TNIP1	0.000677513	5791
18118	TNIP2	0.000333879	8886
18119	TNIP3	3.7e-05	16452
18120	TNK1	0.000596568	6212
18121	TNK2	0.000408431	7727
18122	TNKS	0.000336287	8840
18123	TNKS1BP1	0.000353264	8549
18124	TNKS2	0.000275909	10095
18125	TNKS2-AS1	0.000354214	8534
18126	TNMD	0.007111206	1810
18127	TNN	0	20131
18128	TNNC1	0.000713354	5638
18129	TNNC2	0.000702659	5682
18130	TNNI1	0.058908367	370
18131	TNNI2	0.003709712	2524
18132	TNNI3	0.056348582	385
18133	TNNI3K	0.000147973	13553
18134	TNNT1	0.094159603	223
18135	TNNT2	0.182792815	94
18136	TNNT3	0.004328541	2335
18137	TNP2	4.04e-05	16342
18138	TNPO1	0.000604632	6165
18139	TNPO2	0.00019681	12139
18140	TNPO3	0.000649345	5931
18141	TNR	0.001228035	4269
18142	TNRC18	0.022839967	843
18143	TNRC18P1	1.53e-05	17203
18144	TNRC6A	0.000299168	9583
18145	TNRC6B	0.000865394	5080
18146	TNRC6C	0.000137794	13827
18147	TNRC6C-AS1	0.00010899	14629
18148	TNS1	0.002394345	3128
18149	TNS2	0.000290018	9780
18150	TNS3	0.008041036	1689
18151	TNS4	2.8e-05	16764
18152	TNXB	0.007440167	1771
18153	TOB1	0.000167993	12971
18154	TOB1-AS1	4.97e-05	16083
18155	TOB2	0.000203836	11938
18156	TOB2P1	0.088872297	239
18157	TOE1	8.07e-05	15331
18158	TOLLIP	0.000435833	7419
18159	TOLLIP-AS1	0.000156157	13319
18160	TOM1	0.00059876	6201
18161	TOM1L1	0.001470754	3942
18162	TOM1L2	0.000465556	7111
18163	TOMM20	0.000299206	9580
18164	TOMM20L	4.65e-05	16160
18165	TOMM22	0.000336446	8837
18166	TOMM34	0.000520444	6687
18167	TOMM40	0.000245469	10845
18168	TOMM40L	0.000161623	13157
18169	TOMM5	0.000157088	13294
18170	TOMM7	0.001293465	4173
18171	TOMM70	0.000302951	9500
18172	TONSL	0.000148309	13539
18173	TONSL-AS1	1.29e-05	17305
18174	TOP1	0.000681683	5778
18175	TOP1MT	0.002138249	3294
18176	TOP2A	0.000680475	5783
18177	TOP2B	0.000333678	8888
18178	TOP3A	0.000245879	10833
18179	TOP3B	0.000251712	10705
18180	TOPAZ1	3.29e-05	16580
18181	TOPBP1	0.000245224	10854
18182	TOPORS	0.000130316	14069
18183	TOPORS-AS1	4.73e-05	16144
18184	TOR1A	0.000177731	12690
18185	TOR1AIP1	0.000126816	14161
18186	TOR1AIP2	0.000184945	12484
18187	TOR1B	8.79e-05	15145
18188	TOR2A	0.000188805	12368
18189	TOR3A	0.000169871	12918
18190	TOR4A	0.004337946	2331
18191	TOX	0.000930305	4895
18192	TOX2	0.009857701	1521
18193	TOX3	0.000386775	8015
18194	TOX4	0.000173076	12822
18195	TP53	0.000163194	13115
18196	TP53AIP1	0	20132
18197	TP53BP1	0.000622354	6072
18198	TP53BP2	0.00041722	7627
18199	TP53I11	0.001901363	3484
18200	TP53I13	0.000725443	5599
18201	TP53I3	0.000128392	14122
18202	TP53INP1	0.000319298	9160
18203	TP53INP2	0.000435061	7427
18204	TP53RK	0.000127616	14138
18205	TP53TG1	0.000198199	12101
18206	TP53TG5	2.1e-05	16979
18207	TP63	0.003611603	2563
18208	TP73	0.02801074	719
18209	TPBG	0.002680902	2942
18210	TPBGL	0	20133
18211	TPCN1	0.000216945	11583
18212	TPCN2	0.000322631	9104
18213	TPD52	0.000321081	9126
18214	TPD52L1	0.003389649	2637
18215	TPD52L2	0.000341167	8746
18216	TPD52L3	2.63e-05	16808
18217	TPGS1	0.000668852	5842
18218	TPGS2	0.000307062	9410
18219	TPH1	1.47e-05	17231
18220	TPH2	0	20134
18221	TPI1	0.000315746	9222
18222	TPI1P2	8.29e-05	15274
18223	TPI1P3	0.000129227	14103
18224	TPK1	0.000373656	8202
18225	TPM1	0.038367898	535
18226	TPM2	0.000629503	6038
18227	TPM3	0.001277201	4195
18228	TPM3P9	0.000118268	14373
18229	TPM4	0.00131516	4140
18230	TPMT	0.000213514	11680
18231	TPO	0.00217479	3268
18232	TPP1	7.42e-05	15473
18233	TPP2	0.000369427	8281
18234	TPPP	0.000717857	5624
18235	TPPP2	9.7e-05	14923
18236	TPPP3	0.008919557	1606
18237	TPR	0.000265461	10343
18238	TPRA1	0.00031426	9257
18239	TPRG1	7.43e-05	15469
18240	TPRG1-AS1	0	20135
18241	TPRG1L	0.000212831	11702
18242	TPRKB	0.000435701	7421
18243	TPRN	0.000277522	10050
18244	TPRXL	7.36e-05	15488
18245	TPSD1	0.001684409	3689
18246	TPSG1	0.000202057	11986
18247	TPST1	0.002159423	3282
18248	TPST2	0.000498143	6852
18249	TPT1	0.000324358	9061
18250	TPT1-AS1	0.000154349	13375
18251	TPTE2	0	20136
18252	TPTE2P1	0.000759611	5467
18253	TPTE2P3	0	20137
18254	TPTE2P5	0	20138
18255	TPTEP1	6.41e-05	15741
18256	TPX2	0.000645403	5951
18257	TRA2A	0.000226256	11358
18258	TRA2B	0.000311114	9326
18259	TRABD	0.000954878	4854
18260	TRABD2A	0.000622438	6071
18261	TRABD2B	0.003588744	2571
18262	TRADD	0.003780465	2497
18263	TRAF1	0.00033161	8929
18264	TRAF2	0.000185185	12476
18265	TRAF3	0.000668216	5846
18266	TRAF3IP1	0.000245662	10842
18267	TRAF3IP2	0.000193726	12235
18268	TRAF3IP2-AS1	0.000147881	13557
18269	TRAF3IP3	0.000207936	11823
18270	TRAF4	0.000257718	10544
18271	TRAF5	0.000139143	13792
18272	TRAF6	0.000372155	8226
18273	TRAF7	0.000388658	7987
18274	TRAFD1	0.000287087	9841
18275	TRAIP	0.000579481	6312
18276	TRAK1	0.000347239	8646
18277	TRAK2	0.000288071	9821
18278	TRAM1	0.000324091	9071
18279	TRAM1L1	0.000166467	13011
18280	TRAM2	0.000263727	10390
18281	TRAM2-AS1	0.000187815	12398
18282	TRANK1	0.000327046	9016
18283	TRAP1	0.000456638	7198
18284	TRAPPC1	0.000703401	5678
18285	TRAPPC10	0.000207698	11833
18286	TRAPPC11	0.000286099	9857
18287	TRAPPC12	0.000368989	8290
18288	TRAPPC13	0.000137333	13841
18289	TRAPPC2	0.000259931	10486
18290	TRAPPC2B	7.29e-05	15509
18291	TRAPPC2L	0.000259612	10492
18292	TRAPPC3	0.000421704	7563
18293	TRAPPC3L	0	20139
18294	TRAPPC4	0.000157766	13265
18295	TRAPPC5	0.000818195	5245
18296	TRAPPC6A	0.000657703	5891
18297	TRAPPC6B	0.000137978	13821
18298	TRAPPC8	0.000313426	9279
18299	TRAPPC9	0.001255956	4227
18300	TRDMT1	0.000132787	13997
18301	TRDN	0.00155867	3833
18302	TREH	4.25e-05	16287
18303	TREM1	0.000201914	11990
18304	TREM2	0	20140
18305	TREML1	2.98e-05	16690
18306	TREML2	0	20141
18307	TREML4	0	20142
18308	TRERF1	0.00042031	7584
18309	TREX2	0	20143
18310	TRG-AS1	4.83e-05	16124
18311	TRH	0.25122944	56
18312	TRHDE	0	20144
18313	TRHDE-AS1	3.31e-05	16575
18314	TRHR	4.62e-05	16170
18315	TRIAP1	0.000157801	13263
18316	TRIB1	0.000438368	7388
18317	TRIB2	0.001934033	3460
18318	TRIB3	0.000436042	7415
18319	TRIL	0.007276625	1793
18320	TRIM10	0.00029706	9631
18321	TRIM11	0.000343986	8699
18322	TRIM13	0.000313725	9274
18323	TRIM14	0.000146332	13607
18324	TRIM15	0	20145
18325	TRIM16	0.000204252	11923
18326	TRIM16L	5.53e-05	15947
18327	TRIM17	0.011410505	1382
18328	TRIM2	0.00673818	1848
18329	TRIM21	0.000185161	12477
18330	TRIM22	1.31e-05	17293
18331	TRIM23	0.0001527	13427
18332	TRIM24	0.000532378	6593
18333	TRIM25	0.000406293	7754
18334	TRIM26	0.000252363	10682
18335	TRIM27	0.000383938	8053
18336	TRIM28	0.000445212	7316
18337	TRIM29	0.001719842	3656
18338	TRIM3	0.000188817	12367
18339	TRIM31	0	20146
18340	TRIM32	0.00020879	11806
18341	TRIM33	0.000431815	7459
18342	TRIM35	0.000172904	12826
18343	TRIM36	0.032496673	627
18344	TRIM37	0.000383269	8062
18345	TRIM38	3.53e-05	16512
18346	TRIM39	6.84e-05	15626
18347	TRIM4	4.7e-06	17640
18348	TRIM41	0.0008626	5087
18349	TRIM42	3.39e-05	16557
18350	TRIM44	0.004553821	2282
18351	TRIM45	0.000753873	5486
18352	TRIM46	0.000150811	13475
18353	TRIM47	0.000226815	11335
18354	TRIM5	0.000155201	13348
18355	TRIM50	0	20147
18356	TRIM51	0	20148
18357	TRIM52	9.99e-05	14858
18358	TRIM52-AS1	0.000228477	11298
18359	TRIM54	0.026865185	736
18360	TRIM55	0.040962362	504
18361	TRIM56	8.21e-05	15297
18362	TRIM58	0.000582257	6296
18363	TRIM59	0.000344867	8678
18364	TRIM6	7.24e-05	15525
18365	TRIM60	0	20149
18366	TRIM61	0.000466128	7103
18367	TRIM62	0.001087882	4527
18368	TRIM63	0.148649361	128
18369	TRIM65	0.000210676	11760
18370	TRIM66	7.66e-05	15416
18371	TRIM67	0.01163036	1364
18372	TRIM68	0.000184926	12485
18373	TRIM69	0.000801385	5311
18374	TRIM7	0.003116553	2746
18375	TRIM71	0.066700884	337
18376	TRIM72	0.000374814	8193
18377	TRIM73	9.73e-07	17794
18378	TRIM74	0	20150
18379	TRIM8	0.000291376	9754
18380	TRIM9	0.003810749	2487
18381	TRIML1	2.96e-05	16698
18382	TRIML2	7.59e-06	17530
18383	TRIO	0.002327207	3167
18384	TRIOBP	0.003974099	2446
18385	TRIP10	0.000348937	8616
18386	TRIP11	0.000155066	13350
18387	TRIP12	0.000398179	7863
18388	TRIP13	0.000320713	9132
18389	TRIP4	0.000221868	11455
18390	TRIP6	0.000220301	11491
18391	TRIQK	0.000283558	9905
18392	TRIT1	0.001082298	4542
18393	TRMO	0.000245317	10849
18394	TRMT1	0.000154145	13384
18395	TRMT10A	6.03e-05	15835
18396	TRMT10B	0.000128243	14126
18397	TRMT10C	0.00115186	4412
18398	TRMT11	0.000259771	10491
18399	TRMT112	0.000195919	12170
18400	TRMT12	0.000417256	7626
18401	TRMT13	7.84e-05	15389
18402	TRMT1L	0.000170652	12895
18403	TRMT2A	0.000132712	13998
18404	TRMT2B	0.000437221	7405
18405	TRMT44	0.000145246	13640
18406	TRMT5	9.15e-05	15065
18407	TRMT6	0.000115776	14450
18408	TRMT61A	0.000184137	12512
18409	TRMT61B	0.000655905	5904
