	DIS
SRRM2	0.000252164
SRRM2-AS1	0.000451358
SRRM3	0.007399037
SRRM4	0.006063732
SRRM5	4.69E-06
SRRT	0.000181604
SRSF1	0.000203826
SRSF10	0.000195395
SRSF11	0.000288956
SRSF12	0.000282026
SRSF2	0.00022289
SRSF3	0.000304087
SRSF4	0.000199583
SRSF5	0.000926931
SRSF6	0.001260224
SRSF7	0.000194144
SRSF8	0.000697006
SRSF9	0.000239712
SRXN1	0.000503427
SRY	3.43E-05
SS18	0.000455261
SS18L1	0.000182312
SS18L2	0.000219003
SSB	0.000565587
SSBP1	0.000215121
SSBP2	0.000574062
SSBP3	0.000520087
SSBP3-AS1	9.57E-06
SSBP4	0.003165308
SSC4D	0.000710863
SSC5D	0.000193317
SSFA2	0.002659505
SSH1	0.000175858
SSH2	0.000469104
SSH3	0.00029948
SSNA1	0.000215586
SSPN	0.002486089
SSPO	0.031397617
SSR1	0.000418344
SSR2	0.000672018
SSR3	0.000392561
SSR4	0.005024807
SSR4P1	0.000335366
SSRP1	0.000711511
SSSCA1	8.97E-05
SSSCA1-AS1	2.72E-05
SST	0
SSTR1	0.000748797
SSTR2	0.005893531
SSTR3	0
SSTR4	0
SSTR5	0
SSU72	0.003170224
SSUH2	0.000156212
SSX2IP	0.000396727
SSX5	4.34E-05
SSX6	0
ST13	0.000404832
ST13P4	7.40E-06
ST14	0.008257844
ST18	4.37E-05
ST20	0.000212742
ST20-AS1	0.000127521
ST3GAL1	0.001667077
ST3GAL2	0.000296415
ST3GAL3	0.000632675
ST3GAL4	0.000457021
ST3GAL4-AS1	0.000160951
ST3GAL5	0.000391088
ST3GAL5-AS1	3.19E-05
ST3GAL6	0.005497139
ST3GAL6-AS1	0.001515953
ST5	0.0033263
ST6GAL1	0.002235859
ST6GAL2	0.000186589
ST6GALNAC1	0
ST6GALNAC2	0.001968436
ST6GALNAC3	0.001802473
ST6GALNAC4	0.00033987
ST6GALNAC5	0.00147557
ST6GALNAC6	0.000405107
ST7	0.000771209
ST7-AS1	0.000122482
ST7-AS2	7.16E-05
ST7-OT4	4.02E-05
ST7L	0.000157354
ST8SIA1	0.001055119
ST8SIA2	0.051814913
ST8SIA3	0.000305515
ST8SIA4	5.33E-05
ST8SIA5	0
ST8SIA6	0.000807251
ST8SIA6-AS1	0
STAB1	0.000793212
STAB2	0.000505507
STAC	0.001564842
STAC2	0.001784424
STAC3	0.000274764
STAG1	0.000386977
STAG2	0.000573119
STAG3	0.000285001
STAG3L2	7.36E-06
STAG3L4	0.000151906
STAG3L5P	1.41E-05
STAG3L5P-PVRIG2P-PILRB	5.10E-06
STAM	0.000288344
STAM-AS1	3.28E-05
STAM2	0.000190015
STAMBP	0.000459313
STAMBPL1	0.000367641
STAP1	2.18E-05
STAP2	0.000703786
STAR	0.000206625
STARD10	0.001028466
STARD13	0.005463611
STARD13-AS	9.28E-05
STARD3	0.004230483
STARD3NL	0.000923239
STARD4	0.000169972
STARD4-AS1	0.002820177
STARD5	2.38E-05
STARD6	3.00E-05
STARD7	0.000345219
STARD7-AS1	0.00022338
STARD8	0.010210818
STARD9	0.000174643
STAT1	0.000613754
STAT2	0.000248753
STAT3	0.000437857
STAT4	9.58E-05
STAT5A	0.000673512
STAT5B	0.000425594
STAT6	0.000246908
STAU1	0.000642247
STAU2	0.000738776
STAU2-AS1	0
STBD1	0.000378327
STC1	0.01852228
STC2	0.129066244
STEAP1	0
STEAP1B	3.50E-05
STEAP2	0.000458887
STEAP2-AS1	0
STEAP3	0.002525808
STEAP3-AS1	2.65E-05
STEAP4	3.78E-05
STIL	0.00021818
STIM1	0.000897733
STIM2	0.000831845
STIP1	0.000331507
STK10	0.000215203
STK11	0.000334665
STK11IP	0.000210942
STK16	9.03E-05
STK17A	0.000412837
STK17B	0.00031324
STK19	0.000139909
STK24	0.000270161
STK25	0.000553364
STK26	0.046913815
STK3	0.117774557
STK31	9.72E-06
STK32A	0.000328819
STK32B	0.001202527
STK32C	0.020273174
STK33	0.004111979
STK35	0.000665935
STK36	0.000237618
STK38	0.00037045
STK38L	0.000273169
STK39	0.00096902
STK4	0.000258523
STK4-AS1	2.81E-05
STK40	0.000234862
STKLD1	0.000364788
STMN1	0.000690884
STMN2	0.000593728
STMN3	0.00054113
STMN4	0
STMND1	0
STOM	0.000337695
STOML1	0.000103143
STOML2	0.000159343
STOML3	0
STON1	0.000262913
STON1-GTF2A1L	4.38E-05
STON2	0.00564768
STOX1	0.000618761
STOX2	0.024951589
STPG1	0.000358011
STPG2	5.76E-05
STPG2-AS1	0
STPG3	8.46E-05
STRA6	0.028064255
STRA8	0
STRADA	8.01E-05
STRADB	0.000371422
STRAP	0.000312933
STRBP	0.000602909
STRC	6.05E-06
STRIP1	0.00026383
STRIP2	0.000956345
STRN	0.00024521
STRN3	0.000396728
STRN4	0.000327228
STS	0.000605853
STT3A	0.000262589
STT3A-AS1	5.03E-05
STT3B	0.000635841
STUB1	0.000168029
STUM	0.036058044
STX10	0.000254295
STX11	0.000888931
STX12	0.000236213
STX16	0.000222763
STX16-NPEPL1	0.000313205
STX17	0.000254209
STX17-AS1	0.000359859
STX18	0.001109024
STX18-AS1	0.00449047
STX18-IT1	0
STX19	0
STX1A	0.001565088
STX1B	0.002809284
STX2	0.000339479
STX3	0.001248943
STX4	0.000115661
STX5	0.000270174
STX6	0.000327324
STX7	0.001047694
STX8	0.001677231
STXBP1	0.000722052
STXBP2	0.003461083
STXBP3	0.000322161
STXBP4	0.000126661
STXBP5	9.80E-05
STXBP5-AS1	0.000108162
STXBP5L	6.20E-05
STXBP6	0.015593217
STYK1	0.000521498
STYX	0.000150835
STYXL1	0.000303188
SUB1	0.000317091
SUCLA2	0.000431991
SUCLG1	0.000421834
SUCLG2	0.00089483
SUCLG2-AS1	0.001054583
SUCNR1	4.81E-06
SUCO	0.000797923
SUDS3	0.000244362
SUFU	0.000766093
SUGCT	0.00103704
SUGP1	0.00030536
SUGP2	0.001218449
SUGT1	0.000299644
SUGT1P3	1.39E-05
SULF1	0.004547303
SULF2	0.01236091
SULT1A1	0.000340331
SULT1A2	6.20E-05
SULT1B1	2.69E-06
SULT1C2	0.000561498
SULT1C2P1	0
SULT1C3	0
SULT1C4	0.000199248
SULT1E1	1.34E-05
SULT2A1	0
SULT2B1	9.66E-05
SULT4A1	0.023009191
SULT6B1	0
SUMF1	0.000485312
SUMF2	0.00019228
SUMO1	0.000533324
SUMO1P3	1.81E-05
SUMO2	0.00025916
SUMO3	0.000568721
SUMO4	8.73E-06
SUN1	0.001097039
SUN2	0.000313108
SUN3	0.000161571
SUN5	0.000282652
SUOX	0.000232491
SUPT16H	0.00026804
SUPT20H	0.000537623
SUPT20HL2	0
SUPT3H	0.000531543
SUPT4H1	0.000174153
SUPT5H	0.000307535
SUPT6H	0.000261601
SUPT7L	0.000192937
SUPV3L1	0.000236769
SURF1	0.000179149
SURF2	0.000123871
SURF4	0.000506248
SURF6	9.62E-05
SUSD1	0.001526584
SUSD2	7.49E-05
SUSD3	5.04E-05
SUSD4	0.014020067
SUSD5	0.004276795
SUSD6	0.000682117
SUV39H1	0.001512877
SUV39H2	0.000169028
SUZ12	0.000155896
SUZ12P1	0.000733112
SV2A	0.000580315
SV2B	0.002541932
SV2C	0.02106613
SVBP	0.000175659
SVEP1	0.000841098
SVIL	0.003777555
SVIL-AS1	0.00013839
SVILP1	0.000493105
SVIP	0.000164749
SVOP	5.41E-05
SVOPL	0.000655036
SWAP70	0.000403691
SWI5	0.000228492
SWSAP1	2.85E-05
SWT1	0.000283917
SYAP1	0.001492897
SYBU	0.038549833
SYCE1L	0.000610099
SYCE2	5.32E-05
SYCE3	0
SYCP1	0
SYCP2	7.83E-05
SYCP2L	0.002563059
SYCP3	1.19E-05
SYDE1	0.001695513
SYDE2	0.004769826
SYF2	0.000195401
SYK	0.000465899
SYMPK	0.000687389
SYN1	0.001145467
SYN2	0.017550491
SYN3	0.005425659
SYNC	0.000161879
SYNCRIP	0.000234652
SYNDIG1	0.005254723
SYNDIG1L	0.005698281
SYNE1	0.005006728
SYNE2	0.004626113
SYNE3	0.000278451
SYNE4	0.000257406
SYNGAP1	0.000175562
SYNGR1	0.001144927
SYNGR2	0.00038306
SYNGR3	0.001375301
SYNGR4	0
SYNJ1	0.000449506
SYNJ2	0.000203767
SYNJ2-IT1	0
SYNJ2BP	0.000419959
SYNM	0.001382633
SYNPO	0.001163716
SYNPO2	0.005373096
SYNPO2L	0.000324126
SYNPR	0.000608762
SYNPR-AS1	0
SYNRG	0.000169296
SYP	0.000170771
SYPL1	0.000320249
SYPL2	0.199683852
SYS1	0.000273942
SYT1	0.000286134
SYT10	0.000693816
SYT11	7.02E-05
SYT12	0.001289251
SYT13	0.034949132
SYT14	0.000568616
SYT15	0.002022257
SYT16	0.000246173
SYT17	0.00111155
SYT2	0.101977919
SYT3	0.00257733
SYT4	0
SYT5	0.004535435
SYT6	0.007999773
SYT7	0.196906122
SYT8	0.000854226
SYT9	0.00707296
SYTL1	0.00099379
SYTL2	0.000691656
SYTL3	0.000736863
SYTL4	0.010962105
SYTL5	0.007659095
SYVN1	0.000107113
SZRD1	0.000301397
SZT2	0.000179581
T	0.003181075
TAAR5	0
TAB1	0.001179427
TAB2	0.00133989
TAB3	0.000669482
TAC1	0.001002519
TAC3	0.000554611
TAC4	0.001690202
TACC1	0.021194029
TACC2	0.020662669
TACC3	0.004003045
TACO1	0.000208391
TACR1	0.000974967
TACR2	0.000106255
TACR3	1.76E-05
TACSTD2	0.000816736
TADA1	0.00024794
TADA2A	0.000232876
TADA2B	0.001098982
TADA3	0.000243203
TAF1	0.000416006
TAF10	7.24E-05
TAF11	0.000156543
TAF12	0.00027927
TAF13	0.000179976
TAF15	0.000215399
TAF1A	0.000118135
TAF1A-AS1	0.00015111
TAF1B	0.000261462
TAF1C	0.000158091
TAF1D	0.000124035
TAF1L	0
TAF2	0.000246277
TAF3	0.000300951
TAF4	0.00012439
TAF4B	0.00030697
TAF5	0.000108097
TAF5L	0.000171509
TAF6	0.000127953
TAF6L	0.000144841
TAF7	0.000458132
TAF7L	0
TAF8	0.000231108
TAF9	0.000136351
TAF9B	0.000342536
TAGAP	4.71E-05
TAGLN	0.00040631
TAGLN2	0.000231295
TAGLN3	0.000181506
TAL1	0.020888122
TAL2	0
TALDO1	0.000414434
TAMM41	0.000294551
TANC1	0.005981498
TANC2	0.001644063
TANGO2	0.001173649
TANGO6	0.000336024
TANK	0.000332009
TAOK1	0.000308782
TAOK2	0.000244522
TAOK3	0.000213223
TAP1	0.012632282
TAP2	3.94E-05
TAPBP	0.000142925
TAPBPL	3.39E-05
TAPT1	0.000186915
TAPT1-AS1	0.000256801
TARBP1	0.001432292
TARBP2	0.000167103
TARDBP	0.000105482
TARID	0.00604773
TARS	0.000302139
TARS2	0.000233531
TARSL2	0.000344373
TAS1R1	0.000647036
TAS1R3	4.97E-05
TAS2R1	0
TAS2R10	1.25E-05
TAS2R13	4.22E-06
TAS2R14	1.40E-05
TAS2R19	1.86E-05
TAS2R20	8.85E-06
TAS2R3	1.12E-05
TAS2R30	8.84E-06
TAS2R31	1.84E-05
TAS2R4	8.98E-06
TAS2R41	1.25E-05
TAS2R42	1.13E-05
TAS2R43	3.13E-07
TAS2R46	2.27E-06
TAS2R5	3.65E-06
TAS2R50	2.24E-05
TAS2R60	0
TASP1	0.000851693
TAT	6.91E-05
TATDN1	0.000226775
TATDN2	9.97E-05
TATDN3	0.000201889
TAX1BP1	0.000867992
TAX1BP3	9.25E-05
TAZ	0.000340702
TBATA	0.000180797
TBC1D1	0.013733677
TBC1D10A	0.000168849
TBC1D10B	0.000133172
TBC1D10C	0.001778929
TBC1D12	0.003683673
TBC1D13	0.000192223
TBC1D14	0.000646962
TBC1D15	0.000244653
TBC1D16	0.02228147
TBC1D17	0.000205633
TBC1D19	0.00038392
TBC1D2	0.000558476
TBC1D20	0.000376469
TBC1D21	0.005231394
TBC1D22A	0.001175726
TBC1D22B	0.000293853
TBC1D23	0.000183872
TBC1D24	0.000138296
TBC1D25	0.000276408
TBC1D26	7.06E-05
TBC1D28	1.14E-05
TBC1D29	0
TBC1D2B	0.000231881
TBC1D30	0.002963633
TBC1D31	0.000201822
TBC1D32	0.00015026
TBC1D3B	6.57E-08
TBC1D3L	5.96E-05
TBC1D3P5	0
TBC1D4	0.007841426
TBC1D5	0.000503045
TBC1D7	0.00022631
TBC1D8	0.001063337
TBC1D8B	0.002264817
TBC1D9	0.002151611
TBC1D9B	0.000450937
TBCA	0.000808263
TBCB	0.000222612
TBCC	0.000126748
TBCCD1	0.000125866
TBCD	0.000491306
TBCE	0.000268452
TBCEL	0.000594225
TBCK	0.00039869
TBK1	0.000185469
TBKBP1	0.104354964
TBL1X	0.007655665
TBL1XR1	0.000350618
TBL1Y	0.000390877
TBL2	0.000459037
TBL3	0.001139263
TBP	0.000124994
TBPL1	0.000436846
TBPL2	0
TBR1	0.004299192
TBRG1	0.000182361
TBRG4	0.002304682
TBX1	0.020412317
TBX10	0.000498745
TBX15	0.014029413
TBX18	0.122916369
TBX19	8.48E-05
TBX2	0.746573598
TBX20	1.037992433
TBX21	0.041633568
TBX22	6.88E-05
TBX3	0.744890667
TBX4	0.035322163
TBX5	1.27425792
TBX6	4.92E-05
TBXA2R	8.75E-05
TBXAS1	0.000608817
TC2N	0.000429629
TCAF1	0.000753324
TCAF2	2.94E-06
TCAIM	0.000324052
TCAM1P	0
TCAP	0.000196205
TCEA1	0.000295751
TCEA2	0.033898629
TCEA3	0.081172375
TCEAL1	0.002163515
TCEAL2	0.008741172
TCEAL3	0.000839439
TCEAL4	0.001949597
TCEAL5	0
TCEAL7	0.003135611
TCEAL8	0.009184271
TCEAL9	0.001591405
TCEANC	0.000592109
TCEANC2	0.000807975
TCERG1	0.000400823
TCERG1L	0.003233201
TCERG1L-AS1	0.000325727
TCF12	0.000596941
TCF15	0.032772202
TCF19	9.73E-05
TCF20	0.045058929
TCF21	0
TCF23	0
TCF24	0.001202214
TCF25	0.000398782
TCF3	0.001927602
TCF4	0.003000499
TCF7	0.002906649
TCF7L1	0.004217836
TCF7L2	0.009631064
TCFL5	0.000754561
TCHH	0
TCHP	0.00360538
TCIRG1	0.000233205
TCL1A	0
TCL1B	0
TCL6	0
TCN1	5.02E-05
TCN2	0.000324047
TCOF1	0.000363399
TCP1	0.000245273
TCP10	0
TCP10L	0.00019188
TCP11	5.57E-05
TCP11L1	0.000223202
TCP11L2	0.000362955
TCTA	8.46E-05
TCTE1	0.017586013
TCTE3	0.000409294
TCTEX1D1	0.000811224
TCTEX1D2	9.06E-05
TCTEX1D4	3.85E-06
TCTN1	0.00028966
TCTN2	0.00015418
TCTN3	0.000317925
TDG	0.000208759
TDGF1	0.001279673
TDGF1P3	0.000220965
TDH	0.002811625
TDO2	8.57E-05
TDP1	0.000371964
TDP2	0.000221516
TDRD1	0
TDRD10	0.012483083
TDRD12	2.50E-05
TDRD15	7.01E-06
TDRD3	0.000495582
TDRD5	0
TDRD6	4.41E-05
TDRD7	0.00143149
TDRD9	0
TDRG1	0
TDRKH	0.000267083
TDRP	0.013828844
TEAD1	0.092583575
TEAD2	0.003487527
TEAD3	0.002039076
TEAD4	0.002480385
TEC	0.000445254
TECPR1	0.000143851
TECPR2	0.00028495
TECR	0.000262619
TECRL	0.000911449
TECTA	0.001076416
TECTB	0
TEDDM1	1.70E-05
TEF	0.000528821
TEFM	8.26E-05
TEK	0.000408365
TEKT1	0
TEKT2	0.000832879
TEKT3	0.001645987
TEKT4	0.001217863
TEKT5	0
TELO2	0.000214397
TEN1	0
TEN1-CDK3	1.73E-05
TENM1	0.000792247
TENM2	0.004686636
TENM3	0.020552931
TENM4	0.126176103
TEP1	0.000133274
TEPP	0.000652014
TEPSIN	8.26E-05
TERB1	1.85E-05
TERB2	2.21E-05
TERC	2.71E-05
TERF1	0.000599336
TERF2	0.000169285
TERF2IP	0.000198678
TERT	0.000216006
TES	0.000782842
TESC	0.036764184
TESK1	0.000101398
TESK2	0.000527322
TESMIN	0.01357499
TESPA1	0
TET1	0.003610386
TET2	0.012553727
TET2-AS1	0.000193207
TET3	0.00041393
TEX10	0.000280128
TEX101	0
TEX11	0.000134229
TEX13B	0
TEX13C	0
TEX14	9.11E-05
TEX15	0.00184675
TEX19	0
TEX2	0.001008046
TEX21P	0
TEX22	0.002981926
TEX26	0.000351852
TEX26-AS1	0
TEX261	0.000330138
TEX264	0.000434962
TEX29	9.21E-05
TEX30	0.000163951
TEX35	2.96E-05
TEX37	0.000121708
TEX38	1.00E-05
TEX41	4.28E-06
TEX43	0
TEX9	0.001446771
TF	0.000369036
TFAM	0.00019249
TFAP2A	0.02851056
TFAP2B	0.014857443
TFAP2C	0.026636946
TFAP2D	0
TFAP2E	0.00121719
TFAP4	0.000117278
TFB1M	0.000269262
TFB2M	0.000160823
TFCP2	0.000259554
TFCP2L1	0
TFDP1	0.000498814
TFDP2	0.000640065
TFE3	0.00029354
TFEB	0.001467795
TFEC	4.45E-06
TFF2	0
TFF3	0
TFG	0.003620616
TFIP11	0.000148735
TFPI	0.00025271
TFPI2	0.003498095
TFPT	0.00012095
TFR2	0.000213131
TFRC	0.000287578
TG	5.29E-05
TGDS	0.00015597
TGFA	0.015680395
TGFB1	0.001524768
TGFB1I1	0.008685332
TGFB2	0.004686321
TGFB2-AS1	0.001544746
TGFB3	0.000370232
TGFBI	0.006621804
TGFBR1	0.000438367
TGFBR2	0.000378498
TGFBR3	0.005600885
TGFBR3L	0.001538878
TGFBRAP1	0.000388992
TGIF1	0.001860971
TGIF2	0.000512674
TGM1	3.04E-05
TGM2	0.003457785
TGM3	0.000169451
TGM4	5.92E-05
TGM5	0
TGM6	0
TGM7	0.000493719
TGOLN2	0.000169979
TGS1	0.000201719
TH	0.001638861
TH2LCRR	0
THADA	0.00042771
THAP1	7.68E-05
THAP10	0.00045324
THAP11	8.06E-05
THAP12	0.000209355
THAP2	0.000105724
THAP3	0.000121374
THAP4	0.000397019
THAP5	6.16E-05
THAP6	0.000105594
THAP7	0.000600186
THAP8	0.000211855
THAP9	0.000135223
THBD	0.030897921
THBS1	0.005264178
THBS2	0.000392756
THBS3	0.000158601
THBS4	0.011667373
THCAT158	0.00034636
THEG	0.000109733
THEGL	0.00361396
THEM4	0.000449102
THEM5	0
THEM6	0.00053124
THEMIS	0
THEMIS2	7.90E-05
THG1L	0.000105871
THNSL1	9.50E-05
THNSL2	0.006003263
THOC1	0.000234816
THOC2	0.000367096
THOC3	3.67E-06
THOC5	0.000187428
THOC6	0.004520066
THOC7	0.000270135
THOC7-AS1	5.91E-06
THOP1	0.000222237
THPO	0.001325742
THRA	0.00091577
THRA1/BTR	0
THRAP3	0.000359946
THRB	0.000846003
THRSP	3.85E-06
THSD1	0.000557138
THSD4	0.011105809
THSD4-AS1	0
THSD7A	0.000848328
THSD7B	0.000983626
THTPA	0.000969826
THUMPD1	0.000148102
THUMPD2	0.000159839
THUMPD3	0.000279935
THUMPD3-AS1	0.000143794
THY1	0.001149162
THYN1	0.000220566
TIA1	0.000300312
TIAF1	0.000264228
TIAL1	0.000182601
TIAM1	0.00664197
TIAM2	0.00021838
TICAM1	8.28E-05
TICRR	0.000806502
TIE1	0.000166725
TIFA	0.000122643
TIGAR	0.000257183
TIGD1	6.80E-05
TIGD2	0.000745488
TIGD3	1.74E-05
TIGD4	7.19E-05
TIGD5	0.000133122
TIGD6	3.58E-05
TIGD7	5.05E-05
TIGIT	2.23E-05
TIMD4	0
TIMELESS	0.000214618
TIMM10	0.000175435
TIMM10B	7.71E-05
TIMM13	0.000181701
TIMM17A	0.000221774
TIMM17B	0.001047471
TIMM21	0.000187567
TIMM22	0.000170167
TIMM23	7.93E-05
TIMM23B	0.002593077
TIMM44	0.000205937
TIMM50	0.000201769
TIMM8A	0.000143669
TIMM8B	0.000155439
TIMM9	0.00017009
TIMMDC1	0.000301916
TIMP1	0.000565797
TIMP2	0.001288649
TIMP3	0.005648678
TIMP4	0
TINAG	3.29E-05
TINAGL1	0.003291238
TINCR	0.005302236
TINF2	0.000212183
TIPARP	0.000575606
TIPARP-AS1	6.59E-05
TIPIN	0.000104289
TIPRL	0.000367502
TIRAP	0.000108127
TISP43	0
TJAP1	0.000207816
TJP1	0.097899232
TJP2	0.000740336
TJP3	0.000975973
TK1	0.000262993
TK2	0.000214958
TKFC	0.000169014
TKT	0.000543611
TKTL1	0.000632656
TLCD1	0.000103692
TLCD2	0.000434037
TLDC1	0.000301237
TLDC2	3.83E-05
TLE1	0.000711888
TLE2	0.02265434
TLE3	0.001785738
TLE4	0.001044916
TLE6	0.016663872
TLK1	0.00059393
TLK2	0.000634009
TLL1	9.62E-05
TLL2	0.005127675
TLN1	0.000314164
TLN2	0.001390126
TLR1	3.69E-06
TLR10	0
TLR2	6.54E-05
TLR3	3.51E-05
TLR4	2.90E-05
TLR5	0.00130084
TLR6	1.66E-05
TLR7	2.28E-05
TLR8	0
TLR8-AS1	0
TLX1	0.047519306
TLX1NB	0
TLX2	0.015743357
TLX3	0
TM2D1	0.000271645
TM2D2	0.000218319
TM2D3	0.000178666
TM4SF1	0.000236556
TM4SF18	3.68E-05
TM4SF19	2.43E-05
TM4SF19-AS1	1.81E-05
TM4SF20	0
TM4SF4	4.84E-05
TM4SF5	0
TM6SF1	0.000635762
TM6SF2	0.002054715
TM7SF2	0.000439027
TM7SF3	0.000238972
TM9SF1	5.22E-05
TM9SF2	0.000440831
TM9SF3	0.000423481
TM9SF4	0.000663425
TMA16	0.000262512
TMA7	6.92E-05
TMBIM1	0.000324986
TMBIM4	9.57E-05
TMBIM6	0.000452704
TMC1	7.89E-05
TMC2	0.013076063
TMC3	9.82E-05
TMC3-AS1	0.000468541
TMC4	0.000390046
TMC5	0.00227876
TMC6	0.002701073
TMC7	0.000199302
TMC8	0.000253305
TMCC1	0.000342635
TMCC1-AS1	0.000166193
TMCC2	0.00141454
TMCC3	0.000290942
TMCO1	0.000194318
TMCO3	0.000305278
TMCO4	0.003515894
TMCO5A	0
TMCO5B	0
TMCO6	0.000137401
TMED1	0.000316637
TMED10	0.000492076
TMED11P	0
TMED2	0.000243595
TMED3	0.01406674
TMED4	0.0004087
TMED5	9.89E-05
TMED6	0
TMED7	0.000153749
TMED8	0.000200877
TMED9	0.002294245
TMEFF1	0.000805429
TMEFF2	0
TMEM100	0.001173346
TMEM101	0.000275758
TMEM102	0.000134944
TMEM104	0.0006701
TMEM105	0.003362297
TMEM106A	0.000128194
TMEM106B	0.00212425
TMEM106C	0.007215842
TMEM107	0.000199313
TMEM108	0.00096826
TMEM108-AS1	6.39E-05
TMEM109	0.000629124
TMEM11	0.00019885
TMEM110	3.85E-05
TMEM110-MUSTN1	0
TMEM114	0
TMEM115	0.000163022
TMEM116	0.000467735
TMEM117	0.001596908
TMEM119	0.000157989
TMEM120A	0.000145533
TMEM120B	0.000270977
TMEM121	0.004269677
TMEM123	0.000655386
TMEM125	0.000977125
TMEM126A	0.000637208
TMEM126B	0.000134738
TMEM127	0.000179085
TMEM128	0.000474973
TMEM129	0.000195536
TMEM130	0.00022034
TMEM131	0.000741582
TMEM132A	0.003662962
TMEM132B	0.004543434
TMEM132C	0.033829211
TMEM132D	0.000334811
TMEM132E	0.267479042
TMEM133	0.000188372
TMEM134	0.000284161
TMEM135	0.000648902
TMEM136	0.002266036
TMEM138	0.000107733
TMEM139	9.24E-05
TMEM140	0.000130101
TMEM141	0.000475949
TMEM143	0.000253418
TMEM144	0.000457958
TMEM145	0.000550066
TMEM147	0.000309177
TMEM147-AS1	0.000612988
TMEM14A	0.000706119
TMEM14B	0.00019555
TMEM14C	0.000393857
TMEM14EP	1.51E-05
TMEM150A	0.000136319
TMEM150B	0
TMEM150C	0.00330302
TMEM151A	0
TMEM151B	0
TMEM154	2.92E-05
TMEM155	0.001134683
TMEM156	0
TMEM158	0.002068691
TMEM159	0.000372728
TMEM160	0.000111567
TMEM161A	0.00054692
TMEM161B	0.000227671
TMEM161B-AS1	0.001228392
TMEM163	0.15047485
TMEM164	0.02237595
TMEM165	0.000271523
TMEM167A	0.000266873
TMEM167B	0.000135809
TMEM168	0.00013663
TMEM169	0.00057148
TMEM17	0.000167063
TMEM170A	0.000177007
TMEM170B	0.000331623
TMEM171	0
TMEM173	0.000348218
TMEM174	0.003109422
TMEM175	0.000453651
TMEM176A	0.014279108
TMEM176B	0.072251342
TMEM177	0.000276098
TMEM178A	0.019696034
TMEM178B	0.00197039
TMEM179	0.090541838
TMEM179B	0.000113242
TMEM18	0.000147125
TMEM181	0.004606239
TMEM182	0.000248233
TMEM183A	0.000312525
TMEM184A	0.000103524
TMEM184B	0.000357228
TMEM184C	0.000683051
TMEM185A	0.001145249
TMEM185B	0.000643222
TMEM186	5.45E-05
TMEM187	0.002066
TMEM189	0.000133989
TMEM19	0.000118467
TMEM190	0
TMEM191A	0.000245918
TMEM191B	1.71E-06
TMEM191C	8.44E-06
TMEM192	0.000196171
TMEM196	0.000384725
TMEM198	0.000868539
TMEM198B	0.000127513
TMEM199	4.89E-05
TMEM2	0.000490195
TMEM200A	6.48E-05
TMEM200B	0.002110974
TMEM200C	0.066595075
TMEM201	0.00016978
TMEM203	0.000127598
TMEM204	8.00E-05
TMEM205	0.000126267
TMEM206	0.000269327
TMEM207	0
TMEM208	0.000181006
TMEM209	0.000187939
TMEM211	0.000122623
TMEM212	0
TMEM213	0
TMEM214	0.000142168
TMEM215	0.000300882
TMEM216	0.000181078
TMEM217	0.000137343
TMEM218	0.000683987
TMEM219	0.000338755
TMEM220	8.15E-05
TMEM220-AS1	0.000334997
TMEM221	0.000445288
TMEM222	0.000859662
TMEM223	0.000112633
TMEM229A	0.000520185
TMEM229B	0.001241865
TMEM230	0.00048942
TMEM231	0.000375917
TMEM232	0.000400908
TMEM233	0.000917949
TMEM234	7.58E-05
TMEM235	0.000198635
TMEM236	0
TMEM237	0.00021312
TMEM238	0.000426193
TMEM240	0.000267522
TMEM241	0.000326071
TMEM242	0.001570251
TMEM243	0.000994976
TMEM245	0.000457817
TMEM246	0.003967782
TMEM246-AS1	0.000326612
TMEM247	4.73E-05
TMEM248	0.000320351
TMEM249	0
TMEM25	0.000280925
TMEM251	5.98E-05
TMEM252	0.000509052
TMEM253	2.86E-05
TMEM254	0.000122578
TMEM254-AS1	3.22E-05
TMEM255A	0.033340328
TMEM255B	0.000172584
TMEM256	0.000344142
TMEM256-PLSCR3	1.04E-05
TMEM257	0
TMEM258	0.000153194
TMEM259	0.000276633
TMEM26	0.001343394
TMEM26-AS1	0
TMEM260	0.001077951
TMEM261	0.000154175
TMEM262	3.04E-06
TMEM263	0.001288463
TMEM266	0.009192276
TMEM267	0.000132657
TMEM27	0.005934819
TMEM30A	0.000209928
TMEM30B	0.005636522
TMEM31	0.000175775
TMEM33	0.001052646
TMEM35A	0.001470259
TMEM37	0.008611873
TMEM38A	0.000812255
TMEM38B	0.002393894
TMEM39A	0.000548056
TMEM39B	0.000196409
TMEM40	0.000394665
TMEM41A	0.00066635
TMEM41B	0.000816307
TMEM42	0.000180498
TMEM43	0.000186071
TMEM44	0.00028241
TMEM44-AS1	0.000121087
TMEM45A	0.002704981
TMEM45B	0.000651533
TMEM47	0.003042627
TMEM5	0.000422385
TMEM50A	0.000180518
TMEM50B	0.000408662
TMEM51	0.003646309
TMEM51-AS1	0.002474328
TMEM52	0.000241829
TMEM52B	0
TMEM53	0.000198303
TMEM54	0.025223484
TMEM55A	0.000263928
TMEM55B	0.000187376
TMEM56	0.006082959
TMEM56-RWDD3	0
TMEM57	0.000344442
TMEM59	0.000228903
TMEM59L	0.013656052
TMEM60	0.000128983
TMEM61	0
TMEM62	0.000302947
TMEM63A	0.000330846
